Ligand,Cone Angle (°),% Buried Volume (3.5A),HOMO Energy (eV),LUMO Energy (eV),Cu-N (A),Lowdin Charge (N),Bonded Valence (N),Atomic Population (Cu),Atomic Population (N),Bond Order (Cu-N),Orbital Charge Cu(d),Orbital Charge Cu(dxy),Orbital Charge L1(dxy),Orbital Charge L2(py),Ea
HOMROQ,186.03,29.8,-2.5416,-2.0967,1.85,-0.4208,2.7795,28.7647,7.3554,0.7341,9.7439,1.9729,0.0927,1.571,18.8
QUKPIW,159.47,27,-3.4039,-3.204,1.82,-0.3588,2.9426,28.863,7.3362,0.8464,9.7215,1.9685,0.0412,1.5443,23
HISMAA,190.8,30.2,-2.8727,-1.9797,1.86,-0.4565,2.7827,28.8822,7.3739,0.8243,9.8289,1.9656,0.0626,1.0601,18
EYOGAC,228.78,40,-2.7889,-2.412,1.89,-0.4183,2.8299,28.8196,7.3313,0.7472,9.7722,1.983,0.0271,1.6664,17.2
GEXKID,259.69,43.5,-3.231,-1.5996,1.99,-0.3376,2.8643,28.7516,7.4243,0.4947,9.8453,1.9821,0.1105,1.112,33.8
YESTOG,221.67,39.4,-3.2703,-2.6502,1.83,-0.3875,2.893,28.7208,7.3188,0.8228,9.7529,1.9773,0.0178,1.5917,15.1
GUSRIV02,190.86,31.7,-2.4505,-1.7225,1.89,-0.4559,2.7503,28.78,7.3873,0.7596,9.7654,1.9688,0.0886,1.5986,14.7
HAHHED01,183.06,28.3,-2.1808,-0.7076,1.9,-0.4709,2.7446,28.9325,7.3644,0.7047,9.8055,1.9679,0.0585,1.6089,21.9
EFAWOX,183.43,28.4,-2.0412,-0.46,1.91,-0.4719,2.7443,28.9341,7.3672,0.6959,9.8043,1.9807,0.0899,1.6074,24.5
HPMSAH,184.83,28.4,-2.6307,-1.9634,1.86,-0.4359,2.802,28.838,7.3712,0.79,9.7779,1.9345,0.0785,1.632,23.1
XORQIG,189.41,33.8,-2.6344,-1.6211,1.88,-0.4565,2.7682,28.8773,7.3661,0.773,9.8146,1.9354,0.0704,1.3724,26.5
CASQET,182.7,29.9,-1.8825,0.6446,1.93,-0.4757,2.723,28.939,7.3655,0.6749,9.8046,1.9662,0.0939,1.5278,11.8
PEPDIA,220.44,39.9,-3.5241,-2.9678,1.83,-0.367,2.9193,28.7229,7.3091,0.8423,9.734,1.9768,0.0679,1.2785,17.2
DIGFEE,207.49,34.7,-2.5783,-2.0528,1.9,-0.4543,2.7677,28.845,7.3813,0.7476,9.7812,1.9677,0.0271,1.6318,16.8
KATBOX,207.56,41.2,-2.7599,-1.8847,1.9,-0.4515,2.7754,28.857,7.3607,0.7789,9.7883,1.9763,0.0773,1.3591,41.9
SEYQAP,214.71,40.3,-3.4044,-2.7158,1.84,-0.4011,2.879,28.7518,7.3339,0.8453,9.7597,1.9694,0.0985,1.0666,27.4
SAQYOX,187.16,31.4,-2.7024,-1.9643,1.86,-0.4189,2.7981,28.7577,7.366,0.7448,9.7499,1.9343,0.0655,1.6311,18.1
ULILOR01,196.77,32.5,-2.8908,-2.28,1.86,-0.3917,2.844,28.6905,7.3209,0.7484,9.7116,1.899,0.0847,1.6264,17.8
VEHCOD,186.98,33.6,-2.553,-2.0142,1.85,-0.42,2.7841,28.7736,7.3522,0.7234,9.7368,1.9642,0.1043,1.5427,17.8
WOJBEE,214.54,40.2,-2.7444,-2.1227,1.88,-0.4367,2.7932,28.7959,7.3656,0.7976,9.7655,1.9818,0.1086,1.4179,12.6
WEWRIA,183.83,30.9,-2.5754,-1.4123,1.88,-0.4589,2.7526,28.8208,7.3923,0.7841,9.7701,1.9774,0.0999,1.585,15
BOTRAG,218.05,43.1,-2.7072,-2.1993,1.89,-0.4323,2.7993,28.8006,7.3405,0.7802,9.7585,1.9677,0.0767,1.3417,15
DIYZEQ,252.38,45,-3.3802,-0.5045,2.03,-0.2883,2.891,28.7178,7.4632,0.4588,9.8742,1.9647,0.0988,1.6753,60.8
KOSCUS,213.63,40.2,-2.8559,-2.1947,1.88,-0.4659,2.7018,28.7706,7.4655,0.774,9.7706,1.9822,0.1111,1.4157,15.5
DIVVAF,186.47,29.8,-2.6159,0.0009,1.92,-0.4698,2.7413,28.8443,7.3824,0.7427,9.8222,1.9462,0.0862,1.4598,17.5
RIWJEM,158.04,24.3,-3.2346,-3.0429,1.82,-0.3934,2.8763,28.8734,7.3492,0.8208,9.7627,1.963,0.0615,1.5152,21.4
SAPTOS,184.11,31.4,-2.6759,-1.6533,1.88,-0.4521,2.7761,28.8094,7.3881,0.7986,9.7636,1.9591,0.0919,1.601,16.1
IDIWOI,232.93,37.6,-3.3927,-2.8614,1.86,-0.3788,2.8947,28.8017,7.3448,0.8222,9.7617,1.973,0.1064,1.1202,15.5
RUJHOU,159.74,24.4,-3.2558,-3.2568,1.82,-0.3527,2.9366,28.7781,7.3267,0.8187,9.7252,1.964,0.0812,1.5102,23.3
YUKYUA,230.52,38.2,-2.4898,-2.079,1.91,-0.4485,2.7766,28.8732,7.359,0.7406,9.7971,1.9694,0.0642,1.2054,14.9
NAGFIK,221.15,37.8,-2.728,-2.0287,1.88,-0.443,2.7964,28.824,7.3572,0.7485,9.7824,1.9734,0.0246,1.3945,29
GAQZAB,224.73,40.1,-3.3367,-2.6648,1.84,-0.3984,2.8818,28.7515,7.3275,0.8403,9.7596,1.9708,0.0804,1.2577,22.8
BEJHII,193.98,33.2,-2.9924,-2.5841,1.85,-0.3765,2.8735,28.7243,7.3063,0.7667,9.7071,1.9644,0.0999,1.612,18.8
WITWUU,191.22,33.4,-2.6261,-1.7862,1.89,-0.4545,2.7688,28.7795,7.3643,0.7462,9.8157,1.9727,0.0262,1.3755,15.4
FABRAD,230.92,43.1,-2.6751,-2.3578,1.9,-0.424,2.8188,28.8284,7.3408,0.733,9.7688,1.9633,0.0255,1.5703,15.1
GOZQIX01,259.22,43.6,-3.1744,-1.5536,1.99,-0.3318,2.8855,28.7553,7.405,0.4856,9.8438,1.949,0.0384,1.228,33.7
TUBQOW,250.72,41.1,-2.6671,-1.9123,1.87,-0.4021,2.8613,28.8416,7.3231,0.7795,9.7835,1.9847,0.0226,1.3786,15.9
KUSLIU,203.32,35.6,-3.2766,-2.9186,1.84,-0.4043,2.8638,28.7841,7.3494,0.8177,9.7812,1.9671,0.0212,1.2066,17.6
FODBEI,255.2,43.4,-3.2878,-2.7035,1.83,-0.368,2.9334,28.7765,7.2817,0.8432,9.737,1.9811,0.0275,1.2374,11.2
ZOPYAE,203.52,35.7,-2.4546,-1.5741,1.91,-0.4661,2.7503,28.8485,7.382,0.7557,9.7989,1.9583,0.0641,1.2636,14.5
YAPDEA01,233.49,40.6,-3.2283,-2.5138,1.84,-0.4077,2.8767,28.776,7.3404,0.8062,9.7729,1.9658,0.024,1.4437,15.4
BOGBIL,185.18,37.8,-3.1769,-2.4691,1.88,-0.4566,2.8089,28.7782,7.3706,0.8389,9.8152,1.975,0.0168,1.214,18.3
LUHREN,181.58,33,-1.9504,0.5879,1.93,-0.4755,2.73,28.9513,7.3726,0.6854,9.807,1.9602,0.1023,1.6904,23.7
DABWAH,190.68,34.2,-3.2037,-2.9047,1.86,-0.3897,2.8788,28.7379,7.3371,0.8075,9.7449,1.9419,0.104,1.5625,18
XOPYOS,261.62,42,-3.0862,-1.1527,1.98,-0.3341,2.8301,28.7215,7.3962,0.4997,9.852,1.9802,0.0727,1.2113,29.1
SECYAC,187.69,30.9,-2.5791,-2.2858,1.84,-0.4077,2.8245,28.7381,7.3491,0.7632,9.7218,1.9845,0.1068,1.6998,18.7
ODAROB,215.07,43.6,-3.8279,-3.4868,1.87,-0.3034,2.9809,28.7169,7.2562,0.832,9.7369,1.9669,0.0283,1.6225,18.7
ISUMUG,178.18,29.2,-2.657,-1.4091,1.88,-0.4597,2.7619,28.8627,7.3986,0.8051,9.8017,1.9418,0.0505,1.5515,19.8
FALHIM,155.77,24.1,-3.097,-2.5963,1.82,-0.4257,2.8278,28.8797,7.3651,0.8341,9.7773,1.975,0.0588,1.4823,23.9
TUHXAV01,186.19,31.8,-3.1666,-2.532,1.84,-0.3938,2.8764,28.7681,7.3411,0.8383,9.7224,1.9189,0.0875,1.4252,20.5
HAGZOH01,196.88,32.6,-2.9571,-2.3326,1.86,-0.3883,2.8555,28.6986,7.3178,0.7556,9.7067,1.9764,0.0771,1.7714,21.6
SOYPEC,196.73,32.6,-2.9411,-2.3196,1.86,-0.3874,2.8546,28.6943,7.3191,0.7543,9.7068,1.8946,0.0804,1.6868,21.3
YEPTAR,186.75,30.6,-2.4619,-1.5529,1.87,-0.4426,2.7564,28.8007,7.3713,0.73,9.775,1.9694,0.1056,1.6668,13.9
HEGBAY,183.32,28.6,-2.0554,-0.2505,1.91,-0.4714,2.7383,28.9089,7.3551,0.6937,9.7996,1.9872,0.0737,1.7076,23.5
FOQPIN,184.21,28.5,-2.0797,-0.7119,1.9,-0.4708,2.7381,28.9385,7.3661,0.7049,9.8049,1.9737,0.0862,1.5896,21.1
XAVTEW,198.06,31.1,-2.6122,-1.4404,1.92,-0.4585,2.7505,28.839,7.3767,0.7657,9.8136,1.9781,0.0715,1.6014,16.9
POQHOT,183.49,29.9,-1.9599,0.1357,1.92,-0.475,2.7198,28.9437,7.3697,0.6837,9.8068,1.9758,0.0741,1.6694,22.3
HIYFUQ,184.37,30.8,-2.7221,-2.3329,1.86,-0.4218,2.8135,28.7721,7.3645,0.7936,9.742,1.9499,0.0802,1.6789,17.2
GULTAI,182.69,29.9,-1.9547,0.6076,1.93,-0.4752,2.7272,28.9608,7.369,0.6779,9.8061,1.9837,0.063,1.6282,23.1
TIMYUJ,233.38,38.6,-3.3889,-2.8395,1.83,-0.3614,2.9373,28.75,7.2898,0.8098,9.749,1.9642,0.1045,1.1445,18
CUXHOU,192.58,32.2,-2.7929,-1.5492,1.86,-0.4473,2.7867,28.8871,7.3629,0.7976,9.7908,1.9644,0.0745,1.3299,19.4
LARVEG,193.24,32.7,-3.2979,-2.8271,1.84,-0.3505,2.9137,28.6843,7.3035,0.7848,9.6881,1.9541,0.0879,1.5686,21.7
TAZHUA,193.24,35.8,-2.7516,-1.7949,1.87,-0.4575,2.7845,28.8185,7.3858,0.8021,9.799,1.9506,0.0731,1.2539,16.5
VOQNEV,197.75,32.5,-2.9367,-2.3274,1.86,-0.3879,2.8544,28.6942,7.3164,0.7529,9.7068,1.8967,0.076,1.6619,20.8
WERJUZ,214.06,36.8,-2.6433,-1.5989,1.87,-0.4357,2.7984,28.8174,7.3503,0.7869,9.7622,1.9567,0.0716,1.7163,13
NOTZUR,238.25,40.6,-2.6245,-2.3303,1.88,-0.3973,2.8353,28.7592,7.3306,0.7589,9.7401,1.959,0.0729,1.6266,11.8
RUQWEG,238.49,38.9,-3.6584,-3.3159,1.86,-0.3442,2.9458,28.8115,7.3158,0.8363,9.7452,1.987,0.0224,1.6274,15.1
CEBSUY,187.42,29,-3.1294,-2.5883,1.8,-0.364,2.8998,28.6846,7.3237,0.8111,9.7148,1.9786,0.0866,1.5751,24.2
PUHHAC,215.41,39.7,-3.162,-2.3725,1.85,-0.4337,2.8364,28.7634,7.3633,0.8459,9.7812,1.9706,0.0768,1.2331,17.5
DECGPY10,182.75,29.9,-1.9523,0.6149,1.93,-0.4747,2.7227,28.9563,7.3717,0.6749,9.8062,1.9868,0.0623,1.6924,22.7
VEZKOD,232.47,39.7,-3.3835,-2.8863,1.85,-0.3769,2.9028,28.7834,7.3068,0.8117,9.7465,1.9781,0.0224,1.6613,18.5
UBAGEL,158.23,25.8,-2.8249,-2.7986,1.84,-0.4151,2.8406,28.8665,7.3676,0.8027,9.7625,1.973,0.075,1.4987,20.8
SAYPUF,216.01,34.8,-3.2109,-2.6806,1.84,-0.3995,2.8726,28.7481,7.338,0.7993,9.7684,1.9666,0.0222,1.6088,16.8
ABEJEX,223.81,39.6,-3.2721,-2.5463,1.84,-0.4039,2.8682,28.7557,7.3418,0.8375,9.7558,1.9793,0.0805,1.0997,24.6
LEVTIS,228.25,38.1,-3.1346,-2.6078,1.85,-0.3907,2.8705,28.7735,7.3215,0.7923,9.7728,1.969,0.023,1.6585,15.3
OGEROI,200.47,32.9,-3.3771,-2.9825,1.83,-0.3392,2.9345,28.669,7.2933,0.7834,9.6871,1.964,0.0804,1.7065,22.3
JEDZOI,184.24,31.1,-2.6612,-1.5996,1.88,-0.4517,2.7725,28.81,7.3883,0.792,9.7592,1.9624,0.0542,1.732,17.1
LUTSAW,215.02,36.2,-3.6697,-3.0693,1.82,-0.3609,2.9496,28.7439,7.335,0.8295,9.7238,1.9782,0.0346,1.2042,23.5
TEZTAU,186.82,30.6,-2.4356,-1.5393,1.87,-0.4426,2.7538,28.7951,7.3824,0.7213,9.7762,1.9328,0.0638,1.6323,14.9
MEMWUX,192.18,32.6,-3.266,-2.8445,1.84,-0.3502,2.912,28.6892,7.3056,0.78,9.6915,1.9572,0.0958,1.5962,22
VAQJON,188.16,32.6,-1.9775,-0.5611,1.92,-0.4744,2.7192,28.9504,7.3693,0.6914,9.8117,1.9611,0.076,1.7118,22.8
QETSEN,183.43,28.4,-2.201,-0.8899,1.9,-0.4707,2.7439,28.9315,7.3705,0.7058,9.8055,1.9856,0.087,1.6092,21.3
PAWZAQ,159.02,26.2,-2.9583,-2.3231,1.83,-0.4372,2.8097,28.9124,7.3865,0.8347,9.7753,1.9512,0.0726,1.5151,19.8
YAXGEK,183.52,36.8,-2.6195,-1.6584,1.88,-0.4508,2.7782,28.878,7.37,0.7879,9.7688,1.9871,0.105,1.5489,17.8
BIPPEV,177.61,30.6,-2.5772,-1.1006,1.89,-0.4643,2.7499,28.8524,7.3922,0.7862,9.8036,1.9596,0.0793,1.5328,16.5
KIPZUG,197.45,34.2,-2.6034,-1.4416,1.88,-0.4587,2.7578,28.819,7.3884,0.7908,9.7674,1.9802,0.0989,1.6279,14.6
GULTIQ,182.7,29.9,-1.9544,0.6074,1.93,-0.475,2.7282,28.9606,7.3691,0.6775,9.806,1.9841,0.0694,1.6349,23.8
MUQXIH,197.9,31.7,-3.5187,-3.1678,1.84,-0.3126,2.9584,28.6208,7.2656,0.7924,9.668,1.9374,0.0773,1.6389,23.2
PEDZEG,197.95,37.4,-2.5854,-1.4354,1.89,-0.4567,2.7544,28.8407,7.3772,0.7874,9.7715,1.9555,0.0603,1.7281,14.9
FUSQER,196.87,33.9,-2.5361,-1.6653,1.88,-0.4343,2.7776,28.8505,7.3097,0.7235,9.7349,1.9146,0.0872,1.7148,19.1
GAQXED,157.4,24.1,-2.8423,-2.8067,1.84,-0.4203,2.8348,28.8632,7.3694,0.8026,9.7705,1.9707,0.0771,1.4895,18.5
FEPDEL,186.39,28.6,-2.759,-2.067,1.84,-0.4184,2.8278,28.8212,7.3565,0.7987,9.7632,1.9594,0.0498,1.5879,21.8
MADLOU,230.9,37.4,-2.9553,-2.7535,1.86,-0.3502,2.9154,28.7186,7.2807,0.7821,9.7095,1.9836,0.1143,1.6436,25.3
CAKPUZ,183.2,31.2,-2.9649,-2.0782,1.84,-0.4457,2.8113,28.7948,7.3754,0.8573,9.78,1.9818,0.0912,1.5456,14.4
ACETOS,194.16,32.4,-2.9684,-2.0458,1.84,-0.4272,2.8181,28.8527,7.3516,0.8083,9.7738,1.9783,0.0818,1.2032,19.3
YEBJIB,210.99,36.2,-3.7268,-3.1424,1.82,-0.3535,2.9574,28.7396,7.3284,0.8349,9.7194,1.9573,0.0336,1.197,24.7
KAYSAE01,197.72,33.9,-2.5658,-1.9041,1.86,-0.4111,2.8079,28.7646,7.3389,0.7455,9.7515,1.9707,0.1078,1.6723,15.2
NURCIO,183.23,31.4,-1.8801,-0.1225,1.93,-0.4755,2.7248,28.9601,7.3646,0.674,9.8023,1.9854,0.037,1.6632,24.3
FOZJIQ,185.82,31,-2.804,-2.3853,1.87,-0.4242,2.8156,28.7737,7.36,0.7866,9.7558,1.9831,0.091,1.5985,16.8
NIQNUX,233.57,38.6,-3.3466,-2.804,1.84,-0.3676,2.9304,28.7684,7.2923,0.8096,9.7524,1.9659,0.1041,1.1365,17.2
FEXTIO,192.78,34.9,-2.6835,-1.5368,1.87,-0.4485,2.7728,28.82,7.3744,0.7974,9.7579,1.9526,0.0659,1.7358,24.2
LOLNIL,191.38,34.4,-2.6084,-1.4485,1.88,-0.4582,2.7555,28.8241,7.3859,0.7895,9.7664,1.9445,0.0606,1.7196,17.4
MOWKOZ,164.78,27.2,-2.363,-1.5546,1.88,-0.4827,2.7377,28.9274,7.3867,0.7345,9.8237,1.9694,0.0806,1.2345,24.6
LASGEU,182.18,28.3,-2.2412,0.3804,1.92,-0.4731,2.7395,28.925,7.3568,0.7079,9.8077,1.979,0.0794,1.6938,23.4
PIVDOO,201.76,32.4,-3.3443,-2.8241,1.83,-0.3668,2.9016,28.8166,7.3211,0.7907,9.7396,1.9925,0.0146,1.6019,21
CEPSOF,184.43,30.4,-2.8245,-1.7945,1.86,-0.4391,2.8037,28.7838,7.3754,0.8225,9.7624,1.9544,0.0593,1.6246,19.8
FOCHAH,194.49,43.9,-2.7962,-2.0283,1.89,-0.4501,2.8011,28.7818,7.3563,0.763,9.7991,1.9702,0.029,1.4259,13.7
VINGEH,213.49,36.8,-2.7368,-2.2375,1.87,-0.4254,2.7913,28.7983,7.3475,0.7266,9.7782,1.9843,0.0311,1.4338,16
PUCROX,193.19,32.3,-1.8809,0.6191,1.94,-0.4704,2.7217,28.889,7.3599,0.6647,9.8168,1.9621,0.0667,1.6881,22
BIRTOL,185.73,31.9,-1.7851,-0.2697,1.91,-0.475,2.7084,28.8773,7.357,0.6603,9.7894,1.9791,0.0867,1.6593,22.6
ADEHXL10,212.02,35.6,-2.7134,-1.6907,1.89,-0.4664,2.7636,28.9224,7.3839,0.7981,9.826,1.9711,0.0539,1.1812,20
CAGDOF,199.19,40.8,-2.5404,-1.4716,1.9,-0.4604,2.7525,28.7671,7.3844,0.7666,9.776,1.9887,0.0991,1.6814,13.7
ODAJIM01,191.05,32.8,-2.602,-2.0335,1.87,-0.4315,2.8014,28.7979,7.3666,0.7841,9.7617,1.9721,0.0946,1.5981,17.1
TITNUF,226.68,40,-2.9448,-2.3641,1.89,-0.4029,2.8604,28.8705,7.3282,0.7933,9.7319,1.9683,0.0244,1.5414,16.4
YIRFAH,228.32,38.5,-3.3814,-2.7871,1.86,-0.3786,2.9101,28.7889,7.3155,0.8109,9.7593,1.982,0.0226,1.6222,15.6
GITBER,230.83,37.4,-3.1065,-2.4048,1.87,-0.4206,2.8312,28.8498,7.3527,0.8127,9.7891,1.9706,0.1038,1.131,16.3
HUMJII,185.1,28.5,-2.2362,-0.9914,1.88,-0.4655,2.7367,28.8708,7.3646,0.7087,9.7985,1.9683,0.0916,1.7136,20.3
EJAKAE,182.94,30,-1.9153,0.6008,1.93,-0.4754,2.727,28.9631,7.3711,0.6773,9.8083,1.9879,0.0592,1.7432,23
KOJFIZ,182.85,30,-2.0016,0.5484,1.92,-0.476,2.7211,28.952,7.3695,0.6871,9.8072,1.9852,0.0752,1.6857,23.8
PAXWOC,206.01,36.4,-3.3284,-2.6393,1.83,-0.3953,2.8729,28.7356,7.3596,0.7989,9.7608,1.953,0.0209,1.411,17.8
UWAJAE,182.35,31.8,-1.7466,0.6697,1.93,-0.4769,2.7213,28.9801,7.3697,0.6685,9.801,1.9866,0.0981,1.7232,23.5
JOFWAC,181.62,31.3,-1.9007,0.3489,1.93,-0.4775,2.7335,28.9605,7.3754,0.6859,9.8024,1.9857,0.0774,1.7013,25.9
SAPCAO,202.29,32.6,-2.9987,-2.4011,1.85,-0.3808,2.8639,28.6858,7.3142,0.7571,9.7015,1.9829,0.0735,1.7565,23.2
VOSNOJ,238.55,41.4,-2.8076,-1.9164,1.88,-0.4105,2.7928,28.7823,7.3812,0.783,9.7402,1.9755,0.0616,1.5656,12.9
JAXQEF,232.33,37.6,-3.2036,-2.5497,1.86,-0.4089,2.845,28.8183,7.3514,0.818,9.7811,1.9756,0.0742,1.136,16.4
KOPBAV,214.15,31.8,-2.6741,-2.2277,1.87,-0.4161,2.823,28.8298,7.3492,0.7742,9.7195,1.9016,0.0988,1.6851,21.2
HOVHUY,209.95,38.2,-2.7034,-2.1049,1.86,-0.4119,2.8446,28.7873,7.3243,0.792,9.7367,1.9534,0.0652,1.623,15.2
ROBRAE,182.9,31,-1.8216,0.5144,1.93,-0.4759,2.7205,29.0024,7.3722,0.6798,9.8078,1.9863,0.0529,1.7206,24
NURXED,222.84,38.4,-2.0745,-0.4646,1.95,-0.4674,2.7224,28.8657,7.3559,0.6751,9.8148,1.9829,0.0747,1.6562,16
JAMMEP,180.96,28.1,-2.2902,0.2487,1.9,-0.4683,2.7514,28.9238,7.3633,0.709,9.8055,1.9707,0.0737,1.6898,20.2
IRITAF,258.99,43.8,-4.1129,-2.6531,1.97,-0.3374,2.9263,28.7214,7.426,0.5435,9.8638,1.9742,0.0368,1.3672,41.4
YIHQIS01,183.31,31.4,-2.6013,-1.4501,1.88,-0.4585,2.7592,28.83,7.388,0.7935,9.7657,1.977,0.1077,1.5945,13.6
SALIAZ04,231.83,39.1,-2.748,-2.2943,1.89,-0.4156,2.8379,28.8523,7.3286,0.7634,9.7613,1.9709,0.0309,1.6104,14.9
OZUNAA,201.71,32.6,-3.0078,-2.4721,1.85,-0.3766,2.866,28.6769,7.3113,0.7549,9.6992,1.9748,0.0766,1.7763,21.8
VOQNOF,230.94,37.4,-3.1139,-2.5552,1.87,-0.4166,2.8368,28.8519,7.3494,0.8121,9.7874,1.9792,0.0766,1.1328,16.5
HISBOB,184.37,28.4,-2.3042,-1.3335,1.86,-0.4574,2.73,28.8821,7.3778,0.7184,9.8,1.9432,0.0778,1.5693,20.5
VAYJAG06,205.24,39.9,-2.8622,-2.2981,1.88,-0.4253,2.813,28.7798,7.3612,0.801,9.7528,1.984,0.1115,1.4151,13.1
RIBTOL,181.81,34,-1.7907,0.61,1.94,-0.4799,2.7153,28.9588,7.4228,0.6994,9.801,1.9537,0.1038,1.7097,21.5
HBPIIQ10,226.41,35.7,-2.7428,-2.1108,1.85,-0.3707,2.884,28.6886,7.2677,0.7797,9.7062,1.9604,0.0735,1.6102,15.9
IFUYEP,219.25,41.6,-3.5018,-2.7076,1.82,-0.3681,2.8921,28.7264,7.3134,0.8304,9.7357,1.9399,0.087,1.603,29.7
SAGJIV,184.51,30.6,-2.5912,-1.595,1.88,-0.4504,2.7729,28.8141,7.3845,0.7942,9.7608,1.9812,0.1041,1.6004,18
UPEJAC,183.51,30.2,-2.4908,-1.4275,1.88,-0.4583,2.7585,28.8441,7.3926,0.7823,9.7731,1.9733,0.0965,1.6209,14.3
RAPLAW01,184.19,28.4,-2.3148,-1.2879,1.87,-0.4618,2.7416,28.9021,7.3683,0.7201,9.8012,1.9726,0.084,1.5829,21.5
EDAFAT,182.1,29.4,-1.8291,0.6883,1.93,-0.4769,2.7257,28.9666,7.3687,0.6635,9.8026,1.9446,0.093,1.7177,21.2
EKOKOE,186.62,30.3,-2.3687,-1.9501,1.86,-0.4375,2.7763,28.7867,7.3565,0.742,9.7466,1.9393,0.1075,1.6182,17.5
VIMJAF,184.31,29.4,-2.1321,0.3973,1.91,-0.4696,2.7426,28.9156,7.355,0.6994,9.803,1.9788,0.0916,1.7054,20.3
MAGJIQ,202.99,43.7,-3.6814,-3.1071,1.82,-0.3379,2.9514,28.7504,7.2907,0.8446,9.7257,1.903,0.0918,1.6704,18.1
IWOKIQ,195.21,34.6,-2.5803,-1.3177,1.92,-0.4704,2.7419,28.9192,7.397,0.7712,9.819,1.9682,0.1096,1.3067,17.2
RUFSUH,183.26,28.3,-2.2596,-0.6208,1.91,-0.4707,2.7454,28.9232,7.3677,0.7041,9.8055,1.9745,0.0983,1.5648,22.4
JEDZAT,184.23,33.6,-2.9472,-1.7839,1.87,-0.4598,2.7884,28.828,7.3747,0.8561,9.7906,1.9453,0.0568,1.7064,12
CIRXIN,186.27,31.1,-2.6724,-1.8014,1.87,-0.441,2.7845,28.7994,7.3804,0.7882,9.7577,1.9776,0.087,1.5699,18.6
KIXLOS01,192.28,34.9,-2.6343,-1.4704,1.88,-0.4581,2.7586,28.8308,7.3832,0.796,9.7651,1.9808,0.0992,1.615,14.5
LESJIE,228.54,42.8,-2.7353,-2.376,1.88,-0.3958,2.8429,28.7812,7.3152,0.769,9.75,1.984,0.0733,1.2337,16.3
WETGUA,255.66,45.9,-2.6636,-2.3714,1.9,-0.3967,2.7819,28.9036,7.2146,0.7262,9.6842,1.9962,0.0174,1.3067,11.6
QUZQIM,210.57,36.7,-3.2202,-2.6451,1.83,-0.3658,2.9058,28.7251,7.3112,0.7673,9.7203,1.9366,0.0702,1.3359,25
KASWIN,182.93,28.3,-2.268,-0.835,1.88,-0.4657,2.7501,28.8912,7.3607,0.7163,9.7996,1.974,0.0852,1.6849,22.1
MULHEH,196.83,35.8,-2.7541,-2.1479,1.86,-0.4059,2.8081,28.7656,7.3378,0.734,9.7378,1.945,0.1189,1.6486,20.5
ELULUT,261.17,42.7,-3.2454,-1.7235,1.99,-0.3298,2.8211,28.7199,7.4249,0.5021,9.8525,1.975,0.0919,1.2183,23.5
JEFBUS,183,32.7,-2.712,-2.0756,1.88,-0.4499,2.7845,28.8372,7.3681,0.8024,9.7672,1.9613,0.107,1.7032,15
DEFZEV01,188.27,31.7,-2.6513,-2.4303,1.89,-0.4485,2.7749,28.8047,7.37,0.7828,9.7717,1.9847,0.094,1.6169,16.4
WOTZEN,232.68,37.8,-3.4899,-3.0193,1.85,-0.3643,2.9152,28.7954,7.3239,0.8266,9.7563,1.9695,0.1031,1.1291,15.5
LEDPUF,181.77,33.3,-1.7265,0.6329,1.94,-0.4779,2.7177,28.9748,7.3652,0.6643,9.8,1.9678,0.1008,1.5417,22.4
ROFGUP,218.44,40.7,-2.7716,-1.8086,1.87,-0.4406,2.8175,28.8378,7.3422,0.7648,9.7965,1.9476,0.0212,1.2452,17
OYIFOS,211.22,37.2,-2.8393,-2.4212,1.85,-0.4058,2.8623,28.7455,7.3077,0.8197,9.756,1.9455,0.0578,1.6454,14.2
EYOFUT,193.05,32.3,-3.1902,-2.3362,1.84,-0.4161,2.8585,28.7757,7.3464,0.8375,9.7705,1.9491,0.0795,1.2125,19.9
QACLAH,182.67,32.2,-3.1769,-2.6652,1.86,-0.4227,2.8518,28.8191,7.3686,0.8435,9.7831,1.9799,0.0911,1.0989,16.2
AGEYER,217.67,36.9,-2.0886,-0.8891,1.93,-0.468,2.7285,28.8673,7.3574,0.6935,9.8179,1.9731,0.0223,1.5894,14.2
DEKTIX,202.22,34.7,-5.3273,-5.2524,1.81,-0.138,3.1515,28.5622,7.178,0.9435,9.6132,1.9837,0.0395,1.2262,23.9
OPITOX01,223.73,36.7,-2.1261,-1.2281,1.93,-0.4753,2.711,28.8489,7.3818,0.6955,9.8107,1.9856,0.0237,1.7107,14.2
GAWJIY,237.83,38.1,-3.1232,-2.5586,1.88,-0.4114,2.8334,28.8428,7.3567,0.8202,9.7844,1.9814,0.0676,1.1241,15.2
TAWMUZ01,182.51,33.2,-1.8819,-0.576,1.92,-0.476,2.7267,28.9674,7.3758,0.6875,9.7967,1.9531,0.0582,1.7433,20.4
EZIVUG,189.94,31.3,-3.0497,-2.8453,1.84,-0.3775,2.886,28.7162,7.3379,0.8023,9.7103,1.9607,0.0766,1.5826,19.1
DUKWUB,182.41,29.9,-1.9701,0.4956,1.93,-0.4746,2.7231,28.95,7.3683,0.6764,9.8066,1.9638,0.0885,1.5055,25.5
IMUQUD,220.66,42.5,-2.5677,-1.6511,1.91,-0.4524,2.7627,28.8665,7.3529,0.7456,9.7883,1.959,0.0654,1.2406,15.9
