Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
ATOKAX,82.12,177.96,1.69,9.4,7.64,29.3,19.4,12.3,553.26,-3.5923,-2.8529,1.88,2.36,1.81,0.3074,-0.389,0.1553,-0.5921,2.0987,2.9083,3.3064,2.0484,28.817,7.3209,7.0078,8.493,0.8636,0.7749,0.1945,3.1987,1.5012,1.3971,1.2167,6.4494,12.5035,4.1809,4.2125,4.1101,9.7397,1.9038,1.9837,1.9647,1.9226,1.9648,1.3021,1.1871,0.0163,0.0289,0.0375,0.0176,0.0302,1.5033,1.5036,1.7055,0.3254,0.0765,0.0519,0.067,0.0608,0.0691,25.2
ATOMED,90.06,235.27,1.55,10.17,9.54,46.9,31.8,18.6,679.36,-3.1765,-1.9926,2.08,1.8,1.85,0.4997,-0.3996,-0.7321,-0.5503,2.6825,2.862,1.9457,2.0274,28.9939,7.2503,8.5331,8.3586,0.8014,0.4515,0.6232,3.2086,1.3407,1.601,1.1737,6.2765,12.5118,4.2413,4.1353,4.1352,9.712,1.9825,1.9817,1.9919,1.7835,1.9723,1.6405,1.4425,0.0901,0.0425,0.1213,0.0466,0.1015,1.4755,1.6862,1.4964,0.3943,0.0749,0.0993,0.0635,0.0981,0.0584,13.7
ATUWAN,83.23,183.52,2.14,4.68,8.53,28.3,17.1,10.8,494.84,-3.7978,-3.3006,1.98,1.98,1.79,0.4583,-0.3188,-0.4705,-0.4705,2.076,2.9883,2.1183,2.1167,28.6584,7.2981,8.4685,8.455,0.8625,0.4594,0.4556,3.2014,1.3856,1.4084,1.2434,6.344,12.4786,4.1486,4.1792,4.1508,9.7191,1.9365,1.9501,1.9732,1.9305,1.9288,1.4624,1.603,0.0638,0.0665,0.0758,0.0635,0.0771,1.4863,1.4779,1.6509,0.3472,0.0724,0.0649,0.068,0.0739,0.068,14.5
ATZTHD10,70.6,158.91,2.22,4.81,7.93,24.8,16.9,10.7,473.13,-3.0847,-1.755,3.02,1.84,1.84,0.207,-0.4637,-0.116,-0.393,1.7448,2.8231,2.9104,3.2118,28.822,7.3615,7.0295,7.5684,0.8406,0,0.6732,3.2032,1.5073,1.4025,1.2781,6.5816,12.449,4.1714,4.1291,4.1486,9.7624,1.9518,1.9103,1.9437,1.9793,1.9772,1.4171,1.2052,0.0127,0.0458,0.0267,0.0157,0.0157,1.3582,1.4057,1.3427,0.0672,0.0154,0.0095,0.0051,0.0206,0.0167,33.7
AVAJAK,94.41,222.93,2.74,7.55,13.72,37.5,27.7,18.7,728.53,-2.4558,-1.6616,1.93,2.03,1.91,0.2543,-0.4687,-0.1604,-0.7411,1.9689,2.7386,3.25,1.9417,28.8983,7.3818,7.1943,8.5447,0.7524,0.536,0.4442,3.2177,1.4532,1.3884,1.3352,6.4083,12.5237,4.131,4.2037,4.189,9.8137,1.906,1.9928,1.9752,1.9739,1.9658,1.2864,1.4257,0.0168,0.0152,0.035,0.013,0.0156,1.5198,1.6094,1.6743,0.4035,0.0744,0.0908,0.0736,0.0885,0.0762,20.8
AVAJIR,86.9,217.31,2.9,7.06,8.43,44.7,34.5,22.2,669.62,-2.7392,-1.8806,1.98,2.05,1.92,0.3198,-0.4581,-0.5772,-0.1614,2.0242,2.7523,1.9859,2.9639,28.8855,7.3832,8.4996,7.12,0.7998,0.4242,0.4234,3.2207,1.6206,1.3383,1.2057,6.3819,12.4773,4.1502,4.1949,4.1322,9.821,1.922,1.9638,1.9808,1.9839,1.9706,1.4323,1.6369,0.0908,0.1155,0.0534,0.1123,0.0448,1.2531,1.3325,1.339,0.0848,0.0175,0.0155,0.0136,0.0286,0.0096,22.1
AVIYAG,74.91,163.23,3.34,6.16,12.96,30.3,24.3,18.3,749.25,-2.6478,-1.2604,2.73,1.87,1.87,0.3023,-0.4808,-0.4944,-0.835,1.6476,2.7474,2.1159,1.9643,28.8963,7.3531,8.379,8.5613,0.7833,0,0.6763,3.2127,1.2751,1.3574,1.5609,6.5457,12.3889,4.0952,4.1896,4.1042,9.7631,1.8955,1.978,1.9565,1.9803,1.9528,1.4367,1.4856,0.0766,0.0519,0.0748,0.0414,0.0655,1.5198,1.6984,1.6387,0.4486,0.0959,0.0964,0.0872,0.1015,0.0676,27
AWAZUV,99.81,256.04,2.25,7.17,7.83,45.6,35,21.6,599.8,-3.1802,-1.4916,1.89,2,1.98,0.3169,-0.3312,-0.7807,-0.079,1.7989,2.8894,2.0508,3.12,28.7345,7.3949,8.6046,6.9871,0.4901,0.5576,0.474,3.1795,1.4916,1.2934,1.2835,6.3481,12.4925,4.1853,4.1894,4.1179,9.8425,1.9693,1.9507,1.9671,1.9779,1.9774,1.4767,1.672,0.1188,0.1087,0.063,0.1264,0.0738,1.2831,1.3092,1.205,0.1209,0.0285,0.0218,0.0226,0.0284,0.0196,36
AWULEK,81.79,232.54,1.95,8.28,10.81,37.6,26.9,16.9,698.75,-3.1665,-2.4764,2.02,2.02,1.86,0.32,-0.4112,-0.6507,-0.0597,2.0767,2.8457,2.052,3.1407,28.8306,7.3497,8.5426,7.0059,0.8158,0.4176,0.5437,3.2102,1.4922,1.4063,1.2282,6.3949,12.5056,4.1554,4.205,4.1453,9.7794,1.9243,1.9884,1.9827,1.9552,1.9287,1.5306,1.5494,0.0896,0.0814,0.077,0.0858,0.0769,1.1976,1.437,1.147,0.1157,0.0187,0.0278,0.0232,0.021,0.025,13.8
AXIHOG,83.94,202.6,1.58,9.67,7.4,35,27.7,20,657.03,-2.7351,-1.6934,1.92,2.02,1.87,0.4451,-0.4439,-0.6312,-0.6864,2.0729,2.7839,2.0655,1.9564,28.7925,7.3795,8.4953,8.4901,0.7865,0.5085,0.4661,3.2112,1.2326,1.4103,1.5158,6.3687,12.4358,4.0724,4.1937,4.1697,9.7504,1.9611,1.9497,1.9575,1.9447,1.9373,1.4737,1.4785,0.0906,0.092,0.0602,0.1195,0.0686,1.5152,1.6744,1.5701,0.3984,0.0841,0.0951,0.0624,0.0944,0.0624,18.7
AYANEV,94.82,191.02,1.55,7.09,10.59,30.3,19.6,13,637.95,-3.3756,-3.0006,1.92,2.19,1.84,0.4604,-0.3788,-0.5659,-0.568,1.9579,2.9143,2.1094,1.9451,28.7251,7.3304,8.5356,8.5049,0.8481,0.5462,0.2755,3.2086,1.4477,1.436,1.2109,6.3722,12.4234,4.183,4.1643,4.076,9.7441,1.9182,1.987,1.9827,1.9541,1.902,1.4916,1.6671,0.0724,0.07,0.0779,0.0718,0.0678,1.4902,1.5876,1.6209,0.326,0.0681,0.0657,0.0667,0.0597,0.0658,15.9
AYUZID,84.36,215.78,1.73,6.67,8.52,35.7,24.4,14.4,528.87,-3.6922,-2.9613,2.17,1.9,1.81,0.3098,-0.3669,-0.5947,-0.0897,2.1263,2.9268,2.072,3.3742,28.7877,7.2939,8.4861,7.1793,0.8618,0.2899,0.6652,3.1989,1.4805,1.3987,1.2117,6.4189,12.5377,4.1881,4.209,4.1406,9.7336,1.9088,1.9846,1.9711,1.8949,1.9742,1.4908,1.4972,0.0796,0.062,0.0718,0.0645,0.0781,1.3149,1.3458,1.1868,0.0937,0.0091,0.0245,0.0261,0.013,0.0209,19.4
AZIWUD,65.41,232.32,2.95,7.74,5.83,42.2,35,22.8,643.93,-2.9167,-2.5689,2.11,1.94,1.83,0.2631,-0.399,-0.2194,-0.22,2.0522,2.8976,2.9489,3.0696,28.8072,7.3403,7.3549,7.2549,0.7529,0.2969,0.5431,3.2041,1.3054,1.5128,1.3,6.4573,12.5042,4.1146,4.2094,4.1802,9.7754,1.9564,1.9168,1.9525,1.9805,1.9692,1.4462,1.3322,0.0079,0.0221,0.0198,0.0104,0.0198,1.4292,1.2738,1.2954,0.0807,0.0115,0.0147,0.019,0.0104,0.0251,34.6
BACJEX,100.8,203.15,2.77,10.85,8.59,31.6,22.6,17.9,796.53,-3.1343,-3.0525,1.94,1.97,1.85,0.4898,-0.3254,-0.6491,-0.6081,2.1417,2.9075,2.0157,2.1143,28.6187,7.2944,8.5831,8.5225,0.7408,0.5279,0.4757,3.2072,1.3123,1.4232,1.3065,6.3175,12.4832,4.1507,4.1741,4.1584,9.7095,1.9609,1.9184,1.9891,1.967,1.8741,1.5378,1.5828,0.0777,0.0728,0.0843,0.0681,0.0834,1.5061,1.6117,1.5834,0.389,0.0764,0.0625,0.0954,0.0687,0.086,17
BACJOG,79.1,180.6,1.7,5.13,6.63,30.7,20.5,10.5,463.8,-2.9349,-1.6028,2,2.05,1.87,0.1272,-0.4527,-0.1016,-0.4054,1.9618,2.804,3.0972,2.9919,28.8432,7.3734,7.0509,7.6184,0.8036,0.5205,0.3792,3.2057,1.4835,1.4815,1.207,6.4624,12.5892,4.2063,4.1772,4.2057,9.8212,1.9217,1.9698,1.9731,1.9676,1.9889,1.3354,1.3744,0.0122,0.0389,0.0297,0.0148,0.0237,1.353,1.3382,1.3975,0.0628,0.0144,0.0095,0.0119,0.0185,0.0085,26.3
BACTEF,81.75,177.44,1.94,6.23,7.64,29.3,19.8,13.2,511.16,-3.5175,-2.6559,1.87,2.37,1.82,0.2997,-0.4023,0.1567,-0.5763,2.0732,2.8993,3.3229,2.0662,28.8308,7.3331,7.0009,8.4755,0.8757,0.7625,0.1819,3.1986,1.3153,1.3182,1.4953,6.4571,12.4992,4.1387,4.2187,4.1418,9.744,1.9148,1.9822,1.9289,1.9736,1.9445,1.2802,1.0726,0.0234,0.0177,0.0247,0.0279,0.0359,1.5704,1.5464,1.5811,0.3235,0.0716,0.044,0.0665,0.061,0.0805,25.4
BACTIJ,81.43,177.12,1.83,6.24,9.56,30.1,22.7,16.1,591.69,-3.4623,-2.5218,2.4,1.86,1.81,0.2882,-0.4087,-0.5776,0.1586,2.0667,2.8817,2.0702,3.3598,28.8386,7.3362,8.4751,7.0161,0.8673,0.1716,0.78,3.1956,1.4802,1.3751,1.2829,6.4659,12.5023,4.1954,4.1922,4.1147,9.7436,1.9013,1.9754,1.9646,1.9277,1.9746,1.4828,1.5195,0.0791,0.056,0.0626,0.0614,0.0643,1.3142,1.142,1.1345,0.1307,0.0197,0.0289,0.0326,0.0184,0.0312,28.7
BADQEF,91.7,236.09,2.28,5.69,7.75,45.4,32.5,16.5,528.94,-2.4448,-1.6458,2.33,1.97,1.9,0.0637,-0.459,0.0017,-0.1433,2.0544,2.7581,2.0831,3.0206,28.8765,7.3459,16.4412,7.132,0.6787,0.544,0.5101,3.2069,1.4213,1.5227,1.2349,6.4838,12.6072,4.1456,4.2694,4.1923,9.8453,1.9558,1.9195,1.979,1.9705,2.0204,3.2612,3.5263,0.0178,0.017,0.0087,0.0262,0.0079,1.3596,1.2054,1.317,0.0841,0.0196,0.0119,0.0212,0.0207,0.0107,26.5
BALPUC,100.59,201.53,2.89,6.47,12.53,39.3,29.1,17.3,707.21,-2.7235,-1.8158,1.97,1.97,1.91,0.3598,-0.4539,-0.7459,-0.6302,2.0635,2.7572,1.9909,2.0481,28.8947,7.3466,8.5443,8.4667,0.7317,0.5335,0.4573,3.2125,1.4196,1.3444,1.4031,6.3515,12.4933,4.2264,4.162,4.1049,9.7954,1.9533,1.9856,1.9537,1.9286,1.9743,1.5122,1.5714,0.0936,0.1016,0.0603,0.1106,0.069,1.5115,1.7443,1.4514,0.4209,0.0523,0.0978,0.0997,0.07,0.101,20.4
BANFIG,77.82,171.06,2.11,6.14,10.34,28.3,17,9.6,525.36,-3.1512,-3.1717,2.03,2.21,1.87,0.3582,-0.3918,-0.6181,-0.3079,1.7222,2.8713,2.1027,2.8577,28.6624,7.3458,8.5268,7.6567,0.7669,0.4102,0.2895,3.2068,1.3268,1.4319,1.3522,6.4219,12.4257,4.1348,4.1529,4.1381,9.7941,1.9181,1.9527,1.9724,1.9744,1.9766,1.5035,1.5341,0.0922,0.0849,0.08,0.0716,0.0711,1.3176,1.5341,1.1483,0.0803,0.014,0.0287,0.0076,0.0101,0.0199,15.8
BAPHUV,88.15,188.62,1.55,7.42,11.36,30.3,19.8,10.9,579.73,-2.6634,-2.0702,2,1.96,1.89,0.4071,-0.441,-0.5266,-0.6954,1.961,2.7847,1.9994,2.0105,28.7974,7.3773,8.482,8.5483,0.7772,0.3949,0.511,3.2193,1.3242,1.2654,1.559,6.3878,12.438,4.1776,4.1382,4.1221,9.7672,1.9075,1.98,1.9815,1.9627,1.9353,1.4754,1.556,0.0587,0.0737,0.0875,0.063,0.0912,1.5636,1.6094,1.6132,0.3937,0.0822,0.0602,0.0917,0.0664,0.0932,19.7
BAPREQ,81.63,196.89,2.03,7.03,7.02,34.8,25.8,14.4,513.28,-3.1988,-2.2797,2.07,1.94,1.84,0.1818,-0.4188,-0.1426,-0.3703,2.1092,2.8493,3.0108,3.0812,28.7742,7.351,7.1531,7.2258,0.8128,0.4086,0.5269,3.205,1.4472,1.4365,1.2546,6.4368,12.5966,4.2064,4.2299,4.1602,9.7848,1.9503,1.9648,1.9679,1.9247,1.9771,1.43,1.0796,0.0248,0.007,0.0321,0.0126,0.0255,1.2871,1.3905,1.3085,0.0934,0.0187,0.0136,0.0217,0.0161,0.0232,20.5
BAZZUZ,82,202.69,2.45,6.78,7.54,40.3,29.2,17.8,588.06,-2.7203,-1.8857,2.03,2,1.9,0.346,-0.4526,-0.5395,-0.1813,2.0335,2.7798,2.0378,2.8769,28.8855,7.3644,8.4503,7.2245,0.7883,0.382,0.4856,3.2216,1.4947,1.3629,1.3011,6.4126,12.4561,4.2171,4.1707,4.0684,9.7853,1.8974,1.9679,1.9762,1.9798,1.9639,1.4479,1.6498,0.0575,0.083,0.0945,0.0758,0.0795,1.3976,1.4009,1.1678,0.0798,0.0068,0.019,0.0255,0.0097,0.0188,18
BECWAJ,79.71,214.58,1.77,5.61,8.57,34.4,24.8,13.6,535.15,-3.1092,-2.5057,1.97,2.09,1.85,0.3285,-0.4142,-0.6402,-0.0625,1.988,2.8421,2.0911,3.1703,28.7707,7.3518,8.5228,7.1435,0.8003,0.4792,0.422,3.2037,1.4021,1.4529,1.2805,6.4037,12.4892,4.1495,4.1819,4.1579,9.7785,1.9224,1.9444,1.9667,1.9701,1.9749,1.5001,1.5628,0.0891,0.0884,0.0795,0.0951,0.0677,1.2513,1.4099,1.1235,0.1174,0.016,0.0323,0.0261,0.0157,0.0274,13
BEGRUA,69.11,154.85,1.7,6.42,12.08,25.3,17.6,10.1,645.69,-3.4615,-2.6284,3.29,1.82,1.8,0.2729,-0.4453,-0.5343,-0.0928,1.8743,2.8741,2.0967,3.3501,28.7631,7.3541,8.4487,6.9785,0.8865,0,0.7277,3.1949,1.4546,1.305,1.4176,6.5454,12.448,4.1653,4.1663,4.1164,9.7337,1.9054,1.9658,1.9431,1.9535,1.9659,1.5954,1.5045,0.0676,0.025,0.0612,0.0418,0.0662,1.3201,1.2348,1.2521,0.1293,0.0249,0.0184,0.0273,0.0228,0.0359,31
BEGSEL,68.74,154.28,3.51,9.15,14.8,25.2,17.6,9.8,801.35,-3.4756,-2.6212,1.82,3.31,1.8,0.2746,-0.4443,-0.0919,-0.5285,1.8776,2.875,3.3468,2.1145,28.7615,7.3537,6.9842,8.4397,0.8882,0.7299,0,3.1949,1.5243,1.4114,1.2405,6.5448,12.4479,4.2119,4.1736,4.0624,9.7327,1.9007,1.9653,1.9613,1.9329,1.9725,1.3365,1.2649,0.0188,0.0285,0.0298,0.0191,0.0328,1.5058,1.4825,1.7248,0.2616,0.0704,0.0414,0.0532,0.0508,0.0457,32.8
BEJLUX,85.7,181.68,3.4,7.11,13.18,28.4,19.7,15.5,705.71,-3.5249,-3.1498,2.06,2.03,1.8,0.4065,-0.3559,-0.5447,-0.5456,1.9547,2.9288,2.1068,2.1065,28.7519,7.3276,8.5036,8.5046,0.8439,0.4325,0.4578,3.1979,1.481,1.3114,1.2867,6.3665,12.4616,4.1548,4.1633,4.1435,9.7654,1.9352,1.9613,1.9479,1.9177,2.0033,1.4942,1.6378,0.0559,0.0706,0.074,0.0663,0.0769,1.5174,1.4914,1.6589,0.3476,0.0721,0.0527,0.0796,0.0634,0.0797,14.6
BEKKOU,84.74,187.09,2.51,5.75,8.88,32.7,25.2,17.5,589.67,-3.4322,-2.7994,1.87,2.09,1.81,0.2943,-0.383,0.1735,-0.5653,2.2585,2.8767,3.207,1.9456,28.8128,7.325,7.0205,8.4914,0.8368,0.7599,0.3751,3.1976,1.4078,1.3535,1.347,6.4012,12.5636,4.1909,4.2079,4.1648,9.7408,1.9038,1.9751,1.9557,1.9436,1.9627,1.3061,1.1703,0.0159,0.0248,0.0407,0.0257,0.0231,1.4996,1.5156,1.6755,0.3498,0.0794,0.0654,0.0724,0.067,0.0655,28.7
BEKLIP,86.79,185.69,1.55,7.38,7.14,30.5,22.2,14.7,548.28,-3.5212,-3.1131,1.97,2.03,1.83,0.4936,-0.3571,-0.5958,-0.5475,2.0653,2.9404,2.0663,2.0071,28.7128,7.3227,8.5345,8.4746,0.8534,0.4701,0.3986,3.2104,1.3466,1.381,1.3433,6.3505,12.4243,4.1749,4.1418,4.1076,9.7316,1.9095,1.9612,1.9822,1.968,1.9106,1.5163,1.6086,0.0732,0.0588,0.1073,0.0598,0.0916,1.493,1.5711,1.6026,0.3617,0.0592,0.0708,0.0943,0.0558,0.0816,15.8
BENBUU,96.21,216.66,1.91,9.19,8.04,39.5,28.6,18.5,682.47,-2.6188,-1.3511,1.91,2,1.92,0.2353,-0.4607,-0.1802,-0.7167,2.0272,2.7514,3.0241,1.9968,28.884,7.3655,7.0471,8.5471,0.7425,0.5816,0.4436,3.2153,1.4592,1.3885,1.3239,6.4095,12.5565,4.16,4.1894,4.2072,9.7986,1.9446,1.9068,1.9818,1.9808,1.9846,1.3122,1.2042,0.0175,0.0114,0.0292,0.0151,0.0166,1.5404,1.5825,1.6586,0.4094,0.088,0.0617,0.0903,0.0712,0.0983,25.6
BENRAQ,102.54,234.3,2.28,7.2,12.2,45.6,34.7,21.3,686.62,-3.0503,-2.1006,1.95,1.95,1.98,0.4428,-0.3972,-0.7313,-0.6043,2.0722,2.6829,1.9719,2.1225,28.8755,7.3601,8.581,8.457,0.6888,0.6031,0.4658,3.2465,1.2095,1.4738,1.3966,6.3536,12.4323,4.0949,4.1655,4.1719,9.7713,1.978,1.9277,1.9791,1.964,1.9225,1.5325,1.6177,0.077,0.0897,0.081,0.0819,0.0821,1.5581,1.4622,1.6324,0.4432,0.0881,0.0924,0.0673,0.1114,0.084,16.1
BERMYA,83.49,235.39,1.87,6.07,9.83,38.9,25.9,15.3,576.2,-3.3911,-2.9702,2.02,1.96,1.85,0.4252,-0.3273,-0.6926,-0.0708,2.2794,2.9492,1.9667,3.25,28.7767,7.2733,8.5304,7.139,0.8365,0.4518,0.5687,3.218,1.4041,1.4201,1.2089,6.3626,12.5027,4.1747,4.1816,4.1464,9.7096,1.8996,1.9731,1.9764,1.9714,1.8889,1.501,1.5978,0.0843,0.0862,0.0681,0.0957,0.0661,1.2968,1.3607,1.1862,0.092,0.0114,0.0232,0.0244,0.0137,0.0193,27.4
BETFAH,45.93,132.34,1.82,7.41,12.57,20.8,15.4,10.5,632.72,-3.1522,-2.8741,1.84,3.11,1.83,0.2187,-0.4347,-0.4216,-0.8281,1.7905,2.8586,3.0953,1.9016,28.8157,7.341,7.613,8.5247,0.8118,0.6794,0,3.2019,1.5381,1.4107,1.2106,6.5997,12.4422,4.1917,4.1939,4.0566,9.7393,1.8868,1.9711,1.9605,1.9566,1.9643,1.4602,1.4008,0.0102,0.0111,0.0129,0.0095,0.019,1.6439,1.7002,1.4849,0.429,0.0634,0.0939,0.113,0.0527,0.106,35.1
BETJIV,79.85,228.18,1.94,6.31,8.29,38.8,29,16,539.27,-3.2335,-2.4762,2.05,1.98,1.84,0.2432,-0.396,-0.1476,-0.0629,2.1465,2.8956,3.1598,3.0299,28.7881,7.326,7.1519,7.0571,0.826,0.4074,0.559,3.2025,1.3087,1.2699,1.5395,6.4217,12.5627,4.1795,4.2023,4.1809,9.7724,1.9242,1.9534,1.9676,1.9657,1.9614,1.2624,1.1933,0.0206,0.0101,0.0275,0.0118,0.0198,1.281,1.3457,1.147,0.1158,0.0146,0.0319,0.0222,0.0214,0.0256,16
BEWLIY10,76.87,216.42,2.03,6.91,10.62,35.2,27,16.3,629.65,-3.5486,-2.6909,2.47,1.86,1.81,0.3241,-0.4003,-0.5792,-0.0308,2.0614,2.8972,2.0448,3.2476,28.8417,7.3158,8.5113,6.9766,0.8877,0.128,0.7555,3.1956,1.4961,1.4089,1.2248,6.4714,12.4811,4.1888,4.2118,4.0806,9.7234,1.8978,1.9786,1.967,1.9202,1.9598,1.4982,1.4866,0.0765,0.0554,0.0606,0.0623,0.0802,1.326,1.3688,1.0706,0.1186,0.0125,0.0343,0.029,0.016,0.0268,22.9
BEWLUN,81.74,194.98,2.61,6.81,8.36,33.1,23.9,15,584.88,-2.8396,-1.8675,1.97,1.99,1.86,0.1413,-0.4422,-0.4385,-0.1441,2.0735,2.8134,3.0544,3.1707,28.836,7.3671,7.5886,7.0891,0.788,0.5013,0.4569,3.2062,1.3906,1.5284,1.2413,6.4522,12.6098,4.2056,4.1984,4.2058,9.7967,1.9585,1.9372,1.9825,1.9473,1.9713,1.464,1.2374,0.0167,0.007,0.0184,0.0125,0.0088,1.2236,1.4468,1.2113,0.0928,0.0132,0.018,0.0282,0.0121,0.0213,24.6
BEXTUW,77.36,173.99,1.74,7.01,7.2,32.8,22.4,12.5,529.24,-3.1724,-2.2288,1.97,2.15,1.83,0.3854,-0.4192,-0.6754,-0.3429,1.8778,2.8306,2.0619,2.9132,28.6425,7.3783,8.4919,7.6912,0.7975,0.4726,0.2624,3.1968,1.184,1.4525,1.5114,6.398,12.4469,4.04,4.2148,4.1921,9.7697,1.9746,1.9758,1.9394,1.9579,1.922,1.4973,1.5282,0.1007,0.0775,0.0782,0.1116,0.0589,1.2512,1.2995,1.5207,0.0634,0.0193,0.0102,0.0135,0.0174,0.003,14.1
BEYPOL,53.48,200.87,2.39,8.59,6.46,29.2,25.4,17,601.9,-3.0645,-2.1065,2.82,1.87,1.85,0.235,-0.4692,-0.2526,-0.203,1.7788,2.8067,2.9008,3.2613,28.8657,7.3598,7.2678,7.2597,0.8361,0,0.6794,3.2056,1.345,1.3204,1.5254,6.5664,12.4254,4.1201,4.1891,4.1162,9.7732,1.9152,1.9711,1.9553,1.9725,1.9592,1.4343,1.2613,0.0173,0.0128,0.017,0.0144,0.0137,1.3531,1.3316,1.2806,0.0871,0.0135,0.0164,0.0187,0.0137,0.0248,29.5
BICLUW,81.51,218.6,1.66,6.64,6.61,34.5,26.5,13.7,522.95,-2.8852,-2.6892,1.98,2.08,1.86,0.2118,-0.4168,-0.115,-0.1734,2.0464,2.84,3.1451,3.1112,28.8118,7.3531,7.0422,7.1725,0.7766,0.5194,0.3789,3.2085,1.3521,1.4713,1.3106,6.4362,12.544,4.1534,4.1915,4.1991,9.8081,1.9411,1.9409,1.9628,1.9636,1.9996,1.3615,1.1808,0.0285,0.0178,0.0285,0.02,0.0288,1.3585,1.332,1.2036,0.0907,0.0125,0.0222,0.0228,0.0151,0.0181,20.9
BICPAF,62.82,163.52,1.81,4.87,8.05,25.9,19.6,11.7,491.13,-2.9058,-2.3017,1.95,2.22,1.83,0.2798,-0.4444,-0.6935,-0.1514,1.8131,2.8152,2.0316,2.9309,28.8453,7.3732,8.5278,7.2876,0.8215,0.5332,0.2362,3.2006,1.5595,1.4265,1.1817,6.474,12.4504,4.1629,4.1679,4.1197,9.7958,1.8934,1.9785,1.9749,1.9648,1.9842,1.5964,1.6428,0.0672,0.0977,0.0991,0.0667,0.0978,1.3735,1.3407,1.1949,0.0793,0.0107,0.0165,0.0169,0.0114,0.0238,18.8
BIDKAB,74.92,172.46,2.42,8.93,9.31,30.9,25.6,16.1,640.85,-2.8831,-0.4735,3.21,1.83,1.86,0.3219,-0.4719,-0.4683,-0.8154,1.7019,2.7662,2.0916,1.9592,28.8532,7.3343,8.4066,8.6196,0.8063,0,0.6963,3.2115,1.569,1.4007,1.2165,6.5385,12.3873,4.174,4.1691,4.0442,9.7524,1.8433,1.985,1.9861,1.9894,1.9486,1.5298,1.4813,0.0663,0.0379,0.07,0.0395,0.0758,1.5146,1.725,1.6048,0.4375,0.1141,0.093,0.0726,0.0951,0.0628,26.6
BIJFOR,80.73,230.62,3.03,10.11,6.49,41.4,35.4,20.4,678.61,-3.0742,-2.3012,2.14,1.94,1.84,0.2348,-0.405,-0.1388,-0.0726,2.0902,2.8975,3.1924,3.184,28.7755,7.322,7.0799,7.0475,0.8095,0.3373,0.5925,3.1998,1.2985,1.311,1.5217,6.4219,12.5501,4.1568,4.2059,4.1873,9.7932,1.9153,1.966,1.9484,1.9693,1.9942,1.3198,1.1911,0.0235,0.0121,0.0248,0.0132,0.0207,1.3764,1.2215,1.1655,0.1198,0.016,0.0233,0.0312,0.0245,0.0247,14.6
BILSAQ,89.92,191.3,3.62,10.74,14.37,33.9,28.4,19.6,876.19,-3.1323,-2.6049,1.91,2.03,1.84,0.4567,-0.418,-0.6051,-0.5451,2.0412,2.8476,2.1707,2.0137,28.7218,7.35,8.4975,8.4156,0.8311,0.4946,0.3617,3.2017,1.3596,1.2756,1.5067,6.3526,12.4432,4.192,4.0973,4.1539,9.7475,1.9099,1.9577,1.954,1.9533,1.9726,1.4673,1.5457,0.088,0.0725,0.0891,0.0785,0.093,1.4849,1.6098,1.5268,0.4162,0.0886,0.1103,0.0477,0.1263,0.0434,17.7
BIPXUW,86.98,190.26,1.55,8.72,7.07,31.5,23.6,16.2,602.69,-2.5935,-1.7392,1.97,1.99,1.86,0.4173,-0.4308,-0.6908,-0.634,2.0111,2.7959,1.9965,1.9939,28.8036,7.3572,8.518,8.4741,0.7576,0.5176,0.4543,3.2033,1.3074,1.4492,1.3966,6.3829,12.4443,4.1788,4.1368,4.1287,9.7556,1.9537,1.9368,1.9633,1.9522,1.9496,1.5663,1.5412,0.0715,0.0638,0.0969,0.0611,0.0956,1.5518,1.5414,1.6072,0.4084,0.0884,0.0469,0.1172,0.0486,0.1073,16.5
