Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,HOMO_Energy,LUMO_Energy,Lowdin_Charge_Cu,Lowdin_Charge_C,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_C,Atomic_Population_L2,Bond_Order_Cu_L2,Orbital_Charge_C_pz,Orbital_Charge_I_d,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L2_px,Orbital_Charge_L2_dz2,Ea
POFLOM,77.8,0.28,167.95,3.27,-4.7788,-2.9411,0.292,-0.1628,1.3047,1.9099,5.7374,7.5592,0.3427,0.9699,10.1301,6.3371,12.6457,9.7252,1.5241,1.4868,1.6878,0.3983,1.4068,0.0136,4.4
TAJPOJ,79.84,17.34,176.71,1.7,-4.0765,-3.1111,0.4321,-0.1437,1.2876,2.0102,5.8219,8.4016,0.3428,1.0227,10.1347,6.2621,12.5998,9.7059,1.5761,1.423,1.7087,0.4322,1.4598,0.0697,27.1
SECDIQ,85.41,3.37,169.75,2.46,-4.6119,-3.0229,0.3961,-0.1229,1.3285,2.0475,5.8929,8.3641,0.3429,0.9839,10.12,6.2971,12.58,9.7268,1.6444,1.477,1.5193,0.3844,1.4587,0.0456,4.7
WASPOV,85.91,8.17,184.55,1.75,-4.1209,-2.2397,0.3826,-0.1845,1.3068,1.9777,5.8765,8.4272,0.3429,1.0057,10.1504,6.2863,12.572,9.7592,1.5154,1.4496,1.7186,0.4636,1.4433,0.0605,17
ZAYSUN,78.52,2.85,178.74,2.91,-4.0969,-2.3476,0.3813,-0.1777,1.3478,1.938,5.9776,8.398,0.343,1.045,10.1458,6.2962,12.5665,9.756,1.5742,1.457,1.6005,0.4219,1.5359,0.0477,2.6
JASHAN,76.84,4,203.77,3.4,-4.4899,-2.8226,0.3056,-0.1568,1.3251,2.0553,5.9401,6.8903,0.3432,0.9884,10.1357,6.3309,12.6355,9.7279,1.4574,1.4555,1.685,0.3968,1.3878,0.013,7.7
NQXSLA,78.01,3.67,178.3,1.7,-4.9117,-4.0576,0.3003,-0.1227,1.3055,3.1953,5.7761,8.4141,0.3432,1.0049,10.1101,6.331,12.6767,9.692,1.1559,1.3359,1.0117,0.1407,1.4643,0.0567,14
LIZBUR01,93.54,1.98,191.68,2.74,-3.4799,-1.732,0.3884,-0.2107,1.342,1.9464,5.9869,8.3521,0.3433,1.0226,10.1748,6.274,12.5572,9.7804,1.6309,1.4395,1.7086,0.411,1.4982,0.0726,18.2
IPUXIA,83.52,3.11,180.16,1.74,-2.7152,-1.421,0.3463,-0.2033,1.3673,1.7661,5.9177,8.4223,0.3434,1.0415,10.2043,6.3011,12.5754,9.7772,1.7749,1.5171,1.5723,0.4014,1.4549,0.0496,24.1
DETPOH,61.42,1.23,151.81,3.23,-3.566,-1.7063,0.3567,-0.2096,1.3879,1.9334,6.0211,8.5098,0.3439,1.0446,10.1772,6.3102,12.5198,9.8133,1.5492,1.674,1.4893,0.3465,1.5207,0.0542,15
FOYVAQ,61.96,1.17,177.44,2.68,-3.5173,-1.6233,0.3582,-0.2109,1.4017,1.9425,5.9411,8.5443,0.344,1.0299,10.1813,6.3081,12.5216,9.8122,1.5708,1.6653,1.4812,0.3578,1.5325,0.0469,17.1
NILZAM,75.13,4.99,161.15,1.64,-4.534,-2.8414,0.3535,-0.1443,1.3358,2.7803,5.8199,8.3845,0.3442,1.033,10.1278,6.2978,12.5999,9.7487,1.1448,1.3568,0.9985,0.1295,1.5188,0.0508,8.8
NERPUX,80.31,4,185.77,1.63,-4.4645,-3.3025,0.2259,-0.1399,1.3433,2.9321,5.7773,6.9795,0.3443,0.981,10.127,6.3297,12.669,9.7755,1.2595,1.3185,1.2048,0.1164,1.2491,0.0149,29.7
BETCEI,61.69,1.21,152.53,2.54,-3.5425,-1.6428,0.356,-0.2086,1.3905,1.93,6.0088,8.5055,0.3443,1.0429,10.1778,6.3082,12.5197,9.8161,1.5497,1.6753,1.4752,0.3576,1.5087,0.0468,14.7
MECVIB,62.45,1,161.57,1.7,-3.4647,-1.6079,0.2964,-0.2107,1.3586,2.9787,6.0213,8.5087,0.3444,1.0479,10.178,6.3318,12.5513,9.8205,1.343,1.3564,1.2141,0.0789,1.4914,0.0469,19.9
BETYIK,61.72,1.35,152.64,2.05,-3.5905,-1.6546,0.3586,-0.2082,1.3967,1.9333,6.0044,8.5127,0.3448,1.0448,10.177,6.3075,12.5196,9.8144,1.543,1.6832,1.4777,0.3679,1.5122,0.0452,15.3
KIQLAZ,61.5,1.22,152.27,2.56,-3.5287,-1.6089,0.3588,-0.21,1.3878,1.9342,6.0053,8.504,0.3448,1.0387,10.179,6.3111,12.5162,9.8138,1.5595,1.6601,1.4942,0.3567,1.5345,0.0486,15.1
SASZUI,86.67,8.06,176.85,3.07,-3.8436,-1.9234,0.3876,-0.2133,1.3881,2.0022,5.9735,8.4667,0.3449,1.0357,10.1818,6.2845,12.5177,9.8102,1.5372,1.4417,1.6774,0.3791,1.4458,0.0498,10.3
QUCJAC,74.64,5.33,162.22,2.48,-4.5097,-2.7971,0.3556,-0.1455,1.3307,2.7758,5.8345,8.3924,0.345,1.0424,10.129,6.2957,12.6013,9.7473,1.1591,1.3524,0.9867,0.1294,1.4962,0.0582,10.2
LETDIX,81.42,4.59,178.67,2.67,-3.4219,-2.3802,0.3839,-0.2139,1.3472,1.8059,5.9765,8.3726,0.3453,1.0623,10.1774,6.2794,12.5653,9.7715,1.7735,1.4875,1.5923,0.4284,1.4616,0.0573,21.5
YOPHIV,91.63,4.56,189.21,2,-3.2258,-1.9513,0.3815,-0.2174,1.3008,1.6994,6.0899,8.3948,0.3455,1.0309,10.1729,6.2771,12.553,9.7885,1.7367,1.4391,1.6828,0.4995,1.4216,0.0592,22.6
LICLOZ,86.16,8.24,176.56,3.31,-3.8865,-1.9234,0.3875,-0.2102,1.3758,1.9795,5.9854,8.4567,0.3456,1.027,10.1763,6.2856,12.5214,9.8054,1.5177,1.4513,1.6853,0.3838,1.4637,0.0601,10.2
XOLZUV,82.56,1.75,213.35,2.37,-4.8886,-4.2026,0.2933,-0.1154,1.298,3.2524,5.8147,8.4214,0.3456,1.0099,10.1087,6.3322,12.6723,9.7022,1.2,1.4079,1.1861,0.0864,1.4614,0.0569,10.6
DAVBIO,110.77,-6.71,208.5,3.09,-3.3842,-1.7588,0.3068,-0.232,1.2979,2.8978,6.1128,8.3906,0.3457,1.0335,10.179,6.307,12.5909,9.7953,1.4331,1.3171,1.3312,0.0616,1.4728,0.0543,20.1
UCUZUP,82.79,11.47,179.28,1.71,-3.8054,-3.4127,0.3788,-0.2125,1.3656,2.0508,5.9737,8.3734,0.3458,1.0794,10.1655,6.2723,12.5732,9.7757,1.5408,1.445,1.7174,0.4556,1.4687,0.0574,18.3
SENPAD,85.61,4.67,187.21,2.43,-3.4245,-1.5946,0.3959,-0.2198,1.2948,1.8367,6.0649,8.4456,0.3458,1.036,10.1713,6.2766,12.5353,9.7922,1.6671,1.4084,1.6807,0.4675,1.4209,0.0629,20.5
ASOLOL,78.19,12.66,193.46,1.38,-4.4787,-2.8906,0.4047,-0.1414,1.378,2.0137,5.8064,8.3556,0.3461,1.01,10.1364,6.2818,12.5744,9.7391,1.5626,1.474,1.6036,0.3546,1.4209,0.0728,10.5
VOXHOF,61.58,1.05,152.4,1.76,-3.5064,-1.6077,0.3524,-0.2093,1.399,1.9577,6.006,8.5188,0.3461,1.0449,10.18,6.3105,12.5229,9.8141,1.5475,1.6766,1.4929,0.3308,1.5315,0.0447,16.3
DEZLOJ,93.76,4.27,201.08,2.76,-3.6083,-3.3396,0.4089,-0.1971,1.3363,1.8328,5.9226,8.4129,0.3462,1.0104,10.1762,6.2766,12.5926,9.7218,1.7547,1.418,1.6522,0.4231,1.4902,0.0869,24.4
HIFZUR,76.71,6.47,188.79,1.6,-4.4297,-2.768,0.4041,-0.1438,1.3116,1.9973,5.8246,8.4452,0.3464,1.0115,10.1253,6.2834,12.5825,9.73,1.5037,1.4722,1.7079,0.3943,1.4442,0.0611,7.8
JESYIS,61.9,1.21,152.74,2.65,-3.5845,-1.6608,0.3556,-0.2076,1.3983,1.9593,6.0083,8.51,0.3465,1.0474,10.1767,6.3061,12.5202,9.8181,1.557,1.6481,1.5014,0.3521,1.5417,0.047,14.9
JEDVAP,83.14,14.26,186.87,2.02,-3.5642,-1.7736,0.3844,-0.2175,1.3575,1.9421,6.0041,8.41,0.3465,1.0711,10.173,6.2789,12.5362,9.8004,1.5644,1.4356,1.7354,0.4307,1.4524,0.0552,17.5
LANYII,61.85,1.55,152.96,2.42,-3.6451,-2.2076,0.3586,-0.2096,1.403,1.9525,6.0146,8.5085,0.3466,1.0566,10.1754,6.3047,12.5231,9.8136,1.5424,1.6791,1.4837,0.3605,1.5158,0.0465,14.2
QISFAB,83.51,-0.69,206.58,1.7,-3.6564,-2.6697,0.2206,-0.2238,1.3604,3.1292,6.0251,6.9611,0.3466,1.0316,10.1739,6.3292,12.6208,9.8294,1.3278,1.3555,1.1655,0.0947,1.313,0.0152,20.1
MILCAO,80.19,17.15,176.23,1.52,-3.9864,-3.111,0.4273,-0.159,1.2928,2.006,5.8417,8.4058,0.3468,1.0337,10.1413,6.2629,12.5968,9.713,1.5731,1.4313,1.7121,0.434,1.4679,0.07,26.5
OLIJAU,74.29,8.83,189.28,2.29,-4.419,-2.8685,0.3577,-0.1528,1.3105,3.0151,5.8413,8.3748,0.3469,1.0036,10.127,6.2962,12.5949,9.7512,1.3531,1.2633,1.2423,0.0874,1.4942,0.0594,24
INOGEX,61.4,1.16,151.86,2.39,-3.5432,-1.6186,0.3559,-0.2098,1.3926,1.9061,6.0076,8.518,0.3469,1.0599,10.1787,6.3115,12.518,9.8145,1.544,1.6843,1.4882,0.357,1.5062,0.0482,15.1
SIQTIX,80.82,2.49,195.11,2.56,-3.5947,-1.5877,0.3341,-0.2247,1.3503,2.0434,6.0314,7.2447,0.3471,1.0354,10.1794,6.3002,12.5437,9.8221,1.5213,1.4748,1.674,0.4221,1.2852,0.0171,16.8
PILYAM,83.81,15.55,178.31,1.7,-3.73,-2.0195,0.3696,-0.214,1.3933,2.0398,5.9707,8.4379,0.3471,1.0629,10.1694,6.2829,12.5423,9.8051,1.5211,1.4452,1.7243,0.417,1.4672,0.0619,22.6
WIXXOR,61.51,1.12,152.03,2.47,-3.5638,-1.6382,0.3526,-0.21,1.404,1.9346,6.0021,8.515,0.3472,1.0265,10.1795,6.3118,12.5191,9.8165,1.5629,1.6554,1.4969,0.3599,1.5597,0.047,15.4
LUTMIY,61.5,1.06,152.1,2.25,-3.535,-1.6154,0.3572,-0.2104,1.3956,1.9231,5.9987,8.5056,0.3473,1.0607,10.1794,6.3099,12.5177,9.8152,1.541,1.6852,1.4841,0.3691,1.5059,0.0455,15.4
PPIMTZ,77.04,5.52,163.77,1.76,-4.2688,-3.0241,0.3902,-0.1582,1.3616,2.0397,5.8836,8.4083,0.3474,1.0056,10.1462,6.2803,12.5675,9.762,1.4762,1.4711,1.6857,0.3717,1.5065,0.0528,0.3
FEMMIU,32.92,-5.26,181.06,2.63,-3.2287,-2.0344,0.3498,-0.1876,1.3509,4.3423,5.8522,5.3415,0.3474,1.093,10.1795,6.3009,12.6021,9.7472,0.9142,0.8809,0.9677,0.2204,1.0076,0.0326,46.7
HAXVAF,62.14,1.39,153.69,1.7,-3.5584,-2.038,0.3587,-0.2089,1.3941,1.9353,6.0091,8.5147,0.3474,1.053,10.1775,6.3064,12.5267,9.8083,1.5415,1.6904,1.4826,0.3365,1.5087,0.0461,15.5
PENQUV,61.65,1.39,151.67,1.93,-3.6837,-1.8142,0.3619,-0.2093,1.4028,1.9295,6.0225,8.5282,0.3475,1.0563,10.1733,6.3022,12.5149,9.8209,1.5534,1.6583,1.4774,0.3577,1.5101,0.0445,14.7
LONTUE,83.82,11.03,214.16,1.46,-3.3614,-2.0465,0.4292,-0.1978,1.4265,1.977,5.9635,8.3724,0.3476,1.1067,10.2033,6.2403,12.5278,9.8027,1.5008,1.4292,1.7772,0.4125,1.4444,0.0529,46.2
QAJPAV,61.93,1.33,153.25,2.16,-3.6069,-2.3484,0.3584,-0.2092,1.3943,1.9401,5.9973,8.5175,0.3478,1.0408,10.177,6.3076,12.5227,9.8113,1.5521,1.6778,1.4812,0.352,1.5184,0.0454,15.1
HAMQUI,96.12,-1.09,184.27,3.5,-4.3996,-2.7241,0.3885,-0.1586,1.3343,1.908,5.861,8.3623,0.3479,1.0056,10.1336,6.3053,12.5787,9.7276,1.5836,1.5034,1.6219,0.4229,1.4522,0.052,6.6
FAXWIL,80.17,13.7,173.52,2.03,-3.6525,-1.7582,0.3836,-0.2068,1.3515,1.8882,5.97,8.3867,0.3481,1.0278,10.1717,6.2852,12.5338,9.7974,1.5232,1.5198,1.6894,0.4584,1.4502,0.0614,13.8
JURVAT,61.46,1.11,152.11,2.04,-3.5217,-1.5979,0.3579,-0.2105,1.3866,1.9081,6.0033,8.5185,0.3481,1.06,10.1792,6.3115,12.5177,9.8128,1.5444,1.6821,1.4933,0.3471,1.5052,0.0516,15.4
IXIYUL,74.9,8.4,173.51,1.44,-4.6633,-3.8269,0.4075,-0.1047,1.3496,1.9899,5.7133,8.3729,0.3483,1.0117,10.1173,6.2792,12.6074,9.7059,1.5552,1.4816,1.584,0.4119,1.4442,0.074,12.4
CESRID,61.27,1.59,160.44,2.66,-3.13,-1.4845,0.3596,-0.2263,1.3064,2.7202,6.099,8.4775,0.3486,1.0388,10.1778,6.2824,12.5094,9.8486,1.3191,1.3624,1.2143,0.0783,1.5126,0.0595,29
ENDIAC10,61.61,1.04,152.46,2.18,-3.5104,-1.5949,0.3544,-0.2112,1.404,1.9349,5.9957,8.5209,0.3486,1.0819,10.1827,6.3106,12.5212,9.8139,1.5527,1.6284,1.5397,0.3386,1.5665,0.074,15.6
SEMTIN,75.83,4.13,163.88,3.44,-4.3038,-2.7725,0.3443,-0.15,1.3183,2.9358,5.8361,8.4014,0.3487,0.9851,10.1332,6.2942,12.6026,9.7589,1.1585,1.3933,1.1692,0.1229,1.4692,0.0559,23.8
OTCHCX,61.45,1.11,151.89,1.7,-3.5525,-1.6267,0.3553,-0.2097,1.3956,1.9135,6.0121,8.5036,0.3488,1.0596,10.1782,6.3092,12.5203,9.8152,1.5374,1.6863,1.4809,0.3561,1.503,0.0446,16.2
SOBSOS,87.37,10.46,183.23,1.7,-3.6749,-2.1638,0.3866,-0.2031,1.3622,1.9932,5.8871,8.5982,0.3488,1.0179,10.1724,6.2761,12.558,9.7792,1.5833,1.444,1.7155,0.4112,1.4669,0.0703,13.1
BEGPIO,61.59,1.14,152.34,3.14,-3.5651,-1.6258,0.3582,-0.2098,1.394,1.9437,6.0064,8.5316,0.349,1.0602,10.1771,6.3059,12.5188,9.8172,1.5368,1.6765,1.4893,0.3508,1.5137,0.0494,15.3
REDBEH,61.51,1.07,152.03,1.98,-3.5175,-1.6244,0.3522,-0.2083,1.3994,1.9601,6.0264,8.5073,0.349,1.1333,10.1791,6.31,12.5234,9.8145,1.489,1.698,1.5287,0.3297,1.4734,0.0644,16.6
TEVGEG,78.35,16.91,179.42,1.83,-3.9007,-2.8634,0.43,-0.1702,1.2954,1.9649,5.8596,8.4188,0.349,1.0302,10.1464,6.2587,12.587,9.7244,1.548,1.4231,1.7168,0.4308,1.4812,0.0669,26
FIKFOU,74.71,14.96,190.73,3.39,-4.2116,-2.4445,0.4087,-0.1513,1.3627,1.8855,5.8252,8.2997,0.3492,1.0472,10.1559,6.2805,12.5645,9.7462,1.4792,1.4546,1.6422,0.3766,1.4454,0.0576,12.8
NOLPOW,79.2,2.82,187.02,2.39,-4.1248,-2.5777,0.3492,-0.159,1.3085,3.0365,5.7048,8.4226,0.3492,1.0275,10.1379,6.2923,12.6047,9.7537,1.324,1.3501,1.2283,0.0857,1.4995,0.049,29.6
XIQBEF,61.63,1.1,152.52,2.79,-3.4943,-1.6148,0.3511,-0.209,1.3895,1.9491,6.0127,8.5255,0.3493,1.0425,10.1793,6.3129,12.5234,9.8126,1.5643,1.6133,1.545,0.3343,1.6022,0.0481,14.5
VOCSOX,86.45,5.77,184.48,3.96,-4.2478,-2.4805,0.3964,-0.1616,1.345,1.947,5.839,8.4836,0.3494,1.0202,10.1463,6.2955,12.5774,9.7307,1.577,1.4698,1.6397,0.4063,1.4456,0.0655,11.7
NIQPIN,77.61,0.18,168.11,1.91,-4.6069,-2.7984,0.2904,-0.1674,1.3092,1.9696,5.7782,7.5533,0.3494,1.0393,10.1353,6.334,12.6473,9.7282,1.5303,1.4617,1.7132,0.3826,1.4645,0.0188,5.5
HEKWAV01,80.18,13.67,173.63,1.82,-3.6554,-1.8029,0.3846,-0.2069,1.35,1.8942,5.9751,8.3877,0.3494,1.0297,10.1712,6.2849,12.5336,9.7969,1.5121,1.5291,1.6883,0.4576,1.4485,0.0662,14.2
OGOHUP,61.27,1.48,151.65,2.83,-3.4641,-1.5147,0.3651,-0.2136,1.4229,1.9318,5.9791,8.5132,0.3495,1.0366,10.1898,6.3093,12.5158,9.8098,1.5365,1.6813,1.4828,0.3669,1.5066,0.054,14.8
VITPAR,60.51,1.62,148.92,2.06,-3.728,-2.2072,0.4011,-0.1782,1.3306,1.9697,5.8726,8.5218,0.3496,1.0156,10.1515,6.275,12.5631,9.7608,1.5559,1.6127,1.5018,0.3327,1.588,0.0658,31.3
UBEZIK,79.93,16.99,175.39,1.7,-3.1883,-2.4877,0.4253,-0.222,1.3503,1.9836,6.0677,8.3869,0.3497,1.0796,10.1747,6.2465,12.5167,9.8115,1.5544,1.4438,1.7304,0.409,1.4701,0.0639,29
PECZEE,77.61,0.24,168.06,1.9,-4.6051,-2.7891,0.29,-0.1684,1.3102,1.9758,5.7747,7.5543,0.3498,1.0401,10.136,6.334,12.6465,9.7295,1.5341,1.4618,1.7094,0.3813,1.4721,0.0194,5
NOQZOJ,77.52,2.03,210.25,2.44,-4.3491,-2.6139,0.2855,-0.1734,1.3335,3.2048,5.9628,8.4645,0.3498,0.9935,10.1447,6.3283,12.6469,9.7393,1.2245,1.3185,1.2068,0.118,1.4712,0.0644,16.1
ZOLWEE,98.09,1.18,195.02,3.25,-3.5138,-2.3634,0.3999,-0.2174,1.3207,1.6903,6.0522,8.4026,0.3499,1.0283,10.1723,6.2689,12.5622,9.769,1.788,1.3895,1.6532,0.4827,1.4695,0.0535,22.9
MALXOQ,61.93,1.51,153.04,2.15,-3.6467,-2.0358,0.3571,-0.2077,1.4038,1.9448,6.0081,8.5088,0.3501,1.0583,10.1756,6.3047,12.5254,9.8128,1.5362,1.6838,1.481,0.3481,1.5107,0.0461,15.2
XABQIB,84.06,12.84,181.34,1.44,-3.6876,-1.9316,0.3871,-0.2015,1.3605,1.9456,5.9575,8.4054,0.3501,1.0211,10.1777,6.2777,12.5602,9.775,1.5639,1.4582,1.7276,0.4128,1.4994,0.0614,17.4
ICUWIO,61.89,0.95,152.84,2.57,-3.4715,-1.6088,0.3472,-0.2099,1.4067,1.9519,6.0184,8.53,0.3503,1.0491,10.1809,6.3111,12.5243,9.8174,1.5559,1.6858,1.4801,0.3321,1.5142,0.0449,16.5
PEFFOX,62.15,1.13,156.03,1.82,-3.5885,-2.4033,0.3504,-0.2087,1.411,1.9491,5.9881,8.511,0.3504,1.0714,10.1794,6.309,12.5256,9.815,1.5397,1.6841,1.4854,0.3477,1.5063,0.0479,15.1
EKARIT,86.31,7.57,173.84,3.43,-4.3457,-2.6771,0.3976,-0.1418,1.3318,2.0101,5.8758,8.4155,0.3507,0.9933,10.1362,6.2845,12.5781,9.7398,1.5162,1.4841,1.6189,0.3911,1.4623,0.0503,10.8
CECHEY,61.88,1.24,152.9,2.45,-3.5822,-1.6366,0.3587,-0.2087,1.3982,1.9239,6.0042,8.5213,0.3507,1.0501,10.1774,6.3068,12.521,9.8135,1.543,1.6831,1.4812,0.3556,1.5088,0.0461,15.7
AGIRAM,74.11,4.35,165.35,2.52,-4.4256,-2.6245,0.3125,-0.1846,1.3483,1.9232,5.8391,7.7496,0.3509,1.022,10.1431,6.3308,12.6102,9.7464,1.505,1.4571,1.7013,0.3922,1.3708,0.0074,6.7
DMHBZA,61.8,1.09,152.85,2.19,-3.493,-1.6187,0.3542,-0.2093,1.3934,1.9392,6.0209,8.4862,0.3509,1.0711,10.1786,6.3095,12.5208,9.8154,1.5323,1.6851,1.4941,0.3415,1.5008,0.0505,15.4
QOGBOD,72.05,16.25,214.14,2.51,-3.414,-3.7451,0.255,-0.1416,1.3282,2.7324,5.7784,7.0603,0.351,0.9916,10.1379,6.318,12.6562,9.7707,1.1369,1.2069,1.4452,0.1129,1.2509,0.0289,111
TIHLIG,61.96,1.5,153.3,1.74,-3.6301,-2.4286,0.3637,-0.2091,1.3922,1.9414,6.0074,8.5153,0.3511,1.0483,10.1758,6.3036,12.5246,9.8081,1.5421,1.6821,1.4819,0.3514,1.5145,0.0457,14.5
RICNIC,82.76,3.7,184.66,1.9,-3.4267,-2.1363,0.3044,-0.1957,1.3006,1.9449,5.9063,6.9661,0.3511,1.029,10.1594,6.2939,12.6467,9.755,1.6255,1.4451,1.7349,0.4136,1.4021,0.0089,28.8
PAZPUC,61.62,1.12,152.54,2.04,-3.489,-1.5968,0.3562,-0.2101,1.3895,1.9445,5.9928,8.5167,0.3514,1.0359,10.1806,6.3127,12.5205,9.8106,1.5623,1.6441,1.5115,0.3419,1.5647,0.0451,15.6
MIHWEG,84.07,4.97,173.64,4.42,-4.6048,-2.7893,0.387,-0.1678,1.3609,2.007,5.8099,8.3944,0.3516,0.9885,10.1347,6.305,12.569,9.739,1.4769,1.4538,1.645,0.3495,1.4297,0.0708,6.6
XABPEZ,88.81,-1.83,178.94,2.8,-4.6243,-2.8435,0.2951,-0.1675,1.315,1.9885,5.8581,6.9745,0.3517,0.9962,10.1342,6.3219,12.6321,9.7509,1.4853,1.4825,1.6934,0.4075,1.433,0.0082,31.4
PUSZIN,79.56,4.19,165.24,4.06,-4.2316,-2.5768,0.3895,-0.1582,1.3487,2.0314,5.916,8.4264,0.3519,0.9952,10.1435,6.2831,12.5644,9.763,1.4701,1.4866,1.6906,0.3538,1.5306,0.0504,17.6
MAWLAX,77.61,3.33,167.5,2.1,-4.2069,-2.405,0.3858,-0.1816,1.3398,1.9848,5.9607,8.4465,0.3519,1.0097,10.1503,6.2962,12.5567,9.7612,1.5182,1.456,1.6962,0.3766,1.5249,0.0514,12.2
XEXMUI,61.63,1.28,152.39,2.29,-3.4722,-1.6286,0.3511,-0.2073,1.3943,1.9265,6.0015,8.5165,0.352,1.0453,10.1803,6.3135,12.5239,9.8115,1.5449,1.6694,1.4892,0.3528,1.5229,0.0496,16.5
UPAHEA,89.46,6.28,186.44,3.59,-3.5706,-1.7428,0.395,-0.2118,1.3179,1.9453,6.0045,8.3827,0.352,1.0362,10.1689,6.2744,12.5509,9.7798,1.6252,1.4386,1.7081,0.4157,1.4839,0.051,18.2
VOHZUP,80.33,17.39,176.42,1.86,-4.0127,-3.1279,0.4301,-0.154,1.2887,1.9946,5.8255,8.4127,0.352,1.0342,10.1389,6.2626,12.5983,9.709,1.5751,1.4299,1.712,0.4333,1.4745,0.0685,27.3
NUBKEA,83.26,1.78,189.65,2.52,-3.6802,-3.2331,0.3073,-0.2151,1.3414,1.9684,5.8854,6.9864,0.352,1.0923,10.1721,6.2861,12.6234,9.7832,1.6133,1.5222,1.629,0.4606,1.3248,0.0089,18
GEQXIM,79.66,4.48,165.29,4.08,-4.1092,-2.5339,0.3903,-0.1649,1.355,2.0163,5.9178,8.4822,0.3523,1.0014,10.1465,6.2811,12.5573,9.7713,1.4946,1.4809,1.6789,0.3449,1.5267,0.0508,2.3
ZALYOA,61.74,1.2,152.7,2.51,-3.5357,-1.6225,0.3601,-0.2094,1.3996,1.9586,6.0107,8.4807,0.3523,1.0346,10.1789,6.3054,12.5198,9.8148,1.5584,1.6538,1.4983,0.334,1.5453,0.0545,16.4
TUPNOI01,61.78,1.37,152.68,3.43,-3.6075,-2.3597,0.3644,-0.2096,1.3914,1.9348,6.0269,8.5162,0.3524,1.0677,10.176,6.3023,12.5212,9.8122,1.5339,1.6791,1.4946,0.3483,1.5205,0.0483,15.8
FOGDOW,77.09,3.19,165.61,1.7,-4.4165,-2.7509,0.3447,-0.1489,1.323,2.889,5.825,8.39,0.3528,1.0071,10.1294,6.2955,12.6055,9.7543,1.1743,1.3517,1.1942,0.1234,1.4924,0.0481,27
JUGQUZ,85.5,3.01,176.33,2.78,-4.3226,-3.0933,0.4001,-0.1474,1.3267,1.9977,5.9167,8.3639,0.3528,0.9868,10.1351,6.2869,12.5688,9.7442,1.6638,1.4573,1.5484,0.4032,1.4503,0.0564,8
ROPZUU,61.53,1.11,152.22,1.7,-3.4825,-1.5878,0.3583,-0.211,1.3808,1.9467,6.0162,8.5245,0.3528,1.0258,10.1788,6.3111,12.5177,9.813,1.5585,1.6798,1.4842,0.3333,1.5259,0.0473,15.5
CUFWOP,61.99,1.44,153.37,1.7,-3.6279,-2.3939,0.3624,-0.2094,1.3935,1.9408,6.0089,8.5131,0.3528,1.0491,10.1759,6.3035,12.5246,9.8094,1.5448,1.6765,1.4859,0.351,1.5223,0.0459,15.3
FRANAC03,61.92,1.28,152.79,1.66,-3.5884,-1.6442,0.3576,-0.208,1.3997,1.9236,6.0081,8.52,0.3528,1.0494,10.1775,6.3077,12.5207,9.814,1.5554,1.6773,1.4767,0.3376,1.5032,0.0437,15.2
FIPLUO,82.53,-1.36,191.37,2.07,-4.5059,-2.7475,0.1904,-0.1901,1.3024,2.84,5.9121,6.9569,0.3528,0.9982,10.1402,6.3381,12.715,9.7564,1.424,1.3783,1.0815,0.098,1.376,0.0119,9.2
VICVOS,76.86,1.55,174.65,2.37,-4.9055,-3.0747,0.2945,-0.1564,1.306,1.9305,5.7738,7.2815,0.3529,0.9909,10.1255,6.3462,12.6418,9.7175,1.5037,1.4661,1.7083,0.3695,1.4082,0.0229,-13.8
XUVGUS,77.34,0.6,177.54,2.48,-4.6797,-2.8776,0.2914,-0.1609,1.2999,1.9526,5.7917,7.581,0.3529,0.986,10.1338,6.3332,12.6516,9.7239,1.5281,1.4671,1.7047,0.4142,1.3823,0.0121,5.9
HUMMEH,78.94,4.47,163.27,2.45,-4.1713,-2.4908,0.392,-0.157,1.3343,2.0049,5.9035,8.425,0.353,1.0039,10.1434,6.2868,12.5618,9.7594,1.513,1.4844,1.6794,0.3357,1.5441,0.0481,4.3
SECNIX,61.59,1.22,152.31,2.01,-3.4727,-1.596,0.3533,-0.2103,1.392,1.9191,6.0118,8.5044,0.3531,1.0612,10.1787,6.3106,12.5218,9.8143,1.5462,1.6819,1.4941,0.347,1.5121,0.0503,15
MIXYAU,79.55,16.53,174.95,1.4,-3.244,-1.6552,0.4275,-0.2219,1.3385,1.9721,6.0968,8.3866,0.3531,1.0626,10.1728,6.2441,12.5181,9.8103,1.5762,1.4548,1.6984,0.4094,1.4972,0.0671,28.1
WAXPIW,77.72,0.42,168.47,2.06,-4.6645,-2.8348,0.2904,-0.1654,1.3039,1.9826,5.7575,7.5675,0.3532,0.9957,10.1339,6.332,12.6488,9.7288,1.5391,1.4585,1.7204,0.4183,1.4204,0.0129,5.9
SIZCOT,88.89,5.82,183.91,3.19,-3.4684,-1.7324,0.3635,-0.2095,1.3443,1.8508,5.9419,8.3952,0.3532,1.0468,10.1725,6.2797,12.5528,9.8041,1.6748,1.4107,1.6768,0.4267,1.447,0.0631,17.6
