Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu_L1,Cu_L2,D_Cu_L1,D_Cu_L2,Cu_I,Cu_I_C,I_C_Cu,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFreq,Ea
TEGTAD,62.16,1.08,153.8,2.92,8.75,13.79,23.8,14,9.7,871.62,-3.5422,-1.8233,2.16,2.08,-0.08,-0.01,2.59,57.87,69.91,0.3553,-0.2088,0.2604,-0.5993,-0.5965,2.4772,3.857,1.3982,1.8871,1.9339,29.0186,6.0101,25.1186,8.5217,8.5308,0.576,0.3711,0.4651,2.9244,1.0341,1.0452,1.1135,3.3961,3.7017,3.76,10.1782,2.0537,2.0416,2.0233,2.0464,2.0132,6.3055,12.5255,4.2377,4.1739,4.1139,9.8137,1.9782,1.9727,1.9683,1.9378,1.9567,1.5456,1.5226,1.6429,0.3503,0.0493,0.046,1.5559,1.6736,1.4838,0.3505,0.0583,0.0447,-115.11,15.8
RENVOY,61.76,1.18,153.14,2,7.85,9.91,23.7,15.7,11.3,651.14,-3.5943,-1.6335,2.15,2.1,-0.08,-0.01,2.6,57.12,70.53,0.3599,-0.2086,0.261,-0.6124,-0.638,2.4889,3.8538,1.3876,1.9395,1.9261,29.0353,6.0102,25.1186,8.5336,8.6009,0.561,0.3893,0.4653,2.924,1.0514,1.0408,1.1007,3.5619,3.6651,3.6312,10.1765,2.042,2.0417,2.0379,2.0371,2.0178,6.3049,12.5229,4.2346,4.1713,4.117,9.8123,1.9651,1.981,1.9766,1.9456,1.944,1.5678,1.495,1.6504,0.3637,0.0504,0.0473,1.5636,1.6842,1.4764,0.3798,0.0657,0.0508,-128.86,15.4
JEHFIL,62.32,1.32,154.46,2,7.52,16.7,23.8,13.9,8.2,865.41,-3.5344,-2.0896,2.14,2.08,-0.09,0,2.6,57.38,70.39,0.3587,-0.2102,0.2577,-0.6019,-0.6195,2.5186,3.838,1.3896,1.9078,1.9278,29.0191,6.003,25.1231,8.5287,8.5467,0.5616,0.4052,0.4657,2.9243,1.04,1.0439,1.1102,3.5218,3.6433,3.6951,10.1786,2.049,2.0403,2.0333,2.0405,2.0155,6.3052,12.5299,4.2305,4.1819,4.1176,9.8063,1.9509,1.974,1.9767,1.9528,1.9519,1.5468,1.5106,1.6586,0.3424,0.048,0.0455,1.565,1.679,1.4784,0.3621,0.0607,0.0487,-130.25,15.6
QEYQIX,61.11,1.75,151.08,2.64,6.29,10.12,23.5,15.4,11.6,648.36,-2.9252,-1.4472,2.22,2.08,-0.13,0,2.67,55.9,73.25,0.3968,-0.2191,0.2411,-0.6469,-0.5825,2.5056,3.9136,1.3248,1.8736,1.9456,29.0293,6.0701,25.1496,8.5417,8.5421,0.476,0.3025,0.4659,2.9224,1.0297,1.0477,1.1268,3.3972,3.6459,3.8303,10.1827,2.069,2.033,2.0204,2.0482,2.0121,6.2743,12.4907,4.1957,4.1708,4.1242,9.8382,1.9537,1.9739,1.9803,1.9682,1.9621,1.5678,1.518,1.6354,0.3861,0.064,0.0497,1.5539,1.6841,1.4806,0.3293,0.0616,0.0455,-122.8,25.5
LIBNUH,96.44,2.91,200.22,1.8,10.99,13.14,32.7,21.5,12.4,777.3,-2.3933,-1.4833,1.9,2.01,-0.03,-0.1,2.64,58.45,70.9,0.2552,-0.2326,0.2134,-0.3608,-0.7145,2.8554,3.6722,1.3018,3.0899,1.9624,29.0799,5.9307,25.205,7.2435,8.45,0.4707,0.7651,0.4671,2.9306,1.1234,1.0362,1.0511,3.7513,3.7741,3.3605,10.2035,2.0278,2.0447,2.0466,2.0276,2.0567,6.329,12.645,4.2282,4.1607,4.2562,9.7708,1.9733,1.949,1.8931,1.9834,1.9719,1.1817,1.3514,1.4378,0.0627,0.0046,0.0093,1.5698,1.4584,1.7333,0.4188,0.0359,0.0588,-152.62,4.3
XOXGOG,108.64,5.12,196.2,3.23,8.23,9.62,34.1,26,18.1,694.04,-4.4964,-3.5211,2.46,2,-0.49,-0.05,2.52,46.98,68.05,0.3869,-0.1435,0.1514,-0.5189,-0.5043,2.8758,3.9154,1.3593,2.0679,2.1729,29.1036,5.9426,25.085,8.3753,8.3663,0.7812,0.128,0.4677,2.9173,0.9841,1.0206,1.1307,3.2493,3.7999,3.9052,10.1217,2.0471,2.0223,2.0068,2.0385,2.007,6.3205,12.584,4.284,4.1771,4.1229,9.7086,1.9919,1.9776,1.9424,1.847,1.9498,1.4722,1.49,1.6474,0.3748,0.0336,0.0508,1.4366,1.4541,1.6811,0.4418,0.045,0.0741,-157.44,4.3
UFALOF,61.07,2.43,150.72,1.7,5.26,10.97,23.4,13.1,7.9,585.08,-3.1639,-2.1757,2.26,2.07,-0.18,0.01,2.62,56.11,71.98,0.3889,-0.2141,0.2489,-0.5712,-0.5324,2.5478,3.8766,1.3646,1.8926,1.9417,29.0398,6.0297,25.129,8.5053,8.5205,0.5406,0.2848,0.468,2.9216,1.0466,1.0412,1.1124,3.5163,3.6793,3.6726,10.1791,2.0505,2.0403,2.0344,2.0378,2.016,6.2735,12.5012,4.198,4.1695,4.1338,9.8364,1.9607,2.0034,1.9815,1.95,1.9408,1.553,1.5202,1.6245,0.3311,0.0481,0.0467,1.5297,1.6668,1.4829,0.3265,0.0663,0.0475,-140.69,22.1
ROTREZ,90.12,9.57,202.75,2.41,8.02,8.54,36.4,27.8,16.4,630.34,-3.6913,-1.8886,2.04,2.06,-0.15,-0.14,2.63,51.6,73.77,0.2993,-0.1971,0.1825,-0.7133,-0.137,2.863,3.805,1.3263,1.887,3.1064,29.0752,5.8998,25.1643,8.4868,7.1269,0.549,0.4904,0.4684,2.9224,1.088,1.0414,1.0526,3.6836,3.7688,3.4682,10.1685,2.0281,2.0425,2.0463,2.0246,2.027,6.297,12.6255,4.244,4.2112,4.1704,9.7782,1.9742,1.9933,1.9842,1.9372,1.8893,1.5461,1.5185,1.6916,0.432,0.0781,0.0826,1.2568,1.3597,1.2745,0.0878,0.0158,0.0167,-93.65,16.5
DONNIF,61.19,1.96,151.15,1.87,5.31,9.36,23.4,14.6,9.4,588.21,-3.0561,-1.8175,2.23,2.08,-0.15,0.01,2.64,56.55,72.04,0.3898,-0.2161,0.2499,-0.59,-0.6092,2.5092,3.8821,1.3556,1.9325,1.9324,29.0254,6.0384,25.1312,8.512,8.5771,0.5156,0.2975,0.4685,2.9221,1.0455,1.0408,1.1155,3.5246,3.6585,3.6846,10.1798,2.0518,2.0389,2.0347,2.0382,2.0162,6.2742,12.4959,4.1954,4.1665,4.134,9.8401,1.9577,2.0015,1.9825,1.9536,1.9448,1.5563,1.513,1.636,0.3443,0.0487,0.0468,1.5491,1.6858,1.4819,0.3612,0.0669,0.0506,-118.24,21.9
ALETOC,62.09,1.41,153.65,1.7,4.4,17.74,23.7,14,8.3,771.17,-3.5586,-2.724,2.17,2.07,-0.1,0,2.6,57.03,70.59,0.3682,-0.2105,0.2566,-0.5922,-0.5913,2.5034,3.8739,1.3878,1.8902,1.9349,29.007,6.0149,25.1218,8.5177,8.5287,0.5664,0.3613,0.4687,2.9239,1.0478,1.0515,1.0953,3.5697,3.6844,3.6083,10.1767,2.0411,2.0427,2.038,2.0374,2.0175,6.302,12.5221,4.2274,4.1814,4.1133,9.8077,1.9511,1.9765,1.9819,1.9527,1.9455,1.5473,1.5385,1.6218,0.3454,0.0513,0.0458,1.5472,1.6627,1.4992,0.3506,0.061,0.0467,-146.45,17.7
LEQVEI,89.52,6.91,186.14,1.52,8.76,5.77,34.7,27.9,18.2,631.18,-2.7716,-1.4789,2.09,2.01,-0.15,0.07,2.49,60.4,64.35,0.3525,-0.1678,0.1548,-0.6107,-0.5787,2.8501,3.7124,1.3473,1.8608,1.9739,29.023,5.8989,25.2439,8.3907,8.3909,0.7064,0.3935,0.469,2.9322,1.1006,1.0153,1.0314,3.7854,3.7535,3.4019,10.1961,2.0289,2.0456,2.0387,2.0215,2.0613,6.2971,12.5905,4.2221,4.1867,4.1817,9.7599,1.9581,2.0011,1.862,1.9581,1.9807,1.6857,1.4656,1.5503,0.3941,0.0463,0.0753,1.588,1.4267,1.6769,0.382,0.036,0.0551,-212.44,36
ZIZDIX,78.51,4.47,190.91,1.9,6.89,6.68,32.9,24.9,13.4,570.64,-4.5976,-3.2787,2.25,2.04,-0.29,-0.03,2.54,47.41,69.73,0.2231,-0.1723,0.1025,-0.0392,-0.1458,2.9312,3.8766,1.318,3.0054,2.9795,29.0606,5.8959,25.1088,7.0147,7.1395,0.6794,0.2824,0.4694,2.922,0.9831,1.0526,1.1233,3.2621,3.8432,3.8834,10.1373,2.0485,2.0279,2.0107,2.0431,2.0072,6.3613,12.671,4.2914,4.2341,4.1456,9.7446,2.0135,1.998,1.9493,1.8491,1.9348,1.2468,1.2671,1.2037,0.1231,0.0227,0.0134,1.455,1.3001,1.0982,0.1054,0.0197,0.0111,-151.2,26.6
MOJFID,83.08,1.23,175.1,1.41,15.54,9.04,27.9,18.4,13,796.23,-4.5494,-3.7461,2.28,1.98,-0.35,0.17,2.53,47.04,70.44,0.383,-0.1725,0.1586,-0.4884,-0.5273,2.8862,3.8004,1.3484,2.0807,2.17,29.0698,5.8404,25.0964,8.3841,8.3776,0.7328,0.2267,0.4699,2.9155,1.0068,1.0382,1.1185,3.3236,3.8092,3.8148,10.1327,2.0418,2.0282,2.0141,2.0398,2.0087,6.2987,12.5927,4.2502,4.2205,4.1219,9.7256,1.9869,1.9822,1.9914,1.8692,1.896,1.3787,1.4863,1.7318,0.3504,0.033,0.0474,1.4583,1.5723,1.5761,0.4185,0.056,0.07,-140.64,0.7
FUBMOF,87.11,11.45,187.92,2.47,10.16,9.78,35.9,27.5,19.9,782.05,-3.4457,-2.7984,2.07,1.98,-0.17,-0.07,2.62,55.65,72.26,0.2874,-0.2281,0.2441,-0.7536,-0.0053,2.7448,3.772,1.3846,1.9361,3.3294,29.0352,5.938,25.1104,8.4931,6.9473,0.5077,0.4289,0.47,2.9233,1.0325,1.0555,1.1243,3.445,3.66,3.7625,10.1843,2.0577,2.0389,2.0291,2.0452,2.0133,6.3041,12.6113,4.2257,4.2142,4.1714,9.7973,1.9461,1.9736,1.9653,1.9576,1.9547,1.5048,1.5606,1.7351,0.4096,0.0944,0.1015,1.1785,1.3347,1.2204,0.1272,0.0284,0.0196,-155.67,24
TIXROK,63.62,0.51,170.97,1.89,7.09,7.58,29.9,21.8,12.5,565.6,-3.2368,-1.4846,2.17,2.01,-0.01,-0.04,2.61,58.81,70.06,0.2762,-0.219,0.2314,-0.636,-0.2045,2.4684,3.7921,1.3652,1.9188,2.7814,28.954,5.9694,25.1517,8.5223,7.2075,0.5042,0.3282,0.4704,2.9258,1.052,1.0415,1.1079,3.5122,3.7086,3.6564,10.1928,2.0507,2.0466,2.0351,2.0401,2.0203,6.3316,12.5722,4.238,4.2016,4.1326,9.82,1.9892,1.986,1.9734,1.9338,1.9377,1.6153,1.4975,1.6344,0.3481,0.0569,0.0467,1.4172,1.3618,1.1972,0.0783,0.0135,0.0094,-85.84,25.8
KUGVEP,76.85,6.48,186.02,1.8,5.98,9.8,31.3,21.5,12.5,619.26,-4.6837,-2.8722,2.39,2.01,-0.35,0.03,2.56,47.33,70.42,0.2559,-0.1761,0.1307,0.1532,0.184,2.9063,3.8156,1.3408,3.0325,3.3027,29.0597,5.8388,25.0995,6.9348,6.8818,0.6954,0.1914,0.4716,2.9222,1.0035,1.0382,1.1209,3.3157,3.784,3.8624,10.1345,2.0527,2.0254,2.0132,2.0352,2.0079,6.3536,12.652,4.2867,4.2439,4.1214,9.7385,1.9537,1.9841,1.9818,1.8997,1.9192,1.1676,1.358,1.0256,0.1261,0.0244,0.013,1.1515,1.3774,1.0374,0.1381,0.029,0.0167,-141.96,14.6
IHUFEY,63.56,2.24,191.88,1.96,6.79,13.75,32.5,25.1,14.7,761.8,-3.6316,-2.6622,2.21,2.01,-0.17,0.02,2.63,55,72.64,0.2287,-0.2233,0.2339,-0.1701,-0.2036,2.5914,3.927,1.3677,3.0253,3.0469,28.964,6.0558,25.1093,7.0469,7.2194,0.5108,0.2633,0.4716,2.924,1.0608,1.0527,1.0933,3.5564,3.7357,3.5863,10.1783,2.0409,2.0446,2.0376,2.0344,2.0209,6.3381,12.6047,4.2455,4.2146,4.1445,9.8286,1.9749,1.9871,1.9858,1.9394,1.9414,1.224,1.4329,1.2352,0.0862,0.015,0.0099,1.3725,1.4207,1.1823,0.0802,0.0132,0.0094,-125.89,16.9
MAVNIJ,62.04,1.21,153.55,2.23,4.44,19.38,23.7,14,8.3,817.71,-3.5765,-1.8934,2.18,2.07,-0.1,0.01,2.59,57.6,70.15,0.358,-0.2098,0.2599,-0.5947,-0.5958,2.4746,3.8444,1.396,1.8853,1.9358,29.0069,5.9991,25.1193,8.5199,8.5326,0.5711,0.3557,0.4718,2.9243,1.0475,1.0412,1.1051,3.4956,3.6941,3.669,10.1778,2.0461,2.0435,2.0321,2.0397,2.0164,6.3058,12.5234,4.237,4.1754,4.111,9.8128,1.9751,1.9784,1.9726,1.938,1.9487,1.5486,1.5195,1.642,0.3455,0.0495,0.0451,1.5522,1.6757,1.4848,0.3519,0.0607,0.0454,-122.43,15.1
TEKREG,79.13,2.79,176.24,1.73,5.71,6.99,30.5,22.4,10.8,537.13,-4.1989,-2.3207,2.32,2.02,-0.28,0.04,2.58,48.46,72.77,0.238,-0.1924,0.1351,-0.1741,-0.1362,2.8389,3.8642,1.3157,3.0184,3.2654,29.0121,5.9031,25.1409,7.069,7.0322,0.6196,0.2278,0.4721,2.9201,1.0068,1.0461,1.1259,3.3194,3.7845,3.8556,10.1559,2.0603,2.0308,2.0154,2.0407,2.0088,6.3415,12.6532,4.2728,4.2372,4.1432,9.7673,1.9724,1.9828,1.9883,1.9002,1.9236,1.2511,1.3685,1.2602,0.0895,0.0149,0.0093,1.2678,1.4085,1.2033,0.0929,0.0166,0.0092,-105.43,15.4
RUSGIY,100.26,-3.13,198.44,3.82,6.87,11.41,33.1,23.6,16,814.51,-2.7614,-1.4795,2,2.03,-0.07,-0.06,2.56,59.66,67.69,0.3464,-0.1963,0.2016,-0.8721,-0.5955,2.7926,3.7248,1.35,1.7517,1.8693,29.0227,5.9017,25.2076,8.4854,8.4578,0.5936,0.5632,0.4722,2.9279,1.0186,1.0487,1.1108,3.4913,3.57,3.8362,10.199,2.0678,2.0401,2.0215,2.0505,2.0191,6.2776,12.5855,4.1993,4.193,4.1933,9.7905,1.9625,1.9811,1.9148,1.9514,1.9807,1.7557,1.4043,1.7176,0.4306,0.0537,0.0553,1.6078,1.4513,1.6444,0.368,0.0499,0.0662,-159.68,22.9
DBZCTD,105.6,8.65,197.56,2.48,8.69,8.33,34.1,27,20.4,727.18,-4.3857,-2.7229,2.25,2,-0.31,-0.05,2.55,47.26,70.76,0.3943,-0.1615,0.1544,-0.5914,-0.5637,2.9293,3.886,1.3273,2.013,2.1636,29.0793,5.9255,25.1129,8.414,8.3451,0.722,0.2722,0.4726,2.9163,0.9893,1.0391,1.1242,3.2764,3.7957,3.8801,10.1322,2.0348,2.027,2.0093,2.0511,2.0101,6.2931,12.5901,4.2466,4.2036,4.1399,9.7226,1.9581,1.9866,1.9349,1.875,1.968,1.4233,1.4785,1.742,0.4182,0.0514,0.0498,1.413,1.4672,1.7287,0.4616,0.057,0.0745,-137.7,10.5
SACSOI,61.97,0.96,153.15,3.27,6.62,10.99,25.7,19.6,15.2,732.4,-3.4928,-1.5843,2.17,2.09,-0.09,0.01,2.58,58.1,69.69,0.3542,-0.2112,0.2677,-0.5933,-0.5938,2.481,3.8425,1.4137,1.886,1.9138,29.0298,6.0002,25.1184,8.5228,8.5303,0.5894,0.3674,0.4731,2.9237,1.0622,1.04,1.0934,3.6464,3.6323,3.5703,10.1845,2.0377,2.04,2.0481,2.0362,2.0225,6.3055,12.5241,4.2235,4.1737,4.1269,9.8162,1.9627,1.9836,1.9817,1.9513,1.9369,1.5546,1.5123,1.6416,0.3481,0.0519,0.0511,1.5414,1.6787,1.4868,0.3554,0.0626,0.0533,-113.57,15.5
NIZFOT,81.18,3.33,182.61,3.2,6.61,12.17,31.5,21.9,13.8,704.66,-4.583,-3.5793,2.3,1.97,-0.32,0.07,2.52,46.91,68.96,0.2866,-0.163,0.1166,-0.4961,-0.0382,2.9624,3.8526,1.3388,2.089,3.3361,29.1274,5.8724,25.0982,8.4001,6.9585,0.7299,0.2351,0.4733,2.9186,0.9918,1.0417,1.1195,3.3053,3.8231,3.8515,10.1309,2.0393,2.0273,2.0108,2.0435,2.01,6.3361,12.6529,4.2827,4.2492,4.1209,9.7245,1.9836,1.9878,1.9643,1.8632,1.9256,1.3806,1.4937,1.7267,0.3567,0.0328,0.0496,1.1693,1.4111,1.2151,0.0952,0.0188,0.0085,-157.27,14.4
XAZGEM,65.81,2.26,208.11,1.98,8.9,6.77,35.5,27.3,16.6,681.1,-3.3499,-2.1596,2.1,1.97,-0.14,-0.01,2.63,55.97,71.8,0.2135,-0.2208,0.2096,-0.1752,-0.2054,2.7069,3.7881,1.3536,2.9571,3.023,28.9874,5.9646,25.1371,7.0794,7.1223,0.5053,0.3328,0.4737,2.9258,1.0494,1.0433,1.1104,3.4832,3.7092,3.7003,10.1861,2.0545,2.0432,2.0324,2.0393,2.0167,6.3327,12.6408,4.2433,4.2258,4.1717,9.813,1.9941,1.9747,1.9657,1.9467,1.9319,1.3926,1.3248,1.2175,0.0795,0.0148,0.01,1.4087,1.41,1.1664,0.0808,0.0128,0.0092,-167.84,20.7
FOJPAY,81.06,2,177.37,4.15,8.13,8,34.1,32.5,23.5,698.06,-3.2455,-1.7617,2.13,2.03,-0.05,-0.09,2.58,56.23,70.85,0.3761,-0.2077,0.2815,-0.4519,-0.8,2.5801,3.976,1.4175,1.994,1.691,28.9537,6.0556,25.117,8.4168,8.6707,0.5591,0.3106,0.4739,2.9209,1.0371,1.0426,1.1136,3.3791,3.7161,3.7444,10.1876,2.0547,2.0453,2.0241,2.0496,2.0139,6.2737,12.5442,4.2271,4.168,4.1491,9.806,1.988,1.9751,1.9624,1.9363,1.9443,1.4701,1.5009,1.6144,0.3643,0.0437,0.0484,1.7094,1.3946,1.6647,0.501,0.0671,0.0945,-140.31,32.8
NESFEY,61.55,2.38,152.39,2.35,8.2,10.79,23.6,15.5,11.1,744.59,-3.3242,-3.0567,2.22,2.06,-0.16,-0.01,2.62,51.33,74.6,0.3958,-0.2099,0.2133,-0.6988,-0.5709,2.7503,3.9332,1.3398,1.8533,1.9768,29.1205,6.0122,25.1363,8.5085,8.5127,0.5706,0.3137,0.4745,2.9159,1.0213,1.0523,1.1255,3.2759,3.7486,3.8752,10.1713,2.0652,2.033,2.012,2.0523,2.0089,6.2647,12.5247,4.209,4.1814,4.1343,9.8147,1.9716,1.9727,1.9663,1.9542,1.9499,1.5413,1.547,1.6162,0.4514,0.0753,0.0594,1.5523,1.6581,1.4843,0.3516,0.058,0.0477,-96.32,22.5
EGUQAB,82.71,12.68,186.12,1.4,10.21,9.03,31,20.3,13.1,718.08,-3.4944,-1.661,2.04,2.05,-0.12,-0.13,2.59,54.68,72.3,0.3671,-0.214,0.2613,-0.5138,-0.6988,2.6801,3.978,1.3744,2.0865,1.9089,29.0356,6.054,25.1046,8.4346,8.4825,0.5705,0.3891,0.4756,2.9196,1.0686,1.0382,1.0937,3.4543,3.7768,3.6337,10.172,2.0356,2.0497,2.024,2.0359,2.0267,6.2764,12.5454,4.2373,4.1735,4.1347,9.8112,1.9727,1.9934,1.9388,1.9474,1.9589,1.5288,1.425,1.6833,0.3785,0.0415,0.0564,1.5789,1.4354,1.7459,0.4152,0.0374,0.0576,-117.67,20.5
JAYCIW,79.65,2.46,174.09,3.81,8.11,11.57,28.6,22.6,17.8,751.54,-4.3534,-3.6518,2.18,1.98,-0.21,0.03,2.54,47.72,70.58,0.3873,-0.1614,0.1556,-0.5554,-0.5056,3.0055,3.8473,1.3369,2.0079,2.1647,29.1273,5.8184,25.13,8.4305,8.3532,0.7311,0.3074,0.4759,2.9166,1.0109,1.0306,1.1104,3.3531,3.7978,3.7979,10.1367,2.0461,2.0319,2.0168,2.0337,2.0083,6.29,12.6029,4.2594,4.2155,4.128,9.7198,1.9712,1.9744,1.99,1.8793,1.9049,1.4279,1.4672,1.7283,0.4002,0.0306,0.0527,1.3842,1.5322,1.6594,0.4259,0.0382,0.0583,-151.8,1.7
MIXHEJ,61.73,1.08,153.23,3.34,9.35,10.88,25.7,21.3,16.3,734.36,-3.4623,-1.5697,2.16,2.08,-0.09,0.01,2.6,57.54,70.36,0.3628,-0.2114,0.264,-0.6184,-0.6187,2.4638,3.81,1.3862,1.8714,1.9055,29.0221,5.9936,25.1255,8.4882,8.5119,0.5682,0.3581,0.4762,2.9239,1.0323,1.0406,1.1225,3.424,3.6509,3.7784,10.1823,2.059,2.0378,2.0257,2.046,2.0139,6.3072,12.5197,4.234,4.1772,4.1085,9.8104,1.9722,1.9758,1.973,1.9386,1.9508,1.5472,1.5082,1.6496,0.3813,0.0654,0.0523,1.5524,1.6733,1.4824,0.3813,0.0615,0.0591,-123.32,15.6
IGAHII,61.72,2.31,153.01,2.56,10.27,15.26,23.6,14,8.9,857.38,-3.4944,-3.4524,2.22,2.05,-0.17,0,2.6,50.26,74.54,0.4038,-0.206,0.2057,-0.5804,-0.5769,2.8339,3.933,1.3437,1.9042,1.9428,29.112,5.9921,25.1338,8.4992,8.5032,0.5966,0.3092,0.4764,2.9144,1.0486,1.0435,1.104,3.5477,3.7013,3.6578,10.1674,2.044,2.0385,2.0362,2.0324,2.0162,6.2655,12.5386,4.1965,4.1899,4.1522,9.7921,1.9337,2.0115,1.9862,1.9588,1.9019,1.5371,1.5184,1.643,0.3426,0.0485,0.0492,1.5414,1.6734,1.4802,0.3573,0.0685,0.0506,-86.06,22.1
QECCOQ,61.83,-27.98,163.77,3.12,6.78,11.58,27,18.7,12.8,755.55,-3.5106,-1.6341,2.3,2.01,1.35,0.01,2.6,57.67,70.11,0.2819,-0.2119,0.2412,-0.683,-0.1163,2.4407,3.8742,1.3818,1.9072,3.0644,28.9795,6.0221,25.1176,8.5459,7.2197,0.5378,0.2266,0.4805,2.9253,1.0388,1.0396,1.1169,3.4748,3.6696,3.7277,10.18,2.0556,2.0384,2.0298,2.0407,2.0153,6.3435,12.552,4.2439,4.2046,4.1035,9.8227,1.9751,1.9818,1.9808,1.9408,1.9442,1.5861,1.5261,1.6496,0.3695,0.0495,0.0498,1.3365,1.384,1.1772,0.0808,0.0121,0.0103,-118.36,26.9
MOBLOG,80.81,3.42,212.99,2.54,7.3,9.68,37.3,26.3,14.7,648.17,-3.944,-3.1998,2.13,1.98,-0.24,0.04,2.58,49.73,73.33,0.3037,-0.2008,0.1951,-0.6088,-0.1304,2.9345,3.9217,1.3701,2.0128,3.0194,29.1043,5.9942,25.1078,8.4116,7.0454,0.6129,0.3592,0.4809,2.9185,1.0625,1.0396,1.0863,3.5101,3.7896,3.6112,10.1616,2.0316,2.0496,2.0269,2.0277,2.0258,6.3064,12.6317,4.2319,4.2354,4.1644,9.7582,1.9818,1.9982,1.958,1.9043,1.9159,1.4754,1.474,1.6988,0.4318,0.0535,0.0601,1.3427,1.3954,1.178,0.0802,0.0134,0.0077,-104.13,16.7
TOYGIZ,61.64,2.36,152.76,1.74,4.64,10.96,23.6,14,8.5,614.85,-3.3697,-3.1797,2.22,2.05,-0.17,0.01,2.61,50.77,74.72,0.3987,-0.211,0.2084,-0.5821,-0.5741,2.7687,3.9506,1.3437,1.8996,1.9398,29.1015,6.012,25.135,8.4967,8.5003,0.5815,0.3003,0.4824,2.9149,1.0371,1.0467,1.1167,3.4247,3.7412,3.7382,10.1706,2.0536,2.04,2.0256,2.039,2.0125,6.2644,12.5317,4.2036,4.1868,4.1413,9.8052,1.9548,2.0007,1.9841,1.9511,1.9145,1.5308,1.532,1.6363,0.3429,0.0489,0.0463,1.5421,1.6695,1.4811,0.3557,0.0632,0.0479,-80.83,21.8
UWEJIQ,79.11,1.57,206.67,1.77,9.76,6.26,34.8,25.3,14.8,654.77,-4.6533,-3.8451,2.15,1.98,-0.17,-0.01,2.52,46.17,67.26,0.1827,-0.1437,0.0422,-0.1564,-0.0238,3.154,3.6478,1.2793,3.0399,3.2391,29.1862,5.7575,25.1506,7.0813,6.9694,0.733,0.3594,0.4826,2.9213,0.9731,1.0455,1.1134,3.2834,3.8656,3.8979,10.1269,2.045,2.0283,2.0086,2.0389,2.0061,6.3539,12.7352,4.2956,4.2529,4.1867,9.7281,1.9942,1.9951,1.9456,1.8477,1.9455,1.3073,1.3788,1.1893,0.0862,0.0137,0.0093,1.2439,1.2882,1.2003,0.1232,0.0185,0.0115,-177.53,8.9
SUWLOL,103.53,-8.29,196.63,3.5,7.53,8.29,34.7,27.8,17.6,658.39,-4.4166,-2.5716,2.24,1.97,-0.01,-0.08,2.56,46.77,71.7,0.3877,-0.1731,0.1449,-0.6779,-0.6059,2.8537,3.8718,1.3289,1.9669,1.8878,29.0129,5.9018,25.1209,8.4805,8.447,0.687,0.2127,0.4882,2.9144,0.9911,1.0451,1.1286,3.2721,3.7889,3.8956,10.1395,2.0553,2.0274,2.009,2.0396,2.0082,6.2854,12.5919,4.2553,4.1879,4.1487,9.735,1.9654,1.9751,1.9416,1.8994,1.9535,1.5949,1.4783,1.6388,0.4414,0.0672,0.0597,1.6638,1.4248,1.6321,0.386,0.0448,0.0488,-115.51,1.6
