Ligand,Bite_Angle,D_Bite_Angle,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,C-I,N-Cu-I,Cu-I-C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_I,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_I,Atomic_Population_Amide_O,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Amide_C-N,Orbital_Charge_N_s,Orbital_Charge_I_pz,Orbital_Charge_I_py,Orbital_Charge_I_dxy,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_Amide_C_s,Orbital_Charge_Amide_O_s,ImgFreq,Amide_C-O,Amide_O-C-N,Ea
RUKVAW,61.94,0.75,18.3,-3.4261,-2.427,2.04,2.2,0.05,-0.1,2.48,88.53,80.06,0.0127,-0.5934,-0.576,2.0544,2.6217,1.4069,28.9007,7.2626,25.2523,8.4159,0.6505,0.3611,0.5116,1.2004,3.2128,3.5555,3.6055,2.0171,2.0231,6.337,9.8775,1.5558,0.3255,0.0469,2.7903,3.5577,-396.82,1.23,126.19,36.9
MALBEJ,79.9,2.68,15.2,-3.5247,-2.2602,1.98,2.09,-0.03,-0.1,2.43,83.56,82.73,0.035,-0.3554,-0.6292,2.1267,2.5987,1.396,28.8439,7.257,25.239,8.419,0.7352,0.3233,0.6114,1.1991,3.2154,3.5556,3.5878,2.0174,2.0232,6.3456,9.8688,1.4809,0.4171,0.0504,2.7902,3.5578,-386.97,1.23,126.29,37.9
NOFMOK,89.4,0.66,21.2,-3.814,-2.3632,2.13,2.16,0,-0.02,2.42,80.95,77.05,0.0077,-0.3698,-0.2087,1.7973,2.6286,1.2818,28.6742,7.2452,25.2727,8.4377,0.7073,0.3036,0.2647,1.1937,3.2161,3.5053,3.734,2.0194,2.017,6.3688,9.9242,1.2838,0.0992,0.0221,2.791,3.5518,-450.95,1.23,125.54,32.8
OJUSIW,64.61,-0.86,19.5,-3.3955,-2.2659,1.99,2.16,0.08,-0.02,2.47,87.14,79.53,-0.0052,-0.1293,-0.651,2.1574,2.655,1.3487,28.9436,7.2792,25.2827,8.4195,0.6515,0.3732,0.5826,1.1944,3.2101,3.5003,3.6696,2.0165,2.0204,6.3615,9.8803,1.3815,0.3826,0.0517,2.7898,3.5586,-379.68,1.23,126.42,46.4
KEYYUJ,85.38,-0.67,16.2,-3.1218,-2.5737,1.93,2.1,0,-0.03,2.55,87.07,76.32,-0.0468,-0.7994,-0.4744,2.1727,2.5974,1.3503,28.8848,7.2428,25.2843,8.442,0.6206,0.3278,0.6076,1.2503,3.2174,3.7211,3.7326,2.0306,2.0269,6.3135,9.8621,1.7505,0.3783,0.0507,2.7877,3.5582,-368.74,1.24,126.15,45.4
PUCHIG,62.34,0.95,12,-3.3998,-2.403,2.03,2.18,0.04,-0.11,2.48,87.71,81.59,0.0219,-0.587,-0.598,2.0549,2.6079,1.4326,28.8876,7.2503,25.2411,8.4201,0.671,0.3368,0.4915,1.1976,3.2149,3.5153,3.6451,2.0209,2.0192,6.3384,9.8724,1.5426,0.3429,0.0503,2.79,3.5582,-389.92,1.23,126.31,39.4
XUHVEC,62.76,0.88,7.4,-3.4225,-2.4141,2.02,2.17,0.04,-0.1,2.48,88.23,81.11,0.0187,-0.5873,-0.6069,2.1155,2.609,1.4261,28.8988,7.2527,25.2446,8.4198,0.6614,0.3507,0.5299,1.1896,3.2137,3.5238,3.6361,2.0206,2.019,6.3358,9.8654,1.5475,0.3401,0.0495,2.7903,3.558,-388.2,1.23,126.31,38.3
JACJAB,72.2,2.09,19.2,-3.7977,-2.581,2.24,2.14,-0.07,-0.04,2.4,82.43,75.18,0.059,-0.0513,-0.6083,2.0035,2.6526,1.2881,28.7569,7.2779,25.2615,8.4176,0.7209,0.3858,0.3056,1.1616,3.2069,3.5373,3.7144,2.0223,2.0242,6.2881,9.8842,1.2868,0.3982,0.1065,2.7892,3.5549,-434.07,1.23,125.83,42.6
ASOLUR,87.49,5.4,13.8,-4.1294,-2.4669,2.05,2.09,-0.05,-0.07,2.35,63.63,83.13,0.1351,-0.523,-0.5313,2.192,2.7557,1.3995,28.8351,7.1695,25.1798,8.5229,0.7809,0,0.3804,1.5569,3.1957,3.8392,3.4978,2.053,2.0342,6.2561,9.8478,1.6103,0.3592,0.0634,2.7752,3.4993,-382.27,1.27,128.34,26.4
GIBNEL,84.09,0.05,18.9,-3.0104,-2.4606,1.91,2.1,0.02,0,2.52,85.37,77.86,-0.0167,-0.8401,-0.5067,2.1516,2.51,1.3979,28.8902,7.1871,25.2552,8.4192,0.63,0.2587,0.6138,1.2767,3.2183,3.5986,3.7201,2.026,2.0298,6.3306,9.8566,1.7625,0.4019,0.0501,2.7843,3.5494,-372.58,1.24,126.44,48.3
LEDVOH,62.4,0.79,8.8,-3.4513,-2.3976,2.03,2.18,0.05,-0.1,2.47,87.68,81.46,0.0292,-0.589,-0.589,2.0676,2.5984,1.4349,28.8909,7.2516,25.2361,8.4197,0.6691,0.3398,0.5036,1.1948,3.214,3.5211,3.6283,2.0209,2.0188,6.3358,9.8724,1.5428,0.339,0.0512,2.7901,3.5583,-386.19,1.23,126.39,39.1
HONBAO,80.57,0.65,14.1,-3.0328,-2.1299,1.99,2.1,0.03,-0.15,2.45,83.79,80.62,-0.0025,-0.0933,-0.6967,2.2879,2.5969,1.3116,28.8458,7.2492,25.2877,8.3977,0.6767,0.283,0.4713,1.2057,3.2126,3.4869,3.6849,2.0183,2.0201,6.3562,9.8667,1.3705,0.4261,0.0713,2.7885,3.5571,-386.85,1.23,126.57,39.4
GADTEL,62.2,0.52,13.7,-3.3746,-2.3978,2.04,2.18,0.05,-0.09,2.48,87.87,80.86,0.0172,-0.5925,-0.5871,2.0454,2.6233,1.4193,28.8973,7.2683,25.2483,8.4197,0.652,0.3372,0.5013,1.21,3.2145,3.5368,3.626,2.0195,2.0224,6.341,9.8781,1.5536,0.3369,0.049,2.7903,3.5575,-397.11,1.23,126,37.4
CILDOQ,81.41,1.35,15.8,-3.6222,-2.4529,1.94,2.16,-0.02,-0.05,2.48,85.73,81.36,0.0211,-0.5864,-0.0446,2.2283,2.6179,1.4027,28.8606,7.2453,25.2308,8.3995,0.7175,0.3581,0.5199,1.1766,3.2191,3.6505,3.7152,2.0319,2.0283,6.3275,9.8721,1.5609,0.12,0.0246,2.791,3.5538,-399.99,1.23,125.81,40.8
LITSEN,85.05,0.82,18.9,-3.0359,-2.5149,1.95,2.1,0,-0.08,2.56,91.07,75.73,-0.0535,-0.8311,-0.6052,2.293,2.6719,1.2924,28.9055,7.2346,25.3286,8.4206,0.5704,0.354,0.6277,1.2424,3.2097,3.5229,3.6899,2.0167,2.019,6.3022,9.8537,1.7877,0.4232,0.042,2.7909,3.5606,-356.87,1.23,126.41,41.1
UNINAI,95.11,-3.23,15.1,-3.9543,-2.4551,2.03,2.08,0,-0.07,2.45,85.81,74.6,0.0545,-0.4722,-0.4371,2.0079,2.6392,1.3638,28.7871,7.2609,25.2356,8.398,0.6568,0.3724,0.3554,1.1756,3.2121,3.5111,3.6147,2.0144,2.022,6.2736,9.897,1.5685,0.3484,0.044,2.7913,3.5551,-438.4,1.22,125.35,25.4
XEBRUT,83.37,-1.4,14.5,-4.4002,-3.4908,1.96,2.06,0.03,0,2.54,89.2,74.88,0.0443,-0.0701,-0.5011,2.3989,2.7508,1.3779,28.814,7.2656,25.2106,8.3728,0.6079,0.4902,0.5845,1.121,3.2056,3.629,3.635,2.0223,2.0202,6.3314,9.7988,1.2046,0.3841,0.0361,2.7917,3.5524,-432.17,1.22,124.43,21.6
OGUSUG,61.92,0.68,9.7,-3.3747,-2.3558,2.04,2.2,0.06,-0.11,2.47,87.56,81.03,0.027,-0.5908,-0.5816,2.0636,2.6032,1.4213,28.9033,7.2521,25.2459,8.421,0.6669,0.3392,0.5071,1.194,3.213,3.5884,3.5702,2.0208,2.0224,6.3405,9.8756,1.5702,0.3215,0.0524,2.79,3.5584,-387.08,1.23,126.39,39
FOXBIE,84.09,-1.62,21.6,-3.2322,-2.6082,1.93,2.08,0.01,0,2.56,87.35,75.89,-0.0381,-0.6738,-0.4797,2.1347,2.5765,1.3727,28.8837,7.2232,25.2666,8.4427,0.6188,0.3139,0.5605,1.2555,3.2153,3.653,3.7524,2.021,2.0314,6.3158,9.8675,1.7239,0.3986,0.0515,2.785,3.5504,-385.06,1.24,125.93,45.2
KEMDAK,64.15,0.34,16.7,-3.6132,-2.2825,2.05,2.1,-0.02,-0.01,2.41,83.46,82.95,0.0643,-0.2442,-0.2478,2.007,2.628,1.4426,28.8406,7.2452,25.2129,8.4798,0.7425,0.2845,0.3875,1.2606,3.2125,3.5193,3.6019,2.0228,2.0201,6.3772,9.9164,1.3909,0.0814,0.0184,2.7882,3.553,-390.02,1.23,126.35,41.3
PABSOC,78.15,3.36,21.1,-4.1521,-2.8739,2.01,2.08,-0.01,-0.06,2.54,88.02,79.82,0.0309,-0.4756,-0.4584,2.2483,2.7135,1.3815,28.9046,7.1949,25.2213,8.426,0.6643,0.3161,0.4435,1.305,3.2174,3.8435,3.6335,2.0452,2.0224,6.2843,9.8538,1.4524,0.3944,0.0591,2.7883,3.5507,-440.15,1.24,122.2,20.8
NIFXEF,82.19,-1.67,14.8,-4.5125,-3.5566,1.87,2.11,0.2,-0.14,2.58,93.05,73.54,0.0302,-0.4338,-0.5584,2.4589,2.8349,1.3924,28.8083,7.2422,25.2119,8.3905,0.5712,0.5256,0.5525,1.151,3.1971,3.546,3.6108,2.0123,2.0161,6.2881,9.7877,1.4948,0.4066,0.0463,2.7916,3.5547,-417.67,1.22,124.13,22.7
LODBUD,61.88,-0.18,12.6,-3.5628,-2.396,2.07,2.17,0.1,-0.1,2.43,86.27,79.45,0.0444,-0.5968,-0.5812,2.0073,2.6237,1.3827,28.8552,7.2846,25.2631,8.4166,0.6972,0.3751,0.457,1.156,3.2095,3.7093,3.4601,2.0205,2.0347,6.3234,9.8825,1.5822,0.3311,0.0557,2.7906,3.5575,-414.79,1.23,125.87,44.9
YOWJOK,89.09,0.37,14.8,-3.9991,-3.3944,1.93,2.07,0.02,-0.07,2.53,89.88,73.96,0.0104,-0.4845,-0.5961,2.2334,2.7496,1.3308,28.7651,7.2656,25.2568,8.3931,0.6148,0.4705,0.459,1.1602,3.2043,3.5734,3.6111,2.0157,2.0162,6.2816,9.8292,1.5502,0.4131,0.0481,2.7922,3.5553,-435.15,1.22,124.62,27.9
AFIGOO,83.09,-0.26,6.5,-3.4597,-2.431,1.97,2.11,0.02,-0.05,2.5,89.2,78.54,-0.0015,-0.5395,-0.5771,2.1144,2.641,1.3804,28.8271,7.2512,25.274,8.411,0.6165,0.3601,0.4708,1.1982,3.2122,3.5303,3.6322,2.0181,2.02,6.299,9.8777,1.5348,0.3547,0.0306,2.7907,3.5567,-398.73,1.23,126.16,36.8
DULKON,62.67,0.73,9.4,-3.4911,-2.4384,2.02,2.17,0.05,-0.1,2.5,89.01,81.16,0.019,-0.5818,-0.5831,2.1043,2.61,1.437,28.911,7.2506,25.2404,8.4185,0.6444,0.3467,0.5129,1.1993,3.2144,3.5115,3.6567,2.0218,2.0181,6.3353,9.8715,1.5427,0.3387,0.0488,2.7905,3.5582,-385.69,1.23,126.23,39.1
IXIWES,81.45,0.06,24.5,-4.2946,-3.2974,2.01,2.13,-0.03,-0.04,2.31,60.48,84.55,0.1758,-0.1145,-0.125,2.3156,2.7719,1.4739,28.8871,7.1249,25.1193,8.5081,0.7838,0,0.5242,1.5694,3.195,3.8787,3.6159,2.0445,2.0423,6.3196,9.8686,1.2469,0.0896,0.0164,2.7751,3.5095,-401.61,1.26,128.35,38.6
QIYHEO,73.68,6.69,22,-3.9954,-2.6969,2.2,2.19,-0.16,-0.1,2.42,83.26,75.99,0.064,-0.5701,-0.0514,2.0179,2.6369,1.3214,28.7412,7.2791,25.2425,8.4135,0.7152,0.3954,0.3125,1.1388,3.2083,3.5796,3.6178,2.0186,2.0209,6.2998,9.8684,1.521,0.114,0.0234,2.7889,3.5554,-428.95,1.22,125.69,45.4
MOSSOD,83.09,-0.25,6.5,-3.4573,-2.4295,1.97,2.11,0.02,-0.05,2.5,89.19,78.54,-0.0019,-0.5396,-0.5768,2.1144,2.6414,1.3794,28.8262,7.2518,25.2745,8.4111,0.6173,0.3606,0.4705,1.1979,3.2122,3.5289,3.6336,2.0181,2.0199,6.2988,9.8776,1.5356,0.3546,0.03,2.7907,3.5567,-398.75,1.23,126.16,36.9
JEZMAF,72.89,0.59,20.2,-3.9723,-2.4941,2.22,2.13,-0.05,0,2.43,83.22,76.37,0.0387,-0.0407,-0.6435,2.0244,2.6281,1.322,28.757,7.2449,25.2523,8.4068,0.7154,0.3114,0.3121,1.1888,3.2124,3.6361,3.5849,2.0211,2.0232,6.2923,9.8791,1.4275,0.427,0.0868,2.7893,3.5517,-441.2,1.23,125.67,30.2
GEXMON,88.59,5.33,12.9,-4.7343,-3.5117,2.04,2.26,0.1,-0.24,2.61,91.9,77.93,0.038,-0.4413,0.1589,2.2832,2.7539,1.4324,28.8464,7.2009,25.1851,8.4119,0.6049,0.3879,0.3777,1.2578,3.2116,3.8805,3.6467,2.0407,2.0231,6.3254,9.8306,1.5017,0.1287,0.0423,2.7892,3.5503,-432.19,1.24,121.39,29.7
LCYSTN22,103.71,-19.86,9.3,-3.5005,-2.0549,2.36,2.06,0.71,-0.2,2.4,83.04,77.73,0.011,-0.0823,-0.6804,2.1188,2.6219,1.2913,28.8539,7.2645,25.2906,8.4166,0.7019,0.3095,0.6296,1.1906,3.2074,3.479,3.675,2.0172,2.0196,6.3756,9.9124,3.5033,0.4056,0.0593,2.7891,3.5572,-413,1.23,126.41,33.7
ROKKEI,84.94,2.82,27,-3.0137,-2.1203,1.93,2.06,-0.01,-0.12,2.42,82.73,81.9,0.0088,-0.8592,-0.1136,2.1317,2.5863,1.33,28.7184,7.2647,25.2829,8.4269,0.7357,0.2895,0.5557,1.2186,3.2152,3.5811,3.572,2.0156,2.0277,6.3205,9.8541,1.7773,0.0937,0.0134,2.7891,3.5592,-369.73,1.23,126.73,41.7
LOHLUR,78.52,0.41,15.7,-4.2513,-2.61,2.04,2.16,-0.01,-0.05,2.48,86.59,78.14,0.0485,-0.5857,-0.0711,2.1415,2.6681,1.4023,28.804,7.2523,25.2214,8.3856,0.6844,0.3628,0.4489,1.1649,3.2153,3.5784,3.6002,2.0222,2.0163,6.3274,9.8643,1.504,0.1132,0.0261,2.7925,3.5559,-435.57,1.22,125,23.5
XAFKIY,62.44,0.68,13.4,-3.4168,-2.3782,2.04,2.17,0.05,-0.1,2.47,87.55,81.49,0.0299,-0.5999,-0.5866,2.0719,2.5938,1.435,28.9073,7.2492,25.2369,8.42,0.6707,0.3356,0.5155,1.1942,3.2136,3.5269,3.6285,2.0212,2.019,6.3382,9.8724,1.5505,0.3464,0.0512,2.79,3.5585,-384.93,1.23,126.45,39.4
JESJIB,82.46,-2.59,16.3,-4.7529,-4.4029,1.91,2.2,0.24,-0.19,2.59,94.11,73.41,0.0442,-0.5013,0.2048,2.4605,2.8367,1.4207,28.8079,7.2407,25.1877,8.3887,0.5818,0.5189,0.5246,1.1623,3.1959,3.4949,3.6488,2.0148,2.0147,6.3123,9.8057,1.5354,0.1307,0.0319,2.7906,3.5547,-422.85,1.22,123.68,28.4
HMAUNA20,62.65,1.22,17.1,-3.0776,-2.3267,2.01,2.19,0,-0.06,2.47,86.01,81.38,-0.0158,-0.2095,-0.7027,2.0971,2.6523,1.362,28.8689,7.2706,25.2827,8.428,0.6858,0.3457,0.5448,1.2179,3.2141,3.5687,3.6095,2.0187,2.0227,6.3706,9.8765,1.3591,0.36,0.0542,2.7904,3.5592,-396.96,1.23,126.48,41.3
YEFJEB,84.94,1.14,18.6,-3.1051,-2.2601,1.94,2.06,-0.01,-0.1,2.46,85.7,80.61,0.0117,-0.7997,-0.5546,2.1564,2.6011,1.3816,28.824,7.2378,25.2665,8.4209,0.6671,0.2882,0.5633,1.2313,3.2136,3.4818,3.6765,2.023,2.0192,6.309,9.8509,1.7834,0.423,0.0454,2.7893,3.5588,-362.6,1.23,126.75,40.9
FAJYOI,62.74,0.53,16.8,-3.3872,-2.5035,2.02,2.17,0.05,-0.09,2.51,90.19,79.87,0.0018,-0.6181,-0.6233,2.1203,2.6363,1.4115,28.9342,7.2571,25.2583,8.4167,0.6415,0.3589,0.5262,1.2099,3.2125,3.6494,3.5826,2.0229,2.027,6.332,9.8772,1.5632,0.3938,0.058,2.7907,3.5585,-395.78,1.23,125.97,37.7
ZIKMUD,103.04,0.42,17.9,-4.1012,-3.106,2.05,2.14,-0.08,0.02,2.49,88.1,72.84,0.0158,-0.5303,-0.4402,2.0748,2.6857,1.2742,28.8141,7.2902,25.284,8.3938,0.6365,0.4536,0.4355,1.1432,3.208,3.6572,3.5069,2.011,2.0343,6.2806,9.8702,1.4422,0.3083,0.0318,2.7919,3.5561,-449.3,1.22,124.83,24.1
LESHOI,86.25,0.87,14.9,-3.5395,-2.5558,1.94,2.15,-0.01,-0.05,2.44,83.53,81.32,0.0502,-0.4348,-0.0219,2.2303,2.6154,1.3999,28.8498,7.2548,25.2296,8.3942,0.7367,0.2986,0.6034,1.1977,3.2185,3.4724,3.7076,2.0277,2.0195,6.3809,9.8703,1.3157,0.1256,0.0295,2.791,3.5568,-412.61,1.23,126.15,46.3
DONFER,62.28,0.79,13.2,-3.3269,-2.3774,2.03,2.17,0.05,-0.1,2.47,87.53,81.62,0.0245,-0.5947,-0.5948,2.0584,2.5963,1.4309,28.9034,7.2454,25.2426,8.4218,0.6712,0.3314,0.5048,1.2019,3.2143,3.5341,3.6081,2.0191,2.0215,6.3384,9.8743,1.5483,0.3541,0.0524,2.79,3.5586,-387.43,1.23,126.42,38.5
CXPYRO10,62.05,0.75,12.1,-3.3938,-2.3732,2.04,2.19,0.05,-0.1,2.47,87.53,81.49,0.0273,-0.5897,-0.5884,2.0599,2.5934,1.43,28.9046,7.2476,25.2412,8.4202,0.6758,0.336,0.5085,1.1935,3.2137,3.53,3.61,2.0194,2.0205,6.3382,9.8746,1.5455,0.3337,0.0503,2.79,3.5582,-384.56,1.23,126.4,38.7
WEFSOQ,62.78,0.87,16.8,-3.5567,-2.554,1.99,2.2,0.08,-0.13,2.52,90.85,79.13,0.0061,-0.5878,-0.5494,2.132,2.6382,1.3991,28.8769,7.2629,25.2601,8.413,0.6266,0.3855,0.4983,1.18,3.2123,3.5741,3.6011,2.015,2.0224,6.3189,9.8653,1.5504,0.3176,0.0446,2.7911,3.5574,-400.92,1.23,125.78,36.7
KUXLAR01,97.79,-2.62,17.1,-4.1553,-2.3768,2.06,2.07,-0.07,-0.07,2.39,66.27,83.8,0.1512,-0.5618,-0.5568,2.2092,2.852,1.5366,28.8929,7.1762,25.1188,8.4719,0.7539,0,0.3451,1.6539,3.1959,3.7342,3.6346,2.0336,2.0313,6.2692,9.8622,1.5666,0.3914,0.0716,2.7724,3.5065,-372.5,1.27,127.86,27.1
XEGKUS,62.39,0.73,10.8,-3.3954,-2.3555,2.03,2.18,0.05,-0.1,2.46,87.25,81.48,0.032,-0.5909,-0.6071,2.0596,2.5961,1.4317,28.8846,7.2496,25.238,8.4203,0.6735,0.3385,0.4975,1.1947,3.2134,3.5313,3.608,2.0191,2.0209,6.337,9.871,1.5463,0.3455,0.0499,2.79,3.5583,-385.58,1.23,126.42,38.8
YETLOB,82.54,-0.14,13.3,-4.4504,-2.8279,1.93,2.15,0.05,-0.08,2.53,89.29,77.21,-0.0082,-0.0919,-0.0791,2.3639,2.7623,1.3536,28.8338,7.2509,25.2456,8.4092,0.634,0.4248,0.6012,1.1849,3.2122,3.59,3.6356,2.0182,2.0175,6.356,9.8445,1.1922,0.1164,0.0221,2.7929,3.5544,-431.56,1.22,124.35,34.2
GOVKEH,79.87,1.71,12.6,-3.6445,-3.0622,2.08,2.19,-0.02,-0.1,2.45,84.22,75.74,0.0085,-0.5659,-0.1221,1.8549,2.6192,1.2891,28.783,7.2764,25.2815,8.3895,0.6689,0.391,0.3858,1.1423,3.2167,3.5643,3.6724,2.0187,2.0234,6.3441,9.906,1.535,0.1069,0.015,2.7924,3.5555,-439.73,1.22,125.15,43.9
BANTEP,80.27,-0.08,21.3,-4.0275,-2.7368,2.03,2.06,0.01,-0.04,2.48,87.13,76.22,0.0356,0.0073,-0.5294,2.1854,2.7007,1.342,28.7851,7.2628,25.244,8.3802,0.6612,0.4356,0.4869,1.1479,3.2093,3.6067,3.6349,2.0218,2.0198,6.3259,9.8503,1.2838,0.3901,0.0494,2.7919,3.5538,-438.26,1.22,124.75,21.8
OZUCUJ,63.62,-2,14.7,-3.8213,-2.1008,1.99,2.15,0.15,-0.04,2.37,82.17,79.31,0.0556,-0.5574,-0.5983,2.4688,2.6563,1.2892,29.0295,7.1643,25.2567,8.395,0.7862,0.5073,0.541,1.0498,3.1889,3.8457,3.4027,2.0276,2.0582,6.2771,9.8467,1.5795,0.361,0.0616,2.7789,3.5623,-403.65,1.24,126.8,55.1
JOFXOU,72.76,0.94,20.5,-3.9851,-2.5783,2.23,2.14,-0.05,-0.02,2.44,83.62,76.59,0.0334,-0.044,-0.5872,2.0455,2.6177,1.3284,28.759,7.2443,25.2526,8.3911,0.731,0.3217,0.301,1.1707,3.2133,3.6024,3.6002,2.0179,2.0215,6.2942,9.8761,1.4421,0.3934,0.0827,2.7909,3.5545,-436.87,1.22,125.77,44.9
MNAPBA10,62.39,0.48,12.1,-3.4027,-2.3916,2.04,2.17,0.05,-0.08,2.48,88.03,80.82,0.021,-0.5812,-0.607,2.0622,2.6046,1.4232,28.8994,7.2601,25.2461,8.4195,0.6574,0.3429,0.5026,1.2045,3.2131,3.5144,3.6275,2.0201,2.0194,6.3362,9.8762,1.5458,0.3588,0.0567,2.7901,3.5582,-387.77,1.23,126.34,38.4
FEVQIJ,79.31,0.59,25,-3.1639,-1.7869,2.11,2.1,0.09,-0.11,2.35,76.41,79.37,0.0706,-0.1588,-0.6506,2.3421,2.5758,1.2127,28.8766,7.263,25.309,8.4137,0.8204,0.2933,0.4092,1.1948,3.2079,3.5968,3.6134,2.0259,2.0163,6.2739,9.8391,1.4922,0.4149,0.0783,2.7865,3.5546,-401.01,1.23,126.61,46.9
PEFFOX,62.46,0.82,9.9,-3.4409,-2.4185,2.04,2.17,0.04,-0.09,2.47,87.52,81.95,0.0376,-0.5797,-0.5897,2.0657,2.5965,1.4483,28.8977,7.2492,25.2299,8.4198,0.6715,0.3281,0.4918,1.2057,3.2149,3.5611,3.6194,2.0231,2.024,6.3394,9.8735,1.5644,0.3424,0.0517,2.7902,3.559,-382.65,1.23,126.27,39.8
IFICIM,62.53,0.75,8.2,-3.4395,-2.4046,2.03,2.18,0.05,-0.09,2.48,88.05,81.24,0.023,-0.5938,-0.5935,2.0848,2.6028,1.4305,28.9003,7.2498,25.2413,8.4195,0.6633,0.3433,0.5144,1.1947,3.2137,3.531,3.6235,2.0201,2.0194,6.3354,9.8724,1.5519,0.3363,0.0491,2.7902,3.5583,-385.17,1.23,126.36,38.6
TENSAJ,85.11,-6.56,24.4,-2.8841,-2.1921,1.98,2.09,-0.03,0.17,2.37,77.35,80.05,0.0854,-0.8097,-0.4893,2.2907,2.4875,1.389,28.8849,7.1918,25.2254,8.4451,0.7516,0.2061,0.5321,1.3112,3.2184,3.7842,3.7211,2.0331,2.046,6.2654,9.8373,1.7116,0.4067,0.0718,2.7822,3.5511,-383.62,1.24,126.83,45.7
LUDGIC,83.3,10.37,17.3,-3.3564,-2.2075,1.98,2.14,-0.07,-0.13,2.41,82.03,79.11,0.0345,-0.706,-0.1173,2.1435,2.6124,1.3064,28.8292,7.2703,25.2598,8.4105,0.7112,0.3528,0.5334,1.1739,3.212,3.5743,3.7025,2.027,2.0244,6.3341,9.8787,1.4728,0.1146,0.0227,2.7897,3.5562,-407.83,1.23,125.98,36
ZILYEB,86.2,-2.36,17.8,-4.8642,-4.1411,1.97,2.11,-0.03,0.14,2.6,89.79,73.22,0.017,-0.109,-0.3068,2.4582,2.737,1.4302,28.8169,7.2507,25.1683,8.4744,0.6121,0.4478,0.6516,1.2252,3.2034,3.8225,3.6993,2.0244,2.0286,6.3618,9.8079,1.2466,0.0899,0.0141,2.7843,3.5521,-432.94,1.23,125.52,31.8
BOHLUF,103.96,-3.47,21.7,-3.6492,-2.2948,2.04,2.08,-0.01,-0.09,2.44,84.56,74.26,0.0409,-0.5959,-0.6088,1.9335,2.6089,1.3142,28.7344,7.2665,25.276,8.403,0.6965,0.3397,0.405,1.1704,3.2112,3.4314,3.727,2.0212,2.0204,6.2718,9.8978,1.6136,0.4123,0.0416,2.791,3.5557,-435.41,1.22,125.83,28.1
MUHSIR,62.42,0.03,12.5,-3.6269,-3.2837,2.07,2.16,0.04,-0.05,2.35,64.51,81.52,0.1209,-0.5566,-0.5668,2.1729,2.7307,1.406,28.9492,7.1769,25.2004,8.5134,0.7683,0,0.4302,1.5496,3.1947,3.9182,3.5326,2.069,2.0309,6.2866,9.8611,1.6657,0.3365,0.068,2.7748,3.5001,-380.69,1.27,128.57,27.2
VINWOG,82.86,-1.36,21.6,-3.5065,-2.403,2,2.1,-0.01,-0.01,2.41,81.16,81.58,0.0678,-0.189,-0.6482,1.9924,2.6423,1.3891,28.8051,7.2519,25.2339,8.5035,0.7359,0.2667,0.5116,1.2961,3.2099,3.5342,3.6294,2.0264,2.0229,6.3335,9.8935,1.3407,0.4029,0.0379,2.7859,3.5428,-429.81,1.24,126.04,45.6
BAQSUK,61.43,-0.83,14.2,-3.645,-2.1133,2.08,2.21,-0.07,0.09,2.36,65.1,81.82,0.1128,-0.5372,-0.6013,2.172,2.7336,1.4542,28.9894,7.1759,25.1793,8.4967,0.7568,0,0.4436,1.5542,3.1935,3.7868,3.487,2.0465,2.0428,6.2911,9.8732,1.6542,0.3913,0.0666,2.7747,3.508,-359.67,1.27,128.62,48.3
VOXKUR,81.56,-1.24,12.4,-4.372,-3.1771,2.01,2.17,0.01,-0.07,2.36,64.66,85.1,0.1716,0.1933,-0.0797,2.4996,2.7796,1.5214,28.9919,7.178,25.0969,8.4544,0.7486,0,0.5589,1.5965,3.1976,3.6383,3.6076,2.0331,2.0228,6.3216,9.8457,1.1685,0.0895,0.017,2.7733,3.5074,-364.46,1.27,127.98,40.5
ESABIJ,62.62,0.8,11.7,-3.5893,-2.4415,2.01,2.18,0.05,-0.1,2.48,88.7,80.44,0.0283,-0.7288,-0.575,2.0998,2.6091,1.4277,28.9056,7.2531,25.2339,8.418,0.6555,0.3555,0.522,1.1867,3.2131,3.5427,3.6038,2.017,2.0217,6.3314,9.8753,1.581,0.3367,0.0457,2.7906,3.5576,-391.72,1.23,126.23,37.9
BUCQEV,63.17,0.97,7,-3.3598,-2.4481,2.01,2.15,0.04,-0.1,2.51,89.01,81.68,0.0103,-0.5807,-0.6068,2.1374,2.6114,1.4376,28.9118,7.2448,25.2463,8.4178,0.6475,0.3374,0.5243,1.2057,3.2161,3.509,3.6537,2.0222,2.0195,6.34,9.8649,1.5413,0.3452,0.0528,2.7903,3.5581,-384.9,1.23,126.25,38.7
