Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PX_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-I,Cu-C,Cu-O,C-I,N-Cu-I,Cu-I-C,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Lowdin_Charge_Amide_C,Lowdin_Charge_Amide_O,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Bonded_Valence_Amide_C,Bonded_Valence_Amide_O,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Atomic_Population_Amide_C,Atomic_Population_Amide_O,Bond_Order_Cu-I,Bond_Order_Cu-C,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Cu-L2,Bond_Order_Amide_C-O,Bond_Order_Amide_C-N,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_N_s,Orbital_Charge_N_p,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dxy,Orbital_Charge_L2_dz2,Orbital_Charge_Amide_C_s,Orbital_Charge_Amide_C_p,Orbital_Charge_Amide_C_pz,Orbital_Charge_Amide_C_px,Orbital_Charge_Amide_C_py,Orbital_Charge_Amide_O_s,Orbital_Charge_Amide_O_p,Orbital_Charge_Amide_O_pz,Orbital_Charge_Amide_O_px,Orbital_Charge_Amide_O_py,ImgFreq,Amide_C-O,Amide_O-C-N,Ea
MIRLIL,86.67,-2.62,189.75,3.76,7.27,8.05,38.4,31.5,20.7,669.2,-3.1628,-2.5237,1.95,2.05,0,0,2.49,3.11,3.29,2.54,86.39,76.37,86.54,94.25,0.2587,-0.1785,-0.0271,-0.0284,-0.7967,-0.5057,0.2225,-0.5773,2.208,2.5671,3.7145,1.3661,1.7086,2.0343,3.892,2.0429,28.9361,7.2219,5.9555,25.2749,8.6097,8.4266,5.6707,8.4294,0.6748,0,0.6162,0.2992,0.6205,0.377,1.8134,1.255,2.9354,1.0072,0.9615,1.0337,3.2176,3.8826,1.3575,1.2429,1.2822,3.771,3.7545,3.6311,3.7276,10.1441,2.0307,2.0272,2.0324,2.0241,2.0298,6.3083,12.5603,4.1754,4.1517,4.2331,9.8727,1.9824,2.0079,1.9918,1.9623,1.9283,1.7474,1.6047,1.4854,0.417,0.061,0.1061,0.0574,1.4847,1.6638,1.4415,0.4295,0.0733,0.1012,0.0637,2.7851,2.754,0.9884,0.9073,0.8584,3.5506,4.7027,1.713,1.5338,1.4559,-383.7,1.24,125.87,49.1
BIHXAU,82.88,1.15,182.93,4.11,12.57,7.57,35.6,33,24.3,827.73,-3.0451,-2.6314,1.91,2.07,0.02,-0.03,2.48,3.13,3.32,2.61,89.37,75.81,85.73,93.74,0.2596,-0.1714,-0.0243,-0.0792,-0.8086,-0.4855,0.2297,-0.5724,2.2232,2.5895,3.6948,1.3325,1.7975,2.0042,3.8784,2.0422,28.8977,7.1972,5.993,25.3031,8.6483,8.438,5.7101,8.4068,0.6826,0,0.5603,0.319,0.5979,0.3771,1.8138,1.2635,2.9414,1.0011,0.9416,1.0543,3.2171,3.876,1.392,1.2265,1.2574,3.782,3.6586,3.7399,3.7623,10.1364,2.035,2.0301,2.0234,2.0222,2.0257,6.3149,12.5771,4.1777,4.1596,4.2399,9.8484,1.9828,2.0138,1.9628,1.9588,1.9303,1.6889,1.6101,1.51,0.467,0.0744,0.1094,0.0908,1.4632,1.6761,1.4458,0.4124,0.0606,0.1026,0.0714,2.7844,2.7474,0.9878,0.8824,0.8771,3.5477,4.6904,1.7487,1.49,1.4518,-353.77,1.24,126,48.9
TEFJAS,85.64,0.61,184.26,2.11,8.22,10.66,31.1,22.3,14.3,714.69,-3.0771,-2.2622,1.95,2.06,-0.01,-0.07,2.53,3.2,3.07,2.46,86.34,79.83,89.38,100.24,0.3081,-0.181,-0.0438,0.0025,-0.8399,-0.5483,0.1984,-0.6141,2.235,2.6091,3.7067,1.3413,1.8338,2.0426,4.0755,2.0893,28.868,7.2533,5.8508,25.2885,8.541,8.4256,5.788,8.4217,0.6142,0,0.6593,0.3348,0.5977,0.3772,1.9883,1.2136,2.9357,0.9884,1.0856,0.9425,3.213,3.8885,1.2931,1.2332,1.3622,3.7659,3.5929,3.9186,3.5669,10.1531,2.024,2.0542,2.0147,2.034,2.0261,6.3024,12.5383,4.1917,4.1347,4.2119,9.8513,1.9843,1.9708,1.9723,1.9786,1.9452,1.7594,1.572,1.5422,0.4103,0.0549,0.1122,0.0671,1.4459,1.7112,1.4817,0.3885,0.0321,0.1199,0.0544,2.79,2.7703,1.0074,0.9738,0.7891,3.5587,4.7602,1.615,1.6514,1.4938,-381.74,1.23,126.44,42.6
ABABIQ,91.16,3.26,218.11,1.7,10.05,6.7,39,29.6,21,785.76,-3.7088,-2.2948,1.93,2.1,0,-0.15,2.52,3.26,1.91,2.37,63.88,83.63,86.03,75.94,0.3681,-0.2121,-0.0582,0.1975,-0.6398,-0.5813,0.2218,-0.625,2.6896,2.7221,3.6909,1.5299,2.0529,1.871,3.963,2.0474,29.0487,7.1825,5.8042,25.1188,8.4057,8.4148,5.7166,8.4306,0.6279,0,0.7468,0,0.5305,0.3773,1.3604,1.5639,2.9277,0.905,1.1112,1.0182,3.2093,3.9238,1.3121,1.2856,1.3261,3.7221,3.7323,3.66,3.4939,10.1941,2.0324,2.0451,2.043,2.0235,2.0501,6.2365,12.5692,4.1595,4.228,4.1817,9.8262,1.972,1.9804,1.9466,1.9462,1.9809,1.639,1.6442,1.4296,0.4045,0.0668,0.0851,0.0765,1.5996,1.6511,1.4527,0.348,0.0402,0.0876,0.055,2.7769,2.7663,0.8307,0.9715,0.9641,3.5031,4.7287,1.5975,1.6547,1.4765,-350.41,1.27,128.01,54.6
SAGHOZ,97.16,-2.57,197.93,2.59,8.8,11.17,36,29.2,22.2,898.62,-3.9266,-2.8678,2.02,2.06,-0.06,-0.02,2.54,3.03,3.05,2.45,86.29,74.67,90.23,95.91,0.3218,-0.1752,-0.04,0.0663,-0.4859,-0.4686,0.2078,-0.5856,2.0772,2.6567,3.6996,1.3572,2.0773,2.0849,4.0011,2.0854,28.7843,7.2637,5.9009,25.2373,8.4542,8.4542,5.7562,8.3964,0.565,0,0.6509,0.3873,0.3921,0.3774,1.9865,1.1756,2.9296,0.9797,1.1081,0.9281,3.211,3.8841,1.267,1.2437,1.3734,3.7588,3.5881,3.8981,3.5379,10.1508,2.0302,2.0468,2.0142,2.034,2.0256,6.2691,12.5267,4.1988,4.1437,4.1842,9.8823,1.9517,1.9662,1.9887,1.9873,1.9885,1.5983,1.5477,1.4857,0.3711,0.0541,0.0926,0.0484,1.5442,1.5945,1.4667,0.374,0.0456,0.098,0.0483,2.7913,2.761,0.9604,0.9698,0.8308,3.5558,4.7213,1.5675,1.6669,1.4869,-440.29,1.22,125.25,28.2
WUPYAI,81.69,0.22,213.24,1.84,10.35,12.5,36.5,24.8,15.5,811.45,-4.0652,-2.3935,2.07,2.1,-0.03,-0.01,2.54,3.13,3.18,2.42,83.38,78.14,89.48,98.43,0.2216,-0.1876,-0.0442,0.0808,-0.054,-0.6112,0.2073,-0.594,2.0611,2.6003,3.6525,1.4015,3.0897,2.0196,4.016,2.1145,28.8267,7.2642,5.8148,25.2211,7.0191,8.5233,5.7584,8.3996,0.6081,0,0.6936,0.3268,0.4773,0.3774,2.02,1.1697,2.9284,0.9982,1.1217,0.9005,3.2141,3.8944,1.3007,1.298,1.2956,3.7545,3.443,3.875,3.6906,10.1561,2.0193,2.0491,2.024,2.0464,2.0174,6.3361,12.5535,4.1729,4.1548,4.2258,9.8888,1.9647,1.9846,1.9929,1.969,1.9776,1.3437,1.2395,1.1967,0.1169,0.0204,0.0286,0.0167,1.5707,1.6312,1.5182,0.3661,0.0477,0.094,0.0534,2.7901,2.762,0.9935,0.965,0.8035,3.5553,4.7331,1.5486,1.7062,1.4782,-415.87,1.23,126.05,39.4
TUBRUD,62.45,1,160.95,2.76,7.52,11.31,28.5,21.3,14.6,716.3,-3.386,-2.3706,2.03,2.18,0.04,-0.1,2.48,3.24,2.99,2.47,87.51,81.71,88.93,101.73,0.2866,-0.1808,-0.0368,0.0334,-0.5951,-0.5724,0.2011,-0.6112,2.0839,2.5954,3.7568,1.4357,1.925,1.8884,4.0551,2.0849,28.9133,7.2501,5.8593,25.2376,8.5491,8.5405,5.7896,8.4219,0.6596,0,0.6827,0.3319,0.514,0.3774,1.9802,1.1964,2.9347,1.0284,1.0908,0.8917,3.214,3.8877,1.3751,1.1963,1.3164,3.7586,3.6665,3.8391,3.5533,10.1491,2.0258,2.0445,2.0222,2.0246,2.0321,6.3341,12.5063,4.1513,4.1437,4.2112,9.8729,1.9776,1.9808,1.9786,1.9564,1.9795,1.5749,1.4702,1.662,0.3589,0.0652,0.0965,0.056,1.5311,1.6589,1.5127,0.3278,0.0513,0.085,0.0457,2.7899,2.7683,0.9742,0.9928,0.8013,3.5587,4.7575,1.7732,1.4954,1.489,-385.74,1.23,126.4,38.2
ROXHUK,80.09,0.64,220.23,2.37,7.62,14.46,36.8,27.8,18.1,850.87,-4.2184,-3.103,1.95,2.19,0.02,-0.1,2.53,3.19,2.76,2.55,89.56,77.79,88.41,103.52,0.2649,-0.1712,-0.0164,-0.0241,-0.5944,-0.0399,0.2153,-0.5593,2.3621,2.7565,3.7688,1.3376,2.1243,3.0902,3.9964,2.0449,28.8384,7.2263,5.9645,25.2558,8.5053,7.0453,5.7594,8.3841,0.5914,0,0.6474,0.4161,0.5537,0.3776,1.9337,1.1661,2.9316,0.9592,1.1407,0.8945,3.2121,3.8788,1.2871,1.2232,1.3685,3.7835,3.6652,3.9191,3.5313,10.1249,2.0197,2.0304,2.0087,2.037,2.029,6.32,12.5803,4.2297,4.1301,4.2205,9.8348,1.9829,1.9383,1.9957,1.968,1.9499,1.489,1.613,1.5662,0.4248,0.0668,0.1048,0.0773,1.4095,1.2116,1.1348,0.1158,0.0224,0.0242,0.014,2.7926,2.7521,0.8906,0.9567,0.9047,3.5552,4.7004,1.5703,1.6151,1.5151,-433.62,1.22,124.16,25
ZZZBWY10,95.16,0.52,206.28,1.83,11.26,8.98,40,32.4,18.8,805.32,-3.2325,-2.0636,1.94,2.02,-0.03,-0.03,2.58,3.17,3.24,2.39,81.02,79.45,89.38,99.6,0.3466,-0.1884,-0.0568,0.0644,-0.8509,-0.5061,0.2064,-0.6012,2.1468,2.5533,3.6974,1.327,1.786,1.9465,4.0259,2.1354,28.7962,7.2708,5.8208,25.2743,8.5576,8.432,5.7583,8.3969,0.4906,0,0.7328,0.313,0.6226,0.3776,2.0506,1.173,2.9289,0.9833,1.1206,0.9275,3.2136,3.8958,1.301,1.2465,1.3483,3.7519,3.564,3.9004,3.5494,10.1699,2.0292,2.0623,2.0163,2.0353,2.0268,6.2897,12.5145,4.1657,4.1653,4.1834,9.8492,1.9787,1.9776,1.9603,1.9778,1.9548,1.7174,1.6989,1.4341,0.4637,0.0532,0.1307,0.0848,1.5812,1.6199,1.4227,0.3802,0.0409,0.1079,0.0643,2.7886,2.7642,1.0102,0.9715,0.7825,3.5542,4.7349,1.6295,1.6467,1.4587,-404.01,1.23,126.38,41.9
ISUXIE,85.15,0.07,193.83,2.28,6.18,6.51,36.4,27.4,14.6,587.49,-3.1842,-2.2831,1.96,2.09,-0.04,-0.06,2.53,3.3,3.1,2.45,84.11,83.19,89.09,103.41,0.2248,-0.1865,-0.0434,0.0121,-0.8262,-0.1082,0.2106,-0.617,2.1677,2.5924,3.8079,1.3943,1.8037,3.1954,3.9505,2.0258,28.8432,7.2266,5.892,25.2532,8.5214,7.0585,5.7347,8.4337,0.593,0,0.7282,0.2927,0.5641,0.3777,1.8752,1.2237,2.9327,0.9929,1.1139,0.9115,3.2191,3.8892,1.3614,1.237,1.2908,3.7619,3.5818,3.8409,3.6472,10.1561,2.025,2.0524,2.0289,2.0307,2.0191,6.3426,12.5694,4.1967,4.144,4.2287,9.8633,1.9757,2.0239,1.9556,1.9509,1.9572,1.7028,1.7068,1.4319,0.433,0.0497,0.0958,0.0612,1.2264,1.3425,1.2866,0.0928,0.0157,0.0194,0.0132,2.7869,2.7615,0.9948,0.9449,0.8217,3.5542,4.7388,1.6723,1.56,1.5065,-390.71,1.23,126.44,41.6
KUFNIL,88.15,-1.43,189.63,2.28,8.45,11.54,31.1,22.4,15.2,741.31,-4.2967,-3.5832,1.91,2.14,0.06,-0.03,2.51,3.02,2.97,2.52,90.24,73.66,88.11,97.47,0.258,-0.1661,-0.0246,0.0169,-0.5664,-0.0865,0.2126,-0.5782,2.459,2.775,3.6877,1.363,2.1113,3.1264,3.9589,2.0646,28.8703,7.248,5.9383,25.2317,8.5203,7.0161,5.7309,8.4024,0.5908,0,0.6102,0.4666,0.6621,0.3777,1.9466,1.1583,2.9318,0.9984,1.1248,0.8782,3.203,3.8812,1.3044,1.2435,1.3333,3.7713,3.5228,3.9072,3.6431,10.1387,2.0232,2.0517,2.0142,2.0314,2.0181,6.3034,12.6159,4.2253,4.1743,4.2162,9.8227,1.9246,1.9232,2.0018,1.9861,1.987,1.4706,1.7241,1.4579,0.406,0.0318,0.1273,0.0498,1.1778,1.2009,1.448,0.0928,0.0162,0.0357,0.0096,2.7911,2.7558,0.997,0.9666,0.7921,3.5528,4.7097,1.5926,1.6702,1.4469,-441.43,1.22,124.65,34.4
KUYXIO,90.06,2.71,188.31,2.71,9.98,6.84,36.1,30.6,21.1,735.08,-3.9113,-2.5081,2,2.09,-0.04,-0.07,2.55,3.08,2.96,2.46,86.24,75.97,89.25,98.47,0.3333,-0.1791,-0.0393,0.0535,-0.4912,-0.479,0.2072,-0.59,2.0687,2.6618,3.7233,1.3417,2.1189,1.9421,3.9919,2.0884,28.8137,7.2699,5.9178,25.2498,8.4021,8.4706,5.7589,8.3874,0.5524,0,0.6633,0.417,0.4522,0.3779,1.9964,1.1599,2.9308,1.0259,1.0823,0.9067,3.211,3.8878,1.218,1.3217,1.3481,3.7617,3.6262,3.8691,3.5356,10.154,2.0249,2.0466,2.0136,2.0345,2.0344,6.2803,12.5118,4.1828,4.146,4.1829,9.8746,1.983,1.9629,1.9944,1.9731,1.9612,1.4212,1.7017,1.4836,0.3856,0.0463,0.1132,0.0487,1.5703,1.6043,1.4323,0.381,0.0374,0.1085,0.0498,2.7914,2.7613,0.9525,0.9748,0.8339,3.5555,4.7197,1.493,1.7551,1.4716,-440.2,1.23,125.07,23.8
YOJDEH,80.91,1.35,220.85,2.86,8.21,9.63,41.2,32.9,19.8,725.59,-4.3717,-3.197,1.98,2.1,0,-0.07,2.57,3.12,3.02,2.5,87.02,75.93,89.12,101.08,0.1661,-0.182,-0.0273,-0.0059,-0.1282,-0.1078,0.2203,-0.5983,2.2439,2.7747,3.7152,1.311,3.2947,3.1518,3.9035,2.029,28.756,7.2713,5.9253,25.2555,7.1867,7.0575,5.7024,8.417,0.5061,0,0.6714,0.4309,0.4954,0.3779,1.8654,1.1745,2.9298,1.0152,1.1084,0.8814,3.2124,3.8895,1.2618,1.296,1.3318,3.782,3.5523,3.8845,3.6543,10.1328,2.0195,2.0499,2.0164,2.0298,2.017,6.3561,12.6349,4.2086,4.1813,4.245,9.843,1.9746,1.9709,1.9669,1.9729,1.9577,1.2757,1.3252,1.2676,0.0915,0.0129,0.0192,0.0118,1.2203,1.2365,1.3975,0.0913,0.0174,0.0302,0.0097,2.7922,2.7478,1.0049,0.9717,0.7712,3.5512,4.7169,1.5361,1.7334,1.4474,-442.63,1.22,124.85,33.1
OQONEP,78.86,0.45,235.29,2.38,10.24,10.51,36.6,27.3,18.6,903.52,-4.2214,-3.6382,1.97,2.19,0.01,-0.08,2.53,3.18,2.85,2.58,91.21,77.04,88.43,103.16,0.2434,-0.1701,-0.0084,-0.0549,-0.6064,-0.0631,0.2167,-0.5571,2.3687,2.7575,3.7446,1.3291,2.1401,3.124,3.9989,2.0664,28.8273,7.231,5.9686,25.2769,8.4907,7.0684,5.7456,8.3934,0.6109,0,0.6368,0.4347,0.5084,0.378,1.9547,1.1646,2.9315,0.9965,1.1239,0.867,3.2099,3.88,1.3533,1.2398,1.2869,3.787,3.5539,3.9026,3.6888,10.1227,2.0176,2.0449,2.0151,2.0303,2.0148,6.3307,12.5968,4.2201,4.1363,4.2405,9.8291,1.9666,1.9255,1.9905,1.9608,1.9857,1.5535,1.6121,1.5057,0.4338,0.0498,0.1258,0.0539,1.2977,1.257,1.2204,0.1144,0.0179,0.0256,0.0184,2.7922,2.751,1.015,0.9356,0.8003,3.5536,4.7014,1.6554,1.6019,1.4441,-433.82,1.22,124.48,33.1
FIXJAX,83.78,-1.18,219.39,2.24,7.57,6.97,36.7,25.9,15.5,616.27,-4.3479,-3.3404,1.9,2.08,0.06,-0.04,2.54,3.02,2.98,2.52,89.61,73.3,88.11,97.68,0.2565,-0.1658,-0.0234,0.0323,-0.0473,-0.653,0.2128,-0.5975,2.5015,2.7699,3.687,1.3597,3.3121,2.0314,3.9604,2.0233,28.8622,7.2354,5.9485,25.2178,7.1399,8.5036,5.7386,8.4119,0.5723,0,0.6246,0.4862,0.7067,0.3781,1.8775,1.1722,2.9315,0.9977,1.0792,0.9236,3.1989,3.8852,1.2977,1.2218,1.3658,3.7764,3.5349,3.902,3.6233,10.131,2.0266,2.0445,2.0142,2.0294,2.0163,6.3234,12.628,4.2286,4.1444,4.255,9.7921,1.9847,1.8545,1.9882,1.9912,1.9736,1.2265,1.1859,1.3973,0.0973,0.0202,0.0324,0.0107,1.5849,1.6846,1.4516,0.4053,0.0426,0.1071,0.0483,2.7911,2.7558,0.9817,0.9646,0.8096,3.5535,4.7205,1.583,1.6338,1.5037,-436.19,1.22,124.48,33
LAJWIE,80.67,0.6,217.75,2.3,9.89,9.06,36.1,26.4,16.2,703.1,-4.0886,-3.0127,1.97,2.18,0.01,-0.04,2.53,3.19,2.92,2.52,88.71,78.31,88.77,102.71,0.2392,-0.1733,-0.0216,-0.0045,-0.5948,-0.0582,0.2127,-0.567,2.2945,2.7122,3.6761,1.3613,2.1,3.0739,4.033,2.0844,28.8428,7.2314,5.8902,25.2464,8.508,7.0209,5.7736,8.3852,0.6145,0,0.6553,0.3951,0.5302,0.3782,1.9894,1.1764,2.9314,0.994,1.139,0.8662,3.2122,3.881,1.3436,1.2324,1.305,3.7772,3.5315,3.9144,3.6488,10.1325,2.016,2.0528,2.0158,2.0317,2.0161,6.3233,12.584,4.2128,4.1331,4.238,9.8536,1.9711,1.945,2.0036,1.9648,1.9691,1.5379,1.6328,1.508,0.4105,0.051,0.1087,0.057,1.3573,1.21,1.2095,0.1156,0.0206,0.0295,0.018,2.7923,2.7551,1.0152,0.9626,0.7772,3.5551,4.7125,1.645,1.6299,1.4376,-428.34,1.22,124.95,32.6
YOKBUX,117.29,-22.59,214.18,3.6,10.16,5.73,54.1,39.9,19.7,692.05,-2.9274,-1.8123,2.32,2.08,-0.35,0,2.6,3.19,3.27,2.36,77.59,79.93,90.41,97.69,0.3616,-0.176,-0.0636,0.0674,-0.6728,-0.0808,0.2025,-0.6309,2.0753,2.6016,3.7848,1.267,1.8092,2.9458,3.9547,2.0828,28.7893,7.2453,5.8815,25.3117,8.3105,6.9584,5.6977,8.4328,0.4842,0,0.7325,0.2231,0.2128,0.3783,1.9393,1.2456,2.9262,0.9595,1.0839,0.9949,3.2119,3.8838,1.3014,1.1902,1.3922,3.7445,3.6683,3.7889,3.5581,10.1729,2.0351,2.0413,2.0391,2.0375,2.0199,6.2842,12.463,4.1717,4.1425,4.1489,9.8912,1.98,2.0007,1.9652,1.9865,1.9587,1.4029,1.7279,1.4787,0.5373,0.1048,0.1037,0.1044,1.3876,1.1994,1.1678,0.1245,0.0185,0.0292,0.0154,2.7874,2.7698,0.98,0.9836,0.8062,3.5592,4.7533,1.688,1.5528,1.5124,-413.78,1.23,126.84,62
FEDVAM,82.52,-0.23,178.23,1.96,11.09,9.02,29.1,19.5,11.4,735.24,-3.9036,-2.6103,2.01,2.14,0.02,-0.07,2.54,3.05,3.03,2.47,86.67,74.93,89.06,98.11,0.247,-0.1772,-0.0382,0.0174,-0.589,-0.0648,0.2101,-0.5831,2.0536,2.6745,3.6891,1.3204,2.096,3.0674,4.0134,2.1057,28.7707,7.268,5.909,25.2573,8.4822,7.0245,5.7594,8.385,0.553,0,0.6544,0.4224,0.4073,0.3783,2.0174,1.1469,2.9308,1.0363,1.0549,0.9227,3.2112,3.8859,1.2088,1.3488,1.3283,3.7682,3.5987,3.7942,3.6723,10.1491,2.0252,2.0501,2.0226,2.0288,2.0224,6.3222,12.5509,4.1502,4.1791,4.2215,9.8799,1.9819,1.9666,1.9862,1.9693,1.9759,1.5258,1.6475,1.5164,0.385,0.0396,0.1207,0.048,1.2618,1.1065,1.3765,0.1156,0.0209,0.0212,0.0126,2.7921,2.7584,1.0046,0.9801,0.7737,3.5547,4.7192,1.4994,1.7674,1.4524,-440.26,1.22,125.04,37.4
LOCDOX,81.66,-0.11,176.25,1.82,5.08,6.78,29.1,18.9,8.5,517.41,-3.8683,-2.4634,2.11,2.07,-0.08,0.02,2.56,3.05,3.05,2.46,85.59,74.8,89.57,98.26,0.246,-0.1797,-0.0409,0.0115,-0.0603,-0.5955,0.2107,-0.5848,1.998,2.6608,3.6809,1.2973,3.1092,2.0889,4.0097,2.1092,28.7744,7.2752,5.9002,25.2705,7.0493,8.4893,5.7578,8.3863,0.5278,0,0.6588,0.4197,0.4114,0.3783,2.0213,1.1391,2.9299,1.0195,1.0879,0.9091,3.2112,3.8885,1.2405,1.3043,1.3436,3.7695,3.5401,3.8866,3.6415,10.1508,2.0215,2.0608,2.0138,2.0325,2.0223,6.3302,12.5346,4.1793,4.1492,4.2061,9.8891,1.9655,1.9691,1.9881,1.9805,1.9859,1.2406,1.1174,1.3857,0.1165,0.0248,0.0212,0.015,1.566,1.6205,1.5198,0.3659,0.0412,0.1041,0.0451,2.7921,2.758,1.0046,0.9708,0.7827,3.555,4.7197,1.5227,1.7433,1.4537,-443.3,1.22,125.17,37.2
WOTKEX,89.48,5.5,214.81,3.56,7.58,7.93,43.5,35.8,22.9,702.49,-3.9201,-2.6369,2.09,2.09,-0.06,-0.07,2.6,3.08,2.99,2.45,84.44,75.17,90.39,98.83,0.2983,-0.1748,-0.0405,0.0334,-0.0494,-0.6153,0.2159,-0.5927,2.1046,2.6892,3.6769,1.3,2.9865,1.9841,3.8671,2.0641,28.8208,7.2809,5.8851,25.2565,7.1148,8.4856,5.6892,8.4038,0.5012,0,0.693,0.4187,0.4628,0.3784,1.9283,1.1517,2.9285,0.9826,1.0639,0.9702,3.2097,3.8856,1.2398,1.3558,1.2899,3.7708,3.5481,3.7808,3.72,10.1468,2.027,2.0279,2.0228,2.0445,2.0245,6.3281,12.4995,4.1312,4.1649,4.2034,9.8741,1.9546,1.9836,2.0005,1.9733,1.962,1.1504,1.3487,1.271,0.1164,0.0225,0.015,0.0428,1.4511,1.7368,1.5021,0.4046,0.1092,0.0459,0.1128,2.791,2.7548,0.9799,0.9848,0.79,3.5542,4.7097,1.4865,1.776,1.4472,-440.47,1.23,125.13,36.6
DIQCIR,83.77,0.15,195.32,2.01,4.86,7.28,33.2,22.6,11.2,558.27,-3.7554,-2.3007,1.93,2.1,-0.01,-0.04,2.53,3.18,3.15,2.43,83.19,79.78,88.5,99.52,0.0973,-0.197,-0.0436,0.0612,-0.1403,-0.058,0.2061,-0.6381,2.1704,2.6059,3.7145,1.3869,3.1204,3.1473,3.9836,2.074,28.843,7.2617,5.8623,25.2246,7.0279,7.0241,5.7474,8.4378,0.5788,0,0.7027,0.308,0.5939,0.3784,1.9568,1.2225,2.931,0.9983,1.1262,0.8942,3.2149,3.9029,1.3045,1.2725,1.3259,3.7573,3.5127,3.9116,3.6005,10.1567,2.025,2.0561,2.019,2.0348,2.0217,6.3719,12.6384,4.1962,4.2131,4.2292,9.8924,1.9804,1.9677,2.0004,1.9696,1.9742,1.3096,1.1785,1.3393,0.1218,0.0248,0.0297,0.0133,1.2015,1.1224,1.4403,0.1201,0.0289,0.0311,0.0129,2.7903,2.7628,1.0131,0.9697,0.7801,3.5554,4.7556,1.6012,1.6758,1.4785,-414.2,1.23,126.33,40.2
TEYQET,93.67,-1.55,193.17,3.29,9.19,10.82,35.6,30,22.6,803.01,-4.2848,-3.018,1.92,2.07,0,-0.02,2.54,2.99,3.02,2.51,89.01,72.63,89.29,96.13,0.337,-0.1701,-0.0267,0.0172,-0.5583,-0.497,0.211,-0.5707,2.3289,2.713,3.6704,1.3165,2.0176,2.0422,4.0063,2.0893,28.8233,7.2532,5.9389,25.2509,8.477,8.3916,5.7635,8.382,0.581,0,0.6159,0.4443,0.5516,0.3785,1.9884,1.1548,2.9311,1.0095,1.0848,0.9089,3.2063,3.8831,1.2559,1.2774,1.3498,3.7739,3.5178,3.9071,3.6483,10.1356,2.0209,2.052,2.0115,2.0328,2.0185,6.2797,12.5565,4.195,4.1594,4.2021,9.8269,1.9544,1.9514,1.9645,1.9793,1.9774,1.4949,1.6643,1.4693,0.4454,0.0537,0.1228,0.0542,1.5386,1.5811,1.4875,0.3835,0.0334,0.1098,0.0477,2.7918,2.7572,1.0019,0.9637,0.7917,3.5536,4.7094,1.5343,1.7128,1.4623,-444.7,1.22,124.85,33.3
