Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,PC_Buried_Volume_35A,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-N,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_Cu,Atomic_Population_I,Bond_Order_Cu-I,Bond_Order_C-I,Bond_Order_Cu-N,Orbital_Charge_N_s,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L1_dyz,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_d,ImgFreq,Ea
UMIRAL,96.23,1.99,199.83,32.5,14.3,-3.1031,-2.4285,1.95,2,88.79,98.21,0.3646,-0.3057,-0.148,0.1126,1.297,1.9741,28.825,25.2345,0.3919,0.7787,0.5645,3.2467,1.3623,1.1807,1.4409,3.7232,3.7049,4.2218,9.7888,1.6322,0.0899,1.5231,1.6489,0.4425,-154.9,20.8
VORCOV,84.02,1.06,182.28,32.3,10.6,-2.8782,-1.2592,2.12,1.94,90.82,103.16,0.1834,-0.3574,-0.1839,0.1029,1.1366,3.1223,28.8656,25.2218,0.1127,0.9347,0.6506,3.2387,1.3327,1.2384,1.4715,3.7276,3.8916,4.2456,9.8593,1.2947,0.0138,1.3151,1.1933,0.0941,-77.52,20.8
VOQNEV,96.23,2.25,200.29,32.6,14.3,-3.1396,-2.5307,1.95,2,88.83,98.65,0.3699,-0.3045,-0.1469,0.1132,1.3002,1.9913,28.8231,25.2313,0.3943,0.7814,0.5627,3.2473,1.3597,1.1871,1.4354,3.7236,3.6349,4.2239,9.7826,1.6372,0.0918,1.4958,1.6865,0.4432,-157.98,20.8
BAMJIL,94.62,1.84,193.63,37,15.7,-1.9274,-1.2495,2,1.97,84.35,89.86,0.3106,-0.3214,-0.1688,-0.0209,1.2511,1.8044,28.8987,25.4041,0.5384,0.5499,0.5779,3.2414,1.295,1.2593,1.45,3.7287,3.8994,4.2283,9.7772,1.711,0.0755,1.7285,1.7024,0.451,-83.98,20.8
COBXEZ,77.01,0.88,175.77,31.8,13.5,-3.1399,-1.2872,2.37,1.95,90.62,99.61,0.2869,-0.3309,-0.1674,0.0784,1.1671,2.0211,28.811,25.2502,0.1836,0.8848,0.6323,3.2405,1.317,1.2652,1.432,3.7294,3.9225,4.1847,9.815,1.4818,0.0596,1.3085,1.3255,0.0803,-111.83,20.8
FEPMUL,84.72,11.46,187.87,32.2,14.6,-3.5182,-2.8255,1.96,1.98,87.87,98.62,0.3818,-0.279,-0.1188,0.113,1.3679,1.9745,28.9088,25.2083,0.4846,0.709,0.5871,3.2449,1.3682,1.2014,1.3888,3.7319,3.8476,4.1859,9.7607,1.5611,0.1078,1.6109,1.5826,0.449,-241.06,20.8
LAXQUZ,84.98,12.14,187.96,32.8,15.7,-3.5209,-2.8608,1.96,1.97,87.67,98.84,0.3951,-0.2745,-0.1163,0.127,1.3815,1.9517,28.8918,25.2003,0.4732,0.703,0.5871,3.2442,1.3607,1.206,1.3877,3.7313,3.8408,4.1818,9.7509,1.5537,0.1119,1.6367,1.5872,0.4277,-252.41,20.8
HOKSEH,85.55,-3.39,186.26,30.1,16.6,-3.9631,-3.4214,2,1.94,87.15,100.9,0.3275,-0.2556,-0.0984,0.1346,1.469,2.1097,28.9252,25.1677,0.5862,0.678,0.6069,3.2399,1.3429,1.2147,1.3797,3.7357,3.9097,4.2312,9.7797,1.4699,0.0737,1.4655,1.6007,0.3876,-319.07,20.8
PAXCEZ,85.62,-2.08,196.1,31.1,18.1,-4.0818,-3.6009,1.95,1.93,86.45,101.26,0.3774,-0.2426,-0.0973,0.1832,1.5183,1.993,28.8744,25.1251,0.5672,0.704,0.6166,3.2419,1.3646,1.2049,1.353,3.7337,3.8682,4.2378,9.724,1.5691,0.0854,1.547,1.5901,0.4626,-308.12,20.8
CERDIM,79.07,-12.33,220.91,36.2,18,-3.868,-3.7633,2.03,2,93.13,102.39,0.3208,-0.2557,-0.1318,0.1802,1.3878,3.2579,28.8362,25.1292,0.3754,0.8344,0.6016,3.2437,1.2803,1.2892,1.3645,3.7318,3.8772,4.205,9.8022,1.3019,0.0195,1.538,1.6175,0.4467,-339.48,20.7
PEZPOB,82.98,4.86,216.49,31.8,17,-3.4769,-2.4671,2.06,1.97,91.68,103.28,0.3417,-0.3091,-0.154,0.052,1.1615,3.2192,28.7755,25.2656,0.1687,0.8486,0.6565,3.2458,1.2319,1.3574,1.3983,3.744,3.7168,4.1806,9.8401,1.3324,0.0179,1.4759,1.7495,0.3961,-170.25,20.7
VACYEE,84.01,2.03,180.26,31.8,14.9,-2.7965,-1.3126,2.04,1.96,87.42,94.58,0.2923,-0.3167,-0.1547,0.0979,1.3043,1.6346,28.8585,25.2681,0.4522,0.7335,0.5969,3.2414,1.3076,1.2433,1.4482,3.7174,3.8905,4.2197,9.8396,1.7803,0.0531,1.5067,1.6993,0.3915,-130.59,20.7
ARUZOE,63.3,-0.03,157.12,24.1,8.4,-3.0072,-2.0133,2.1,1.93,88.18,96.16,0.2948,-0.3218,-0.1561,0.1319,1.3533,1.9252,28.9169,25.2222,0.4667,0.7607,0.6211,3.2372,1.3161,1.2368,1.4545,3.7136,3.9189,4.2104,9.8415,1.5572,0.0554,1.5639,1.4742,0.3508,-123.37,20.7
YOTKEZ,63.13,0.01,156.7,24.1,8.4,-3.0557,-2.1267,2.11,1.94,88.14,96.42,0.2922,-0.3211,-0.1553,0.1359,1.3619,1.9289,28.9166,25.2184,0.4757,0.7575,0.6197,3.2377,1.3001,1.2552,1.4509,3.713,3.9191,4.2058,9.8426,1.5489,0.0559,1.5588,1.4689,0.3504,-122.43,20.7
ETAZAB,94.43,3.62,194.06,30.8,10.5,-2.4784,-1.3922,2,1.99,86.02,91.92,0.2856,-0.3129,-0.1509,0.0688,1.3508,1.8953,28.885,25.2978,0.5632,0.6396,0.5564,3.2474,1.3191,1.2284,1.4426,3.7183,3.9059,4.227,9.8268,1.6316,0.0833,1.5708,1.6959,0.378,-114.78,20.7
JIKNOJ,91.27,1.5,192.91,30.6,10,-3.3687,-2.8251,2,1.95,87.5,97.86,0.3354,-0.2925,-0.1309,0.1361,1.3765,1.8554,28.7939,25.2109,0.4712,0.7265,0.5942,3.2395,1.3362,1.2096,1.4307,3.7208,3.8521,4.2294,9.8007,1.6612,0.0797,1.6018,1.6182,0.3923,-204.2,20.7
URELIO,64.66,-0.87,160.91,24.6,8,-3.1916,-2.2704,2.06,1.94,87.57,97.01,0.2846,-0.3029,-0.1401,0.1191,1.396,1.9536,28.9332,25.2254,0.5334,0.7049,0.5998,3.2408,1.3271,1.2293,1.4283,3.7167,3.9169,4.2196,9.8316,1.5438,0.0562,1.5667,1.4732,0.3583,-181.65,20.7
REVHIL,63.76,-0.26,158.51,24.3,8.6,-3.1733,-2.7427,2.09,1.94,87.95,96.9,0.2946,-0.3083,-0.1446,0.1232,1.3769,1.9396,28.9236,25.2224,0.5028,0.7291,0.609,3.2398,1.3231,1.2329,1.4351,3.717,3.9171,4.2124,9.8356,1.5522,0.0563,1.5547,1.4704,0.3539,-171.98,20.7
ZZZFLM01,63.94,-0.34,158.86,24.3,7.8,-3.0763,-2.0823,2.09,1.94,87.89,96.39,0.2904,-0.3163,-0.1514,0.1351,1.3812,1.9325,28.9199,25.2176,0.4974,0.7435,0.612,3.2388,1.3244,1.2289,1.447,3.7132,3.9175,4.2183,9.8339,1.5643,0.0564,1.5555,1.4757,0.3416,-134.17,20.7
DEDDEV,82.89,13.92,185.2,32.3,19.3,-3.6673,-2.8552,1.91,1.95,87.27,100.85,0.4388,-0.2678,-0.1091,0.1451,1.3822,2.0365,28.8693,25.2117,0.4463,0.6751,0.615,3.2437,1.2074,1.3543,1.386,3.7404,3.5872,4.2067,9.7383,1.5141,0.1097,1.5687,1.7445,0.4516,-291.23,20.7
ARADED,83.41,-0.45,182.45,30,13.5,-3.3568,-2.3031,2.07,1.96,88.44,97.52,0.196,-0.3057,-0.1381,0.1196,1.3681,1.982,28.8456,25.2182,0.4756,0.7371,0.5868,3.2425,1.2749,1.2765,1.4355,3.7216,3.9102,4.2272,9.8493,1.5284,0.0718,1.2131,1.1915,0.1268,-188.97,20.7
PODZAM,82.28,1.8,177.63,29,14.8,-2.4839,-1.202,2.18,1.93,87.75,96.59,0.3259,-0.3491,-0.185,0.1488,1.2456,1.9501,28.8487,25.2366,0.2889,0.8634,0.635,3.2333,1.2937,1.3001,1.4454,3.7086,3.8988,4.2353,9.8087,1.5673,0.08,1.8014,1.5565,0.4054,-56.39,20.7
SODDIY,90.02,-0.46,190.66,34.2,12.2,-2.1027,-1.6201,1.97,1.96,86.03,93.18,0.289,-0.3046,-0.1616,0.0064,1.2774,1.7484,28.9134,25.3696,0.501,0.6234,0.5626,3.245,1.3135,1.2405,1.4285,3.7191,3.8755,4.2308,9.7975,1.7564,0.0775,1.7583,1.7111,0.4325,-141.68,20.7
WAHGUI,86.94,-0.98,193.87,32.6,13,-3.6655,-3.0401,1.98,1.95,86.54,98.72,0.2115,-0.2737,-0.1099,0.101,1.4157,1.9322,28.8936,25.2058,0.5483,0.6755,0.5814,3.2453,1.2984,1.2613,1.3919,3.7331,3.9171,4.2446,9.7918,1.5507,0.0751,1.1801,1.314,0.0965,-280.93,20.7
BICXAP,82.13,1.49,176.48,29.2,18.5,-2.7537,-1.2941,2.24,1.94,88.6,97.82,0.3142,-0.3256,-0.1709,0.1188,1.2677,1.9519,28.8322,25.2531,0.3368,0.8189,0.6156,3.2384,1.3469,1.2321,1.4311,3.7114,3.9077,4.1835,9.8202,1.4891,0.0745,1.8118,1.7037,0.3852,-97.68,20.7
COKSUR,87.04,0.24,195.44,33.4,11.5,-3.2532,-1.99,1.96,1.97,86.07,97.02,0.1853,-0.2892,-0.1244,0.0957,1.4037,1.8962,28.9281,25.227,0.5554,0.671,0.5619,3.2472,1.303,1.2495,1.414,3.7241,3.9209,4.2478,9.8072,1.5771,0.0789,1.1808,1.307,0.0986,-212.25,20.7
HOPKOM,84.14,2.4,212.66,40.1,18.2,-2.5046,-1.2411,1.95,1.99,86.5,93.53,0.1905,-0.3226,-0.1636,0.1271,1.381,2.8823,28.8469,25.2618,0.484,0.701,0.5262,3.2456,1.3594,1.1873,1.4549,3.7017,3.8158,4.2648,9.8381,1.4022,0.009,1.5421,1.6891,0.3737,-103.86,20.6
BODLEN,64.18,-0.63,159.93,24.4,11.1,-3.2721,-2.4074,2.03,1.94,88,97.73,0.2957,-0.3031,-0.1406,0.1282,1.3938,1.9773,28.9363,25.2131,0.5125,0.7235,0.6045,3.2404,1.3349,1.2248,1.4256,3.7172,3.9132,4.2134,9.827,1.5408,0.0593,1.5655,1.4729,0.3727,-183.67,20.6
QERCEW,64.68,-1.08,160.89,24.5,8.4,-3.6355,-3.1217,2.03,1.94,88.16,99.15,0.3206,-0.2796,-0.12,0.1163,1.412,1.9333,28.9255,25.2031,0.5366,0.6946,0.6012,3.2406,1.3188,1.2406,1.4011,3.7282,3.9197,4.219,9.8063,1.5385,0.0468,1.5372,1.6568,0.3442,-275.54,20.6
TOVJAS,89.97,7.85,192.54,32.6,15.3,-3.2576,-2.5014,1.97,2.01,88.31,97.55,0.3471,-0.3005,-0.1329,0.1203,1.3658,1.9945,28.8624,25.2215,0.495,0.7248,0.541,3.2499,1.377,1.1977,1.4013,3.7238,3.7759,4.2244,9.7987,1.6189,0.0899,1.5272,1.5946,0.4394,-189.76,20.6
WAJRAE,86.39,0.72,185.46,28.8,13.2,-2.2794,-1.2367,1.99,1.94,86.65,92.37,0.2955,-0.3186,-0.1596,0.0632,1.2861,1.9017,28.8623,25.3119,0.4458,0.7021,0.5971,3.2376,1.339,1.2081,1.4564,3.7184,3.8412,4.2235,9.8183,1.6223,0.0861,1.6499,1.5861,0.3901,-100.42,20.6
CIKXOK,64.25,-0.63,159.74,24.4,7.5,-3.1733,-2.3088,2.08,1.94,87.86,96.98,0.2887,-0.3082,-0.1448,0.1295,1.3927,1.9457,28.9256,25.2175,0.5161,0.7262,0.6061,3.2399,1.3284,1.2255,1.4372,3.7153,3.9164,4.2201,9.831,1.5609,0.0564,1.5512,1.475,0.3434,-159.64,20.6
MHPOAT,87.03,0.92,187.92,29,9.5,-2.4922,-1.5962,1.94,1.96,86.26,93.35,0.2852,-0.3175,-0.1605,0.0952,1.3449,1.9836,28.9198,25.2774,0.494,0.6984,0.5763,3.2423,1.3392,1.2097,1.4499,3.7112,3.8592,4.2343,9.8187,1.5912,0.0764,1.6559,1.7242,0.3887,-113.91,20.6
TIPVAR01,85.33,0.99,211.86,33.7,11.7,-2.2819,-1.2175,2.02,1.96,85.64,92.39,0.1972,-0.3464,-0.1751,0.1101,1.3049,1.7753,28.9114,25.2708,0.3995,0.7754,0.5928,3.237,1.3402,1.2178,1.4755,3.7129,3.8475,4.2467,9.8201,1.6786,0.0931,1.4167,1.1488,0.0872,-63.86,20.6
PIJHOG,86.27,1.5,185.69,28.7,9.4,-2.3815,-1.3359,2,1.95,85.66,91.83,0.2865,-0.322,-0.1607,0.0628,1.3271,1.9314,28.9276,25.3118,0.519,0.6488,0.593,3.2415,1.3239,1.2309,1.4493,3.7184,3.8886,4.2308,9.8134,1.6156,0.0886,1.6723,1.5905,0.3948,-94.25,20.6
IZOXAX,85.52,10.85,186.27,32.4,21,-3.2216,-2.4716,1.97,1.99,88.31,96.86,0.3482,-0.2963,-0.1363,0.1162,1.3587,2.0101,28.9382,25.2217,0.4916,0.7338,0.5751,3.2464,1.3947,1.1994,1.3806,3.7219,3.8113,4.2001,9.8068,1.4827,0.0774,1.5649,1.7409,0.393,-185.19,20.6
ZAZGIS,84.1,11.93,186.75,32.2,16,-3.5052,-2.8133,1.96,1.98,88,98.33,0.3845,-0.2804,-0.1202,0.1175,1.3663,1.9756,28.9079,25.2073,0.4766,0.7091,0.5899,3.244,1.3662,1.19,1.4044,3.7311,3.768,4.2004,9.7625,1.55,0.1038,1.5737,1.6481,0.448,-236.52,20.6
VUDVEX,83.74,0.33,200.44,35.8,17.9,-3.8593,-3.6631,2.09,1.95,89.89,101.29,0.2062,-0.2922,-0.1128,0.0906,1.3374,2.9921,28.8484,25.2038,0.4303,0.7277,0.6478,3.2372,1.3144,1.234,1.4293,3.7463,3.9107,4.2556,9.7941,1.3064,0.0281,1.3704,1.0985,0.1527,-297.44,20.6
BEWLIY10,77.14,1.05,216,35.2,16.3,-3.7138,-2.7226,2.42,1.94,89.27,99.89,0.2502,-0.3006,-0.1244,0.1426,1.3856,2.0001,28.87,25.1849,0.4714,0.7489,0.6226,3.2371,1.3052,1.2781,1.4038,3.7283,3.8803,4.2063,9.8068,1.5355,0.0679,1.2742,1.2432,0.1212,-233.11,20.6
GOFGIT,78.43,1.67,202.81,37.6,20,-3.9075,-3.3816,1.9,1.97,89.53,101.3,0.1946,-0.2822,-0.1171,0.1346,1.4236,3.3432,28.7821,25.1593,0.4916,0.7607,0.5783,3.2468,1.3506,1.255,1.3525,3.7338,3.8862,4.201,9.8092,1.2771,0.0144,1.3555,1.2896,0.0612,-268.08,20.5
APIFAH,81.61,0.79,177,28.2,14.6,-3.6859,-3.086,1.87,1.94,88.56,98.85,0.2687,-0.296,-0.1238,0.1455,1.4306,2.1504,28.8272,25.1764,0.5287,0.7179,0.6021,3.2382,1.3221,1.2355,1.4232,3.723,3.8962,4.2448,9.8209,1.5155,0.0965,1.2771,1.2656,0.1135,-240.56,20.5
XEBPOM,80.34,3.63,181.88,38.4,24.2,-3.0943,-1.7342,1.99,1.93,93.01,102.84,0.4267,-0.3118,-0.1689,0.0812,1.1062,1.7249,28.8617,25.2672,0,0.9322,0.662,3.2409,1.3615,1.2053,1.426,3.7304,3.7373,4.1987,9.8163,1.5155,0.1029,1.5394,1.5543,0.4004,-129.4,20.5
MIZMIT01,84.87,-0.12,193.86,32.7,9.8,-3.1481,-1.814,1.93,1.95,88.41,96.58,0.2109,-0.3165,-0.1512,0.1496,1.3498,3.2653,28.8292,25.203,0.4218,0.7772,0.583,3.238,1.3357,1.2096,1.4572,3.7134,3.8809,4.255,9.8251,1.2227,0.0114,1.5787,1.6867,0.3674,-143.69,20.5
BINVIF,62.59,0.05,155.28,24.1,8,-3.0387,-2.2302,2.08,1.94,88.22,96.96,0.2809,-0.3172,-0.1519,0.1162,1.3587,1.9188,28.9226,25.2344,0.4849,0.7406,0.6145,3.2392,1.33,1.2252,1.4456,3.7156,3.9165,4.2094,9.8484,1.5566,0.0409,1.5528,1.6604,0.3241,-146.57,20.5
EMAWUL,92.4,1.95,194.97,30.2,11.3,-3.6069,-3.2078,1.9,1.97,87.84,100.15,0.3498,-0.2753,-0.1203,0.1167,1.3865,2.0678,28.8148,25.2047,0.4912,0.7247,0.5793,3.2435,1.3334,1.2215,1.4003,3.7324,3.9097,4.2381,9.7788,1.5562,0.1035,1.5563,1.5894,0.4124,-252.54,20.5
NOSYUP,80.03,-3.67,229.55,35.9,15.5,-3.8796,-3.6809,1.97,2,92.23,99.81,0.3243,-0.2478,-0.1308,0.219,1.4254,2.0914,28.8286,25.1234,0.4295,0.8325,0.5527,3.2448,1.3209,1.2479,1.3559,3.7222,3.4296,4.2272,9.8006,1.5294,0.0995,1.2329,1.2332,0.1169,-316.75,20.5
RAFTUO,63.01,0.09,156.58,25.5,14.6,-2.9852,-1.9684,2.08,1.93,88.24,96.7,0.2919,-0.3208,-0.156,0.1226,1.3461,1.8862,28.9237,25.2303,0.4641,0.7565,0.6242,3.2378,1.3226,1.2312,1.4519,3.7143,3.9189,4.2074,9.8452,1.5478,0.0444,1.5554,1.6546,0.3584,-126.18,20.5
CIWXAK,81.69,3.97,179.12,31.9,15.9,-3.8781,-2.8417,2.05,1.95,88.79,98.36,0.3967,-0.2738,-0.1149,0.1178,1.3489,1.8321,28.7919,25.2071,0.4337,0.7218,0.6266,3.2402,1.2842,1.3486,1.3243,3.7392,3.6216,4.118,9.7929,1.641,0.0951,1.4938,1.6987,0.3901,-286.68,20.5
MULHEH,92.45,4.82,193.31,35.8,15.5,-3.1039,-2.3434,1.93,1.97,87.91,97.71,0.35,-0.2977,-0.14,0.1111,1.317,2.0307,28.8686,25.2515,0.4438,0.71,0.588,3.2451,1.244,1.304,1.4285,3.7234,3.8867,4.2201,9.8025,1.5441,0.1021,1.6942,1.632,0.4152,-206.29,20.5
IXOJOU03,63.38,-0.14,157.34,24.2,8.4,-3.0441,-1.9694,2.1,1.94,88.11,96.35,0.2931,-0.3204,-0.1547,0.1356,1.3656,1.9329,28.919,25.2181,0.4801,0.7545,0.6183,3.2378,1.3222,1.2322,1.4511,3.7128,3.918,4.211,9.8411,1.5533,0.0551,1.5592,1.4733,0.3506,-127.79,20.5
OPULUI,17.82,-0.95,163.03,24.5,10.7,-3.9083,-3.0419,2.86,1.93,88.11,100.18,0.2907,-0.2994,-0.1095,0.1284,1.4358,4.1793,28.7214,25.1694,0.5437,0.6925,0.6235,3.2399,1.35,1.2151,1.4179,3.7365,3.6613,4.2428,9.8188,0.8291,0.0501,1.5004,1.6618,0.4017,-275.49,20.5
HISBOB,86.13,1.01,185.86,28.8,9.9,-2.4732,-1.3276,1.98,1.96,86.23,93.34,0.2861,-0.3208,-0.1624,0.0901,1.3424,1.9114,28.9154,25.2846,0.5003,0.689,0.585,3.2415,1.3315,1.2196,1.4519,3.7126,3.8814,4.2313,9.8203,1.6574,0.0755,1.598,1.7297,0.3974,-101.14,20.5
GUJRAH,84.91,1.72,186.81,31.4,19.7,-2.9701,-2.0028,1.98,1.97,87.77,96.92,0.3244,-0.3007,-0.1478,0.1091,1.3488,1.8562,28.9181,25.2418,0.4739,0.7302,0.5742,3.2436,1.3339,1.2175,1.4292,3.7168,3.8939,4.2232,9.803,1.6651,0.0921,1.475,1.7019,0.4274,-154.46,20.5
MIZHEK,90.8,0.25,194.73,33.6,27.4,-3.7279,-2.9318,2.01,1.96,88.89,99.67,0.3654,-0.278,-0.1201,0.1327,1.3743,1.9666,28.8242,25.1987,0.4677,0.7193,0.6102,3.2373,1.3487,1.1921,1.4233,3.7308,3.8029,4.2224,9.7829,1.582,0.0836,1.5037,1.6995,0.4811,-242.26,20.5
GOLNAW,88.17,1.03,187.34,32.8,14.1,-2.1658,-1.3207,2,1.95,85.04,90.96,0.2927,-0.3158,-0.1602,-0.0003,1.278,1.8354,28.9007,25.3735,0.532,0.5797,0.5908,3.2423,1.3118,1.2383,1.4469,3.7265,3.901,4.23,9.7876,1.7848,0.0983,1.7535,1.577,0.421,-97.49,20.5
TUHXAV01,85.31,2.64,186.1,30.8,17.3,-3.5077,-2.6925,2.03,1.99,90,96.71,0.363,-0.2869,-0.1334,0.1163,1.335,1.997,28.8638,25.2155,0.4638,0.7402,0.5762,3.2466,1.3181,1.2432,1.4033,3.7267,3.9079,4.2232,9.8065,1.5223,0.085,1.5075,1.7232,0.427,-227.99,20.5
WABLUK,93.34,6.48,222.27,35.7,22.9,-4.0494,-3.6556,2.04,1.97,88.79,102.39,0.4043,-0.2493,-0.0967,0.12,1.3793,1.9948,28.8266,25.2051,0.4654,0.7195,0.6203,3.2444,1.2769,1.3065,1.3448,3.7503,3.8081,4.181,9.7634,1.5112,0.0898,1.4889,1.6544,0.3793,-335.28,20.5
WOCZIA,84.93,-1.06,190.48,30.2,10.1,-3.394,-2.42,1.94,1.97,87.74,98.78,0.2138,-0.283,-0.1291,0.1096,1.3795,3.0075,28.9311,25.2123,0.4783,0.7324,0.5713,3.2431,1.3468,1.2026,1.4143,3.7276,3.861,4.2622,9.7889,1.4073,0.0089,1.5385,1.6697,0.4534,-214.19,20.5
SUMVUS,80.92,-0.84,178.05,29.8,15.3,-3.6193,-2.6319,2.18,1.95,89.52,97.72,0.2211,-0.3019,-0.1322,0.1296,1.3563,2.0103,28.8408,25.1968,0.4462,0.7526,0.6153,3.2391,1.241,1.3089,1.4365,3.7268,3.87,4.2189,9.835,1.4787,0.0743,1.2155,1.1909,0.1278,-218.89,20.5
HEGNIS,81.96,0.82,178.76,30.5,17.3,-3.0488,-1.5201,2.21,1.95,88.8,98.29,0.2179,-0.3358,-0.1653,0.1476,1.2966,1.9379,28.8944,25.2048,0.3469,0.8439,0.6125,3.2364,1.2881,1.2936,1.442,3.716,3.8979,4.248,9.8354,1.6012,0.0842,1.2901,1.2078,0.0957,-99.39,20.5
UHUWEA,85.35,2.35,251.08,47.3,14.8,-2.5247,-2.0577,1.91,2.04,89.15,107.27,0.4229,-0.2675,-0.1444,0.0411,1.1188,1.7432,28.851,25.3263,0.2138,0.8512,0.4769,3.2545,1.3408,1.213,1.3837,3.7375,3.8233,4.2188,9.7236,1.8006,0.104,1.3209,1.2265,0.0766,-192.28,20.4
JOYYUR,62.93,0.1,160.86,25.9,15.7,-2.9895,-1.7889,2.08,1.92,88.64,97.27,0.3121,-0.3238,-0.1623,0.1327,1.3199,1.8941,28.9352,25.2345,0.4116,0.7777,0.639,3.2349,1.2533,1.3008,1.457,3.7123,3.896,4.2091,9.8375,1.5673,0.0507,1.557,1.6599,0.3699,-105.95,20.4
POHPOT,62.62,-0.09,172.16,27.6,15.7,-3.0461,-2.0757,2.12,1.93,88.99,97.9,0.3007,-0.3148,-0.1588,0.1314,1.3313,1.8933,28.9162,25.2422,0.4105,0.763,0.6276,3.2359,1.2075,1.3499,1.4434,3.7101,3.5664,4.2221,9.8432,1.5634,0.091,1.5582,1.5394,0.3358,-125.21,20.4
LASJAT,62.59,0.19,155.5,25.5,13.1,-2.9732,-1.9553,2.1,1.93,88.29,96.87,0.2969,-0.3256,-0.1601,0.1303,1.3442,1.8899,28.9381,25.2252,0.4501,0.7692,0.6281,3.237,1.2943,1.2646,1.4525,3.7129,3.9136,4.2014,9.8425,1.5559,0.0589,1.5472,1.4738,0.3596,-111.63,20.4
KIFMUH,64.28,-0.24,160.51,25.1,12,-3.6408,-3.5928,2.04,1.96,88.34,99.46,0.3303,-0.2612,-0.1109,0.0885,1.39,1.9775,28.9176,25.2175,0.5134,0.6971,0.5782,3.246,1.3312,1.2363,1.3694,3.7373,3.9101,4.2113,9.8095,1.5433,0.0598,1.5512,1.4746,0.3746,-324.53,20.4
TISKAI,64.09,-0.53,159.24,24.4,7.5,-3.1081,-2.1532,2.08,1.94,87.9,96.38,0.2902,-0.312,-0.1481,0.1309,1.3822,1.9417,28.9191,25.2194,0.5043,0.7317,0.6057,3.2396,1.3175,1.2368,1.441,3.7141,3.919,4.2148,9.8344,1.5464,0.0555,1.569,1.4713,0.3541,-151.48,20.4
BZACIN01,63.85,-0.37,158.27,25.4,12,-3.0942,-2.0274,2.08,1.93,87.95,96.73,0.2898,-0.3162,-0.1505,0.1311,1.378,1.9556,28.9516,25.2217,0.5013,0.7426,0.6233,3.2382,1.3242,1.2278,1.4488,3.7129,3.9192,4.2169,9.8409,1.5366,0.0564,1.5526,1.4852,0.3441,-132.59,20.4
NEZKAH,64.53,-0.82,160.55,24.5,7.7,-3.1999,-2.3333,2.03,1.94,87.73,97.02,0.2885,-0.3036,-0.1404,0.1205,1.3907,1.9288,28.9274,25.2235,0.5231,0.712,0.6031,3.2403,1.322,1.2323,1.4315,3.7173,3.9181,4.2196,9.8305,1.566,0.0466,1.5446,1.666,0.3344,-183.22,20.4
ITAJEU,81.64,-1.77,204.13,32,18.4,-3.7552,-2.9387,2.1,1.95,88.7,101.18,0.2281,-0.278,-0.1098,0.1056,1.4123,2.9629,28.9008,25.2052,0.5365,0.6992,0.5948,3.2422,1.295,1.2735,1.3901,3.733,3.8704,4.2404,9.8294,1.2782,0.0162,1.5125,1.6464,0.4308,-288.46,20.4
KIBGIO,67.68,-2.92,221.09,41.3,17.6,-2.9874,-2.1099,1.98,2,88.7,100.12,0.1678,-0.3032,-0.135,0.0804,1.3113,3.0542,28.883,25.2595,0.4039,0.7293,0.5352,3.2499,1.3565,1.1956,1.4257,3.7232,3.8766,4.2535,9.8199,1.3989,0.0097,1.4336,1.1749,0.078,-194.26,20.4
TAWMUZ01,87.86,1.24,187.61,31.9,14,-2.1936,-1.3811,1.99,1.95,84.3,90.71,0.2908,-0.3102,-0.1553,-0.0283,1.2697,1.8071,28.8958,25.391,0.5557,0.5424,0.5934,3.2438,1.3227,1.2299,1.4373,3.7326,3.8897,4.2336,9.781,1.7934,0.1039,1.7596,1.5803,0.422,-100.52,20.4
IHUVIS,85.55,-0.92,194.41,32,11.9,-3.485,-2.8997,2.04,1.96,87.85,99.09,0.2318,-0.285,-0.1292,0.1287,1.4164,3.1881,28.8938,25.1911,0.5135,0.7282,0.571,3.2454,1.3348,1.228,1.4002,3.7232,3.9185,4.2502,9.8045,1.2024,0.0124,1.5411,1.6489,0.4326,-222.8,20.4
SUVWEN,81.63,-0.83,179.39,28.6,11.2,-3.7675,-3.2142,1.89,1.95,88.62,98.87,0.2516,-0.2792,-0.1161,0.1263,1.4348,2.1258,28.848,25.1792,0.5489,0.7067,0.5802,3.2425,1.3393,1.2296,1.3907,3.7288,3.911,4.2477,9.8215,1.5066,0.0932,1.2825,1.2839,0.1143,-278.44,20.3
BEWFOZ,62.61,0.18,159.63,24.5,12,-3.0995,-1.9161,2.09,1.94,88.45,97.72,0.2812,-0.3185,-0.1526,0.1278,1.3779,1.9764,28.9218,25.2244,0.4976,0.7372,0.6193,3.2396,1.2064,1.3727,1.4227,3.7137,3.6129,4.2002,9.8489,1.5374,0.0833,1.5779,1.5095,0.3544,-122.27,20.3
