Ligand,Bite Angle (°),Cone Angle (°),% Buried Volume (5.0A),HOMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Atomic Population (Cu),Atomic Population (N),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(px),Orbital Charge Cu(d),Orbital Charge Cu(dyz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dyz),Orbital Charge L2(px),Ea
AGIGUU,90.03,197.28,33,-2.4541,1.97,2.07,0.4096,-0.2351,-0.5835,1.9819,2.9306,28.8563,7.2699,0.6317,0.5025,0.3981,3.1675,6.3478,12.4375,4.1945,9.805,1.9663,1.6618,1.5748,0.3602,0.0659,1.5708,29.4
NERPUX,83.79,197.97,24.2,-4.216,1.91,2.09,0.3353,-0.2582,-0.063,2.2023,3.0139,28.8075,7.2522,0.7173,0.6169,0.3981,3.1656,6.4218,12.4817,4.2183,9.7612,1.9543,1.2397,1.2164,0.1204,0.0253,1.2163,29.7
IHAPIQ,79.09,211.86,29,-3.6931,2.08,2.1,0.3352,-0.2512,-0.1204,1.726,2.9678,28.7822,7.2785,0.6772,0.3958,0.3982,3.1647,6.4014,12.4222,4.189,9.8412,1.9614,1.5371,1.5763,0.3694,0.0611,1.4098,17
XEFLOL,88.95,185.96,27.7,-3.6513,2.01,2.05,0.4553,-0.235,-0.6221,1.7569,3.0246,28.7182,7.2614,0.671,0.4142,0.3982,3.1626,6.3114,12.404,4.182,9.8292,1.9786,1.66,1.4708,0.3946,0.07,1.5538,7.4
WIBBOY,86.18,190.44,24,-3.5777,1.94,2.02,0.4607,-0.2486,-0.6368,1.9207,2.9452,28.7777,7.2843,0.6825,0.5643,0.3982,3.1654,6.3655,12.4118,4.0875,9.762,1.9253,1.5538,1.6731,0.3887,0.0707,1.5603,33.4
JAVCIS10,89.46,196.94,26.7,-4.205,1.94,2.01,0.5278,-0.2344,-0.5601,2.0113,2.9751,28.6928,7.2817,0.7261,0.5123,0.3983,3.1639,6.3198,12.4061,4.1777,9.7463,1.9703,1.4163,1.7334,0.4146,0.0745,1.5094,23.5
HOZBEE,79.49,227.1,26.7,-3.7741,2.11,2.05,0.3494,-0.2558,-0.6233,1.7778,2.9278,28.7872,7.292,0.6796,0.4415,0.3984,3.1681,6.3958,12.4225,4.1884,9.8323,1.9804,1.4194,1.1404,0.1146,0.0282,1.5192,24.3
XOFJAG,77.92,221.83,30.1,-3.9489,2.12,2.05,0.3787,-0.2368,-0.5702,1.7526,3.0361,28.7346,7.2883,0.7149,0.3921,0.3986,3.1635,6.3945,12.4069,4.1476,9.8199,1.9545,1.4555,1.1111,0.1182,0.0296,1.5065,21.7
DIXTEJ,82.9,180.74,26.6,-3.9433,2.02,2.01,0.4808,-0.2534,-0.5446,1.8098,2.9591,28.6823,7.3097,0.6855,0.3748,0.3987,3.1669,6.3493,12.3797,4.1793,9.7902,1.9423,1.4969,1.682,0.3998,0.0691,1.5966,17.7
LASJAT,62.49,155.58,19.3,-3.117,2.06,2.13,0.3813,-0.2579,-0.584,1.659,2.9197,28.8602,7.3232,0.6751,0.4697,0.3987,3.1602,6.4424,12.3608,4.1628,9.8154,1.9821,1.6623,1.5044,0.3607,0.0807,1.4916,16.1
GOCJIR,88.96,184.45,22.8,-3.4154,2.05,2.05,0.4263,-0.24,-0.6073,1.6699,2.9786,28.7288,7.2843,0.6657,0.3727,0.3988,3.1628,6.3308,12.4013,4.0713,9.8416,1.9979,1.5008,1.6399,0.3785,0.0647,1.5704,10.7
BEQXIE,81.87,201.98,25.1,-3.8621,2.02,2.05,0.2501,-0.2691,-0.1174,1.8473,2.9612,28.7644,7.315,0.6855,0.4576,0.3988,3.1691,6.4281,12.4976,4.1881,9.8243,1.971,1.4031,1.2065,0.0927,0.0201,1.2021,19.4
JOXZED,108.39,209.09,24.6,-3.8993,1.9,2.06,0.5193,-0.2346,-0.5555,2.0294,2.9833,28.7052,7.2652,0.6717,0.5784,0.3988,3.1667,6.2967,12.4229,4.1911,9.7611,1.9699,1.5685,1.6114,0.3822,0.0767,1.6938,11.5
ZOZLOR,83.63,182.65,26.3,-2.9492,1.94,2.07,0.3942,-0.2512,-0.526,1.9136,2.9103,28.8288,7.286,0.6342,0.6261,0.3989,3.1659,6.3962,12.4279,4.1684,9.7817,1.927,1.4642,1.7031,0.4042,0.0623,1.5386,13.8
MAHTUN,90.29,198.58,35.3,-3.5022,2.13,2.03,0.3558,-0.2495,-0.5438,1.6886,2.9762,28.7369,7.2744,0.6744,0.3156,0.3991,3.166,6.3639,12.4297,4.1235,9.8506,1.9643,1.2188,1.3886,0.08,0.0104,1.4843,8.6
TEFSED,62.57,155.58,16.6,-3.1159,2.07,2.12,0.3798,-0.2581,-0.5718,1.6422,2.918,28.8423,7.3261,0.6775,0.4388,0.3993,3.1603,6.4427,12.3611,4.1714,9.8164,1.9693,1.6964,1.5228,0.343,0.0732,1.4643,16.1
IXATOQ,80.12,175.49,20.7,-3.5928,2.11,2,0.4283,-0.2532,-0.5851,1.6141,2.9416,28.6942,7.3195,0.6827,0.3141,0.3994,3.162,6.3747,12.3811,4.1473,9.8159,1.9565,1.6336,1.5562,0.3803,0.0777,1.4975,18.6
GARBUY,63,156.99,15,-3.2454,2.06,2.1,0.3934,-0.2583,-0.5762,1.6808,2.9266,28.8396,7.329,0.6849,0.4648,0.3995,3.1607,6.4283,12.3613,4.1655,9.817,1.965,1.4571,1.6213,0.3639,0.0644,1.7,14.8
FINBUB,81.79,202.16,25.1,-3.8561,2.02,2.05,0.2506,-0.2693,-0.1167,1.8453,2.9666,28.7638,7.3185,0.6853,0.459,0.3996,3.1694,6.4283,12.4967,4.2108,9.8244,1.9716,1.4352,1.2081,0.0926,0.018,1.2047,20.1
XEBZUB,86.43,231.75,31.3,-3.4687,2.02,2,0.3524,-0.2526,-0.5649,1.8938,2.9707,28.8664,7.2436,0.6376,0.5241,0.3996,3.173,6.3881,12.4387,4.2336,9.8209,1.9821,1.3903,1.2636,0.0818,0.0151,1.6524,22.3
XONJUG,94.92,230.31,31.8,-3.0098,1.94,1.97,0.4346,-0.2378,-0.6283,1.8501,2.9031,28.705,7.2689,0.6301,0.5199,0.3997,3.1687,6.3332,12.4409,4.1932,9.7913,1.9485,1.5546,1.6025,0.3977,0.0716,1.5213,24
SAVNOV,87.7,191.21,25.3,-3.6245,2.01,2.03,0.2531,-0.2573,-0.1315,1.8813,2.9933,28.8069,7.2548,0.6715,0.4422,0.3998,3.1671,6.3974,12.495,4.2017,9.8545,1.9721,1.1462,1.4143,0.1175,0.0184,1.3356,12.7
RUXGIC,64.79,167.81,20.9,-3.2531,2,2.09,0.3194,-0.2644,-0.6867,1.8143,2.9125,28.8681,7.3183,0.6765,0.5075,0.3998,3.1703,6.4542,12.4172,4.1545,9.8092,1.9454,1.3005,1.2518,0.0792,0.0194,1.7031,22.1
VIGXEO,82.11,181.08,22.4,-4.143,2,2.03,0.4931,-0.2273,-0.5608,1.9238,3.0346,28.7596,7.2307,0.7117,0.45,0.4,3.1651,6.3225,12.3932,4.1826,9.7912,1.9639,1.4981,1.7235,0.3609,0.0859,1.609,11.6
JUSLIU,80.98,222.57,28.6,-3.7869,2.04,2.07,0.2253,-0.2705,-0.1501,1.8324,2.9641,28.8348,7.2969,0.6802,0.4691,0.4001,3.1675,6.4319,12.4942,4.19,9.8485,1.9576,1.2247,1.3283,0.0921,0.0137,1.3867,15
HOKSEG,84.52,184.17,20,-2.9885,1.94,2.04,0.3809,-0.2493,-0.5635,1.8768,2.9073,28.817,7.2828,0.6443,0.5808,0.4004,3.1657,6.4042,12.4412,4.1028,9.7737,1.9339,1.5337,1.713,0.4016,0.0573,1.6799,15.9
WOZWAL,96.4,200.87,28.7,-3.6975,2.02,2.07,0.4565,-0.2073,-0.4977,1.8775,3.0536,28.8546,7.1895,0.6591,0.498,0.4006,3.1621,6.3204,12.4206,4.1959,9.8025,1.9741,1.6405,1.5259,0.3766,0.067,1.5104,29.6
TIVMAN,66.95,217.67,28.2,-3.0304,1.94,2.02,0.2412,-0.2645,-0.2035,2.048,2.9304,28.8545,7.2913,0.6576,0.5299,0.4006,3.1653,6.4466,12.5139,4.2124,9.7982,1.9641,1.3698,1.2619,0.0809,0.0181,1.3079,25
QUWBUH,62.84,156.36,13.9,-3.092,2.05,2.12,0.3783,-0.2581,-0.6094,1.6725,2.9177,28.849,7.3227,0.675,0.4694,0.4007,3.1601,6.4429,12.3662,4.1504,9.8126,1.9635,1.6824,1.4874,0.327,0.074,1.4761,16.3
IHUNOR,82.79,226.79,30.5,-2.9969,1.97,2.06,0.211,-0.2587,-0.2091,1.8642,2.8945,28.8321,7.2718,0.6231,0.5041,0.4008,3.1679,6.4251,12.5148,4.2176,9.8491,1.9622,1.3632,1.2338,0.0956,0.0169,1.1967,28.3
HUKNAD,81.79,202.12,25.1,-3.8701,2.02,2.05,0.2517,-0.269,-0.1165,1.847,2.9623,28.7619,7.3156,0.685,0.458,0.4009,3.1692,6.4276,12.4968,4.2044,9.824,1.9714,1.4229,1.2058,0.0925,0.0189,1.2044,19.7
LAJJIQ,81.61,202.4,25.1,-3.855,2.02,2.05,0.2503,-0.269,-0.1171,1.8452,2.964,28.7635,7.3145,0.6857,0.4637,0.4009,3.1689,6.4284,12.4975,4.1928,9.8237,1.9733,1.4183,1.2065,0.0929,0.0194,1.2031,20
JIZLIN,62.69,155.81,15.9,-3.1319,2.07,2.12,0.378,-0.258,-0.571,1.6703,2.9325,28.8627,7.3298,0.6851,0.457,0.4011,3.1599,6.4391,12.3649,4.1815,9.818,1.9814,1.6102,1.4819,0.3203,0.0693,1.5536,15.5
YABRUO,63.4,205.89,25.9,-3.1302,2.04,2.11,0.3165,-0.2549,-0.7053,1.8143,2.9331,28.8601,7.2934,0.6545,0.4381,0.4013,3.1618,6.4478,12.4203,4.1548,9.8154,1.9529,1.3055,1.2715,0.0766,0.0159,1.6968,24
DOBLOX,62.79,156.08,14.2,-3.122,2.07,2.11,0.3828,-0.2583,-0.6033,1.6623,2.9198,28.839,7.3289,0.6769,0.451,0.4013,3.1605,6.4391,12.363,4.1682,9.8152,1.9696,1.4637,1.5645,0.3391,0.0403,1.6989,15.4
XOWFIB,62.93,156.42,14.2,-3.1385,2.06,2.11,0.3841,-0.258,-0.589,1.6678,2.9188,28.836,7.3259,0.6771,0.451,0.4013,3.1601,6.4377,12.363,4.1662,9.8153,1.9696,1.4647,1.6277,0.3395,0.0524,1.6984,15.3
SORKOB,62.49,155.23,13.7,-3.0608,2.09,2.11,0.3806,-0.2572,-0.5826,1.6411,2.9229,28.838,7.3315,0.6791,0.4237,0.4014,3.1609,6.4417,12.3595,4.0357,9.8182,1.9219,1.5589,1.4683,0.3145,0.0928,1.5583,25.3
AMOPOJ,62.35,154.64,16.7,-3.2108,2.1,2.11,0.3847,-0.2586,-0.5889,1.6383,2.9249,28.8466,7.332,0.683,0.4293,0.4014,3.1605,6.4405,12.3553,4.128,9.8195,1.9763,1.577,1.4877,0.3096,0.0707,1.5782,22.8
IQICOB,87.59,185.68,20.8,-3.8003,2.05,1.98,0.4757,-0.2508,-0.4855,1.7683,2.9463,28.6585,7.3088,0.6776,0.3385,0.4018,3.1675,6.3402,12.3892,4.172,9.795,1.9402,1.5787,1.5554,0.3454,0.0587,1.6374,29
OBEREV,81.41,224.63,30.3,-3.8922,2.03,2.06,0.2535,-0.2672,-0.1179,1.8564,2.9735,28.7524,7.3065,0.6845,0.4447,0.4018,3.1684,6.43,12.4924,4.1875,9.8242,1.9697,1.4061,1.2142,0.0938,0.0189,1.2017,18.6
ACSALA19,62.89,158.86,19.6,-3.2176,2.05,2.12,0.3959,-0.2578,-0.5567,1.6693,2.9264,28.8375,7.3221,0.6823,0.4412,0.4019,3.1598,6.4314,12.3594,4.1297,9.8133,1.9727,1.6037,1.467,0.375,0.0763,1.5122,22.6
MELBUB,62.52,159.3,25.2,-3.1433,2.08,2.11,0.3873,-0.2574,-0.6076,1.6649,2.921,28.8476,7.3246,0.6771,0.4455,0.402,3.1594,6.4366,12.3604,4.1427,9.8157,1.9733,1.4849,1.6176,0.3617,0.0605,1.667,15.1
ODERIB,63.23,157.05,13.2,-3.0929,2.07,2.1,0.3804,-0.2583,-0.6008,1.6829,2.9184,28.8347,7.3287,0.6737,0.4541,0.402,3.1604,6.4388,12.3678,4.1684,9.8131,1.9866,1.6529,1.5034,0.3187,0.0701,1.52,16.1
DIWROR,62.6,163.86,19.9,-3.2635,2.07,2.11,0.3954,-0.2578,-0.5811,1.6671,2.93,28.8398,7.3236,0.6783,0.4542,0.4021,3.1599,6.4309,12.3574,4.1705,9.8162,1.9808,1.5098,1.6306,0.3821,0.0751,1.6561,20.7
GUYJUG,89.95,195.28,32.1,-2.2361,1.96,2.07,0.3754,-0.2416,-0.5745,1.89,2.9366,28.8872,7.2536,0.6595,0.494,0.4022,3.1696,6.3731,12.439,4.1885,9.8125,1.9533,1.5517,1.6933,0.3678,0.1033,1.617,27.4
INOGEX,62.37,154.86,15.4,-3.1558,2.08,2.13,0.3798,-0.2588,-0.5639,1.6401,2.9211,28.8496,7.3283,0.6787,0.4345,0.4023,3.1607,6.4441,12.3578,4.1525,9.8183,1.9675,1.4825,1.5547,0.3371,0.0525,1.678,15.1
VOJHAE,62.85,156.1,14.1,-3.1756,2.07,2.11,0.3865,-0.2581,-0.5825,1.6652,2.9153,28.8318,7.3242,0.6768,0.4405,0.4023,3.1604,6.4372,12.3602,4.1738,9.8161,1.9696,1.4646,1.6238,0.3326,0.0493,1.7019,15.2
NADVIB,81.52,202.46,25.1,-3.8631,2.02,2.05,0.2512,-0.269,-0.1168,1.845,2.9639,28.762,7.3131,0.686,0.4598,0.4023,3.1692,6.4282,12.4972,4.1964,9.8235,1.9739,1.4182,1.2055,0.0928,0.0196,1.2042,20.3
AZIJAW,83.25,208.9,31.3,-4.0406,2.05,2,0.4123,-0.2559,-0.5458,1.8473,2.9762,28.7523,7.3046,0.6941,0.4227,0.4024,3.1685,6.3694,12.411,4.1662,9.8073,1.9687,1.4447,1.1979,0.0889,0.0155,1.5982,26.5
YUDRUN,63.02,156.63,14.1,-3.1585,2.07,2.1,0.3858,-0.2583,-0.585,1.668,2.9213,28.8338,7.3319,0.6796,0.4471,0.4024,3.1605,6.4349,12.363,4.1423,9.8163,1.9857,1.6438,1.5047,0.3337,0.077,1.5096,14.4
PIRKUY,81.27,200.92,29,-4.1491,1.97,2.03,0.5678,-0.1972,-0.4497,2.3713,2.9664,28.8424,7.2237,0.5841,0.5026,0.4024,3.1644,6.2737,12.4058,4.139,9.7528,1.9463,1.612,1.5379,0.3752,0.0737,1.5021,9.6
MIJZAH,81.75,202.57,26.4,-3.8884,2.02,2.05,0.2545,-0.2682,-0.11,1.8571,2.976,28.7684,7.3076,0.6907,0.4567,0.4025,3.1688,6.4261,12.4959,4.193,9.8234,1.9796,1.4209,1.2045,0.0936,0.0197,1.206,23.4
KUGCUK,85.5,222.9,38.6,-3.3333,2.03,2.04,0.2851,-0.2631,-0.1805,1.9216,2.8902,28.8021,7.283,0.6164,0.4532,0.4028,3.1741,6.4018,12.4723,4.1942,9.8407,1.9493,1.3963,1.3247,0.0791,0.016,1.3397,21.3
ZEJLOS,88.89,206.49,24.7,-3.8513,2.06,1.98,0.3605,-0.2573,-0.6037,1.7636,2.9656,28.7178,7.2942,0.6715,0.3864,0.4029,3.1697,6.3795,12.4387,4.1424,9.8213,1.9702,1.1947,1.4332,0.0881,0.0091,1.5705,12
TAWFEF,81.11,201.99,25,-3.7793,2.03,2.04,0.2421,-0.2692,-0.1253,1.8349,2.9635,28.775,7.3125,0.6825,0.4497,0.403,3.1691,6.432,12.498,4.1955,9.8279,1.9714,1.4161,1.209,0.0925,0.0193,1.204,17.1
VEQVES01,81.38,203.32,25.1,-3.842,2.02,2.04,0.2511,-0.2692,-0.1168,1.8477,2.9631,28.7657,7.3139,0.6853,0.455,0.403,3.1693,6.4284,12.4972,4.1922,9.8233,1.9768,1.4119,1.206,0.0932,0.0198,1.2046,20.7
SAWNEL,83.85,184.65,23.9,-4.5088,2,1.99,0.5017,-0.2019,-0.4912,2.563,3.0024,28.8127,7.2196,0.5692,0.6274,0.4031,3.1664,6.2625,12.4959,4.2135,9.7399,2.0016,1.1385,1.2271,0.1311,0.0204,1.5482,13.4
VOSDUC01,77.89,222.57,27.2,-3.6626,2.09,2.06,0.3994,-0.2446,-0.6125,1.7887,2.958,28.7597,7.2863,0.6976,0.4219,0.4032,3.1625,6.3823,12.404,4.1847,9.8143,1.9687,1.4258,1.1448,0.1167,0.0249,1.5186,25.3
TAJYIQ,62.41,173.61,29.1,-3.0817,2.09,2.12,0.4004,-0.2567,-0.5735,1.6592,2.9335,28.8334,7.327,0.6642,0.427,0.4036,3.1605,6.4244,12.3579,4.1632,9.8173,1.9672,1.6926,1.5051,0.3681,0.0863,1.4659,22.6
RECCAF,62.67,155.99,21.3,-3.1012,2.05,2.13,0.383,-0.2576,-0.5694,1.6629,2.9219,28.8694,7.3265,0.6821,0.4725,0.404,3.1597,6.4397,12.3619,4.1554,9.8154,1.9776,1.6722,1.4939,0.3603,0.0773,1.479,15.8
XEZBIQ,100.99,201.74,25.3,-3.1028,1.91,2.04,0.4132,-0.2416,-0.5896,1.9715,2.9111,28.7911,7.2749,0.6223,0.6162,0.4041,3.1666,6.3734,12.4439,4.1601,9.7694,1.9224,1.5988,1.6613,0.4117,0.0745,1.419,20.8
YEXPAV,81.58,202.5,25.1,-3.851,2.02,2.04,0.2502,-0.269,-0.1172,1.846,2.9628,28.7634,7.3127,0.6856,0.4592,0.4042,3.1691,6.4282,12.4979,4.1949,9.8237,1.9747,1.4161,1.2057,0.0928,0.0198,1.2047,21.2
BUDTOK,82.03,201.92,25.1,-3.8766,2.03,2.05,0.2518,-0.269,-0.1146,1.8432,2.96,28.7614,7.3153,0.6849,0.4585,0.4044,3.1691,6.4272,12.4961,4.1894,9.8249,1.9711,1.4133,1.206,0.0931,0.0199,1.202,19.7
NOPSOA,85.75,246.51,21.7,-3.9181,1.93,2.03,0.3074,-0.1544,-0.6108,1.8826,3.1614,28.7653,7.2511,0.6022,0.5712,0.4044,3.1549,6.3841,12.4949,4.2254,9.8137,1.9646,1.2551,1.2672,0.1263,0.017,1.5968,33.7
SOGYOF,81.77,210.99,26,-3.316,2.01,2.04,0.3278,-0.2587,-0.5946,1.7962,2.9358,28.7884,7.2934,0.6586,0.4633,0.4045,3.1687,6.4092,12.4485,4.1715,9.8145,1.9449,1.273,1.3466,0.0814,0.0124,1.6225,15.3
WODSUF,62.38,155,16.6,-3.1628,2.09,2.12,0.3808,-0.2579,-0.5749,1.6391,2.9187,28.8425,7.3291,0.6767,0.432,0.4046,3.1597,6.4441,12.3586,4.1736,9.8164,1.9695,1.6945,1.5415,0.3408,0.0695,1.4671,25.2
LAWXEO,62.44,155.22,16.2,-3.1115,2.07,2.13,0.3775,-0.2584,-0.5734,1.646,2.9191,28.8487,7.3261,0.6749,0.4365,0.4046,3.1606,6.445,12.3604,4.1572,9.8171,1.9796,1.6669,1.5075,0.3449,0.0772,1.4947,22.8
XAGGAO,87.56,216.27,33.4,-3.8342,2,2.07,0.4042,-0.2452,-0.0657,1.9382,3.001,28.76,7.2672,0.6969,0.4102,0.4047,3.1643,6.3454,12.4366,4.1609,9.8137,1.9604,1.6226,1.5581,0.3862,0.0752,1.3558,19.8
KIQLAZ,62.44,155.17,18.2,-3.1556,2.08,2.12,0.3842,-0.2581,-0.5852,1.6586,2.9179,28.8511,7.3223,0.6751,0.4439,0.4048,3.1604,6.4406,12.3577,4.17,9.8176,1.9712,1.4766,1.6361,0.341,0.0548,1.6866,15.1
OCUSOU01,80.91,175.08,15.9,-3.5477,2.11,2.05,0.4242,-0.2533,-0.548,1.6431,2.9312,28.7364,7.3269,0.6826,0.353,0.4049,3.1626,6.3757,12.3741,4.162,9.826,1.9582,1.673,1.5032,0.3439,0.0715,1.4975,12.7
FEHDUU,81.94,201.9,25.6,-3.8381,2.03,2.05,0.2478,-0.2691,-0.1187,1.8461,2.9621,28.7715,7.3127,0.6851,0.4512,0.4052,3.1691,6.4287,12.4973,4.1862,9.8262,1.9742,1.3968,1.206,0.0933,0.0208,1.2038,19.5
BAGSAD,81.56,213.28,23.3,-3.9311,2.01,2,0.3895,-0.257,-0.5662,1.9362,2.9574,28.7278,7.3024,0.6868,0.5125,0.4052,3.1663,6.3797,12.4475,4.1352,9.7832,1.9686,1.316,1.0459,0.1357,0.032,1.5213,28.9
NUDYIV,81.93,202.46,26.1,-3.9049,2.03,2.04,0.2543,-0.2677,-0.1088,1.8565,2.9849,28.7752,7.2998,0.692,0.4447,0.4053,3.1691,6.4259,12.4943,4.1892,9.8255,1.9787,1.4028,1.204,0.0936,0.0205,1.2046,19.8
MOGXUD,81.01,203.59,25.1,-3.8414,2.03,2.04,0.2519,-0.2692,-0.1168,1.846,2.9638,28.7648,7.3121,0.6864,0.449,0.4053,3.1694,6.4287,12.4962,4.1906,9.8232,1.9747,1.4138,1.2058,0.0929,0.0201,1.2049,20.2
QAFRAR,81.74,241.33,35.5,-4.1944,2,2.07,0.2472,-0.2526,-0.1681,1.8993,3.003,28.7884,7.2937,0.6778,0.5347,0.4053,3.165,6.4147,12.5035,4.1931,9.8345,1.9647,1.3013,1.1661,0.1204,0.0214,1.1958,17.1
SUYDAT,81.2,202.95,25.5,-3.8473,2.02,2.05,0.2519,-0.2693,-0.1157,1.8465,2.9666,28.7616,7.3144,0.686,0.4551,0.4054,3.1695,6.4286,12.4968,4.1942,9.8227,1.9761,1.4214,1.2053,0.0928,0.0191,1.2041,21.8
DEFFID,81.52,178.53,25.8,-3.6861,1.99,2.07,0.5414,-0.2154,-0.5279,2.1674,2.8992,28.8071,7.2191,0.4746,0.3974,0.4055,3.1798,6.2703,12.3845,4.1057,9.8038,1.9442,1.5341,1.5686,0.3869,0.0554,1.5594,2.9
FEKMAL,63.02,156.62,18.3,-3.1355,2.05,2.12,0.3845,-0.2578,-0.5775,1.6668,2.9231,28.8496,7.3212,0.6788,0.4642,0.4055,3.1599,6.4382,12.364,4.1752,9.8133,1.9693,1.4617,1.6252,0.3497,0.0542,1.6999,14.7
ZAYRIA,84.84,214.9,26.6,-2.8495,1.96,1.99,0.3222,-0.2512,-0.138,1.9761,2.9257,28.7968,7.2775,0.6268,0.5652,0.4055,3.1663,6.3893,12.4936,4.2036,9.7949,1.934,1.5253,1.6919,0.4016,0.0666,1.3629,29.5
KIGDOT,107.68,217.44,39.8,-3.165,2.04,2.02,0.4608,-0.225,-0.6662,2.0668,2.8803,28.8366,7.1743,0.4445,0.3896,0.4056,3.1859,6.2276,12.4372,4.1421,9.8744,1.9605,1.497,1.735,0.419,0.0957,1.7532,9.3
GIQHUM,87.59,203.95,26,-3.8486,2.04,2.04,0.353,-0.2572,-0.1311,1.6968,2.9779,28.7333,7.2887,0.6724,0.3365,0.4057,3.169,6.3885,12.4257,4.1452,9.8329,1.9587,1.5691,1.6103,0.4047,0.0542,1.1914,20.2
IKUFUP,82.16,213.01,26.6,-3.2949,2.02,2.03,0.2284,-0.2658,-0.1231,1.8376,2.9521,28.7995,7.3036,0.6636,0.4712,0.4057,3.1692,6.4415,12.5033,4.2094,9.8268,1.9356,1.1694,1.359,0.0835,0.008,1.4428,24.6
LABDOK,81.77,209,22.2,-4.1808,1.94,2.08,0.4199,-0.1757,0.2134,1.8634,3.1724,28.706,7.2332,0.6375,0.5367,0.4057,3.157,6.3678,12.4214,4.1619,9.7909,1.9687,1.6829,1.5338,0.4242,0.091,1.0758,9.9
POVFUD,80.92,203.68,25.1,-3.8384,2.03,2.04,0.2518,-0.2693,-0.117,1.8452,2.9665,28.765,7.3131,0.6863,0.4477,0.4058,3.1694,6.4291,12.4961,4.1944,9.8231,1.9712,1.422,1.2055,0.0929,0.0194,1.2035,20.2
SIKMAC,83.84,193.57,21,-3.2043,2.01,2,0.3015,-0.2605,-0.0977,1.8277,2.9436,28.8069,7.3079,0.6628,0.5094,0.4058,3.1659,6.4072,12.477,4.1944,9.8144,1.9468,1.5329,1.6775,0.3915,0.0646,1.4081,20.3
SOYSUV,79.9,226.31,26.7,-3.7408,2.1,2.04,0.3567,-0.2557,-0.6215,1.8009,2.9127,28.7669,7.3051,0.6776,0.4418,0.406,3.1675,6.391,12.4241,4.1924,9.8282,1.9808,1.4526,1.132,0.1153,0.0259,1.5138,24.3
YIFWUG01,62.66,211.78,35.5,-3.0654,2.03,2.14,0.4204,-0.245,-0.6058,1.7857,2.9422,28.913,7.3092,0.714,0.5047,0.4062,3.1577,6.4075,12.3688,4.1857,9.8034,1.961,1.6961,1.4846,0.3799,0.0894,1.4681,17.4
WAXZAY,85.02,197.55,21.3,-2.5287,1.99,2.02,0.2681,-0.2541,-0.2184,1.8377,2.8892,28.8401,7.3045,0.6098,0.551,0.4062,3.165,6.4139,12.4947,4.1712,9.8233,1.9734,1.5176,1.7322,0.3964,0.062,1.3606,20.6
YIVZIP,62.82,155.94,14.1,-3.2253,2.08,2.11,0.3903,-0.2582,-0.57,1.6614,2.9221,28.8275,7.331,0.6825,0.4302,0.4063,3.1603,6.4343,12.3589,4.1633,9.8165,1.9649,1.6979,1.5345,0.3303,0.0656,1.4591,22.1
YAYFAH,62.95,156.39,14.1,-3.1588,2.07,2.1,0.3858,-0.2578,-0.5828,1.669,2.9184,28.8326,7.3264,0.6779,0.4404,0.4063,3.1603,6.4361,12.3619,4.1734,9.8162,1.9794,1.6803,1.4972,0.3331,0.0715,1.4862,15.9
MEJROL,81.77,202.71,25.1,-4.2343,2.01,2.05,0.29,-0.2659,-0.0994,1.9564,2.9847,28.7338,7.3159,0.7094,0.4941,0.4063,3.1706,6.4159,12.5,4.1905,9.794,1.9779,1.3996,1.2001,0.0926,0.0204,1.1978,20.8
VIZHIW01,62.4,155.16,16.8,-3.1274,2.08,2.11,0.3784,-0.2588,-0.5892,1.6569,2.9217,28.8573,7.329,0.6755,0.446,0.4065,3.1605,6.4442,12.3604,4.1379,9.817,1.9761,1.6454,1.4885,0.3225,0.076,1.5066,15
GULCEW,88.9,211.86,24.8,-3.4663,2,2.03,0.3912,-0.2486,-0.5975,1.959,2.932,28.7987,7.2777,0.6647,0.5236,0.4065,3.1698,6.3964,12.4303,4.1711,9.7822,1.9262,1.2112,1.3398,0.1111,0.0184,1.5385,20.5
CECHEY,62.87,155.98,15.2,-3.1844,2.08,2.11,0.3868,-0.2581,-0.5857,1.6623,2.9205,28.8338,7.3294,0.6796,0.436,0.4066,3.1601,6.4368,12.36,4.1646,9.8163,1.9631,1.4595,1.5854,0.337,0.0429,1.6995,15.7
QAJPAV,62.99,156.54,14.1,-3.1777,2.07,2.11,0.3879,-0.2582,-0.5798,1.6804,2.9225,28.8356,7.3285,0.6788,0.4496,0.4066,3.1603,6.4353,12.3619,4.1659,9.8149,1.9696,1.4594,1.5947,0.3335,0.0456,1.7014,15.1
DOJQUR,88.84,213.58,23.4,-4.5533,1.81,2.15,0.5296,-0.1812,-0.093,2.7819,3.0638,28.8701,7.1618,0.5702,0.7794,0.4067,3.1579,6.2346,12.5282,4.1862,9.7076,1.9605,1.5911,1.5833,0.396,0.085,1.218,-3.1
